Source_String,Target_String,weight
"We have: 3 1's, 11 2's, 2 3's, 6 4's, 4 6's.","We have: 6 2's, 4 4's, 2 6's.",16
"We have: 3 1's, 12 2's, 12 3's, 6 4's, 3 5's, 6 6's.","We have: 6 2's, 6 3's, 5 4's, 2 5's, 3 6's.",1
"We have: 3 1's, 12 2's, 2 3's, 6 4's, 1 5, 4 6's.","We have: 6 2's, 4 4's, 2 6's.",21
"We have: 3 1's, 2 2's, 3 3's, 1 5, 1 6.",We have no digits.,32
"We have: 3 1's, 2 2's, 3 3's, 1 4, 1 6.",We have no digits.,20
"We have: 3 1's, 2 2's, 3 3's, 1 4, 1 5.",We have no digits.,29
"We have: 3 1's, 4 2's, 3 3's, 2 4's, 1 5, 1 6.",We have: 2 2's.,25
"We have: 3 1's, 5 2's, 2 3's, 1 4, 2 5's, 1 6.",We have: 2 2's.,23
"We have: 3 1's, 5 2's, 4 3's, 4 4's, 2 5's.","We have: 2 1's, 3 2's, 2 3's, 1 4.",34
"We have: 3 1's, 5 2's, 5 3's, 3 5's, 2 6's.","We have: 2 1's, 3 2's, 2 3's, 1 6.",105
"We have: 3 1's, 5 2's, 5 3's, 2 4's, 3 5's.","We have: 2 1's, 3 2's, 2 3's, 1 4.",46
"We have: 31 1's, 14 2's, 14 3's, 11 4's, 12 5's, 6 6's.","We have: 21 1's, 12 2's, 12 3's, 5 4's, 11 5's, 4 6's.",11
"We have: 4 1's, 5 3's, 4 4's, 3 5's.","We have: 3 1's, 3 3's, 1 4, 1 5.",38
"We have: 4 1's, 6 3's, 3 4's, 3 6's.","We have: 3 1's, 3 3's, 1 4, 1 6.",2
"We have: 4 1's, 12 2's, 3 3's, 2 4's, 3 5's, 2 6's.","We have: 2 1's, 5 2's, 2 5's, 1 6.",32
"We have: 4 1's, 2 2's, 5 3's, 4 4's, 3 5's.","We have: 3 1's, 3 3's, 1 4, 1 5.",17
"We have: 4 1's, 2 2's, 6 3's, 3 4's, 3 6's.","We have: 3 1's, 3 3's, 1 4, 1 6.",1
"We have: 4 1's, 3 2's, 5 3's, 4 4's, 2 5's.","We have: 3 1's, 1 2, 3 3's, 1 4.",5
"We have: 4 1's, 3 2's, 5 3's, 4 4's, 2 5's, 2 6's.","We have: 3 1's, 3 3's, 1 4, 1 6.",13
"We have: 4 1's, 3 2's, 6 3's, 2 4's, 3 6's.","We have: 3 1's, 1 2, 3 3's, 1 6.",6
"We have: 4 1's, 3 2's, 6 3's, 2 4's, 2 5's, 3 6's.","We have: 3 1's, 3 3's, 1 5, 1 6.",37
"We have: 4 1's, 3 2's, 6 3's, 3 4's, 2 6's.","We have: 3 1's, 1 2, 3 3's, 1 4.",13
"We have: 4 1's, 3 2's, 6 3's, 3 4's, 2 5's, 2 6's.","We have: 3 1's, 3 3's, 1 4, 1 5.",2
"We have: 4 1's, 3 2's, 6 3's, 4 4's, 3 6's.","We have: 3 1's, 2 2's, 3 3's, 1 4, 1 6.",15
"We have: 4 1's, 4 2's, 5 3's, 3 4's, 2 5's, 2 6's.","We have: 3 1's, 1 2, 3 3's, 1 6.",2
"We have: 4 1's, 4 2's, 5 3's, 3 4's, 3 5's, 1 6.","We have: 2 1's, 3 2's, 2 3's, 1 5.",2
"We have: 4 1's, 4 2's, 5 3's, 4 4's, 3 5's, 2 6's.","We have: 3 1's, 2 2's, 3 3's, 1 5, 1 6.",16
"We have: 4 1's, 4 2's, 6 3's, 3 4's, 2 5's, 3 6's.","We have: 3 1's, 2 2's, 3 3's, 1 5, 1 6.",2
"We have: 4 1's, 6 2's, 4 3's, 5 4's, 4 5's, 3 6's.","We have: 3 1's, 5 2's, 2 3's, 1 4, 2 5's, 1 6.",1
"We have: 4 1's, 6 2's, 4 3's, 6 4's, 2 5's, 4 6's.","We have: 3 1's, 4 2's, 3 3's, 2 4's, 1 5, 1 6.",7
"We have: 4 1's, 6 2's, 5 3's, 3 4's, 5 5's, 3 6's.","We have: 3 1's, 5 2's, 2 3's, 1 4, 2 5's, 1 6.",9
"We have: 4 1's, 6 2's, 6 3's, 4 4's, 4 5's, 6 6's.","We have: 3 1's, 5 2's, 5 3's, 3 5's, 2 6's.",1
"We have: 4 1's, 6 2's, 6 3's, 6 4's, 4 5's, 4 6's.","We have: 3 1's, 5 2's, 5 3's, 2 4's, 3 5's.",1
"We have: 41 1's, 16 2's, 16 3's, 14 4's, 13 5's, 12 6's.","We have: 31 1's, 14 2's, 14 3's, 11 4's, 12 5's, 6 6's.",2
"We have: 46 1's, 23 2's, 21 3's, 21 4's, 14 5's, 14 6's.","We have: 41 1's, 16 2's, 16 3's, 14 4's, 13 5's, 12 6's.",1
"We have: 5 1's, 5 3's, 3 4's, 4 5's, 1 6.","We have: 3 1's, 3 3's, 1 4, 1 5.",12
"We have: 5 1's, 6 3's, 1 4, 3 5's, 3 6's.","We have: 3 1's, 3 3's, 1 5, 1 6.",40
"We have: 5 1's, 1 2, 5 3's, 3 4's, 4 5's.","We have: 3 1's, 3 3's, 1 4, 1 5.",1
"We have: 5 1's, 1 2, 6 3's, 3 5's, 3 6's.","We have: 3 1's, 3 3's, 1 5, 1 6.",8
"We have: 5 1's, 11 2's, 2 4's, 4 5's, 2 6's.","We have: 2 1's, 5 2's, 2 5's, 1 6.",1
"We have: 5 1's, 11 2's, 2 3's, 2 4's, 4 5's.","We have: 2 1's, 5 2's, 1 3, 2 5's.",1
"We have: 5 1's, 12 2's, 1 3, 2 4's, 4 5's, 2 6's.","We have: 2 1's, 5 2's, 2 5's, 1 6.",13
"We have: 5 1's, 12 2's, 2 3's, 2 4's, 4 5's, 1 6.","We have: 2 1's, 5 2's, 1 3, 2 5's.",16
"We have: 5 1's, 14 2's, 5 3's, 12 4's, 4 5's, 5 6's.","We have: 2 1's, 12 2's, 4 3's, 6 4's, 4 6's.",2
"We have: 5 1's, 2 2's, 5 3's, 3 4's, 4 5's, 1 6.","We have: 3 1's, 3 3's, 1 4, 1 5.",1
"We have: 5 1's, 2 2's, 6 3's, 1 4, 3 5's, 3 6's.","We have: 3 1's, 3 3's, 1 5, 1 6.",1
"We have: 5 1's, 3 2's, 5 3's, 2 4's, 4 5's, 1 6.","We have: 3 1's, 1 2, 3 3's, 1 5.",18
"We have: 5 1's, 3 2's, 5 3's, 4 4's, 4 5's, 1 6.","We have: 3 1's, 2 2's, 3 3's, 1 4, 1 5.",20
"We have: 5 1's, 3 2's, 6 3's, 1 4, 2 5's, 3 6's.","We have: 3 1's, 1 2, 3 3's, 1 6.",6
"We have: 5 1's, 3 2's, 6 3's, 1 4, 3 5's, 2 6's.","We have: 3 1's, 1 2, 3 3's, 1 5.",2
"We have: 5 1's, 4 2's, 6 3's, 6 4's, 5 5's, 6 6's.","We have: 4 1's, 3 2's, 5 3's, 4 4's, 2 5's, 2 6's.",2
"We have: 6 1's, 1 2, 6 3's, 6 4's, 5 5's, 4 6's.","We have: 4 1's, 5 3's, 4 4's, 3 5's.",1
"We have: 6 1's, 13 2's, 5 3's, 4 4's, 6 5's, 5 6's.","We have: 4 1's, 12 2's, 3 3's, 2 4's, 3 5's, 2 6's.",21
"We have: 6 1's, 13 2's, 6 3's, 3 4's, 5 5's, 6 6's.","We have: 4 1's, 12 2's, 3 3's, 2 4's, 3 5's, 2 6's.",1
"We have: 6 1's, 5 2's, 12 3's, 3 4's, 3 5's, 5 6's.","We have: 4 1's, 3 2's, 6 3's, 2 4's, 3 6's.",2
"We have: 6 1's, 6 2's, 11 3's, 3 4's, 5 5's, 3 6's.","We have: 3 1's, 5 2's, 5 3's, 2 4's, 3 5's.",18
"We have: 1 0, 11 1's, 1 3, 1 4, 1 5, 1 6.",We have no digits.,1
"We have: 1 0, 11 1's, 1 2, 1 4, 1 5, 1 6.",We have no digits.,1
"We have: 1 0, 11 1's, 1 2, 1 3, 1 5, 1 6.",We have no digits.,3
"We have: 1 0, 11 1's, 1 2, 1 3, 1 4, 1 6.",We have no digits.,2
"We have: 1 0, 11 1's, 1 2, 1 3, 1 4, 1 5.",We have no digits.,2
"We have: 1 0, 11 1's, 11 2's, 2 3's, 3 5's, 2 6's.","We have: 2 1's, 5 2's, 2 5's, 1 6.",1
"We have: 1 0, 11 1's, 11 2's, 2 3's, 2 4's, 3 5's.","We have: 2 1's, 5 2's, 1 4, 2 5's.",1
"We have: 1 0, 11 1's, 11 2's, 6 3's, 2 4's, 5 5's, 2 6's.","We have: 2 1's, 5 2's, 5 3's, 1 4, 3 5's.",7
"We have: 1 0, 11 1's, 12 2's, 2 3's, 1 4, 3 5's, 2 6's.","We have: 2 1's, 5 2's, 2 5's, 1 6.",1
"We have: 1 0, 11 1's, 12 2's, 2 3's, 2 4's, 3 5's, 1 6.","We have: 2 1's, 5 2's, 1 4, 2 5's.",18
"We have: 1 0, 11 1's, 2 2's, 1 3, 1 4, 1 5, 1 6.",We have no digits.,2
"We have: 1 0, 11 1's, 4 2's, 6 3's, 6 4's, 5 5's, 5 6's.","We have: 4 1's, 3 2's, 5 3's, 4 4's, 2 5's, 2 6's.",9
"We have: 1 0, 11 1's, 5 2's, 6 3's, 5 4's, 6 5's, 4 6's.","We have: 4 1's, 4 2's, 5 3's, 3 4's, 3 5's, 1 6.",1
"We have: 1 0, 11 1's, 5 2's, 6 3's, 5 4's, 6 5's, 6 6's.","We have: 4 1's, 4 2's, 5 3's, 4 4's, 3 5's, 2 6's.",9
"We have: 1 0, 11 1's, 6 2's, 6 3's, 1 4, 5 5's, 6 6's.","We have: 3 1's, 5 2's, 5 3's, 3 5's, 2 6's.",14
"We have: 1 0, 12 1's, 13 2's, 4 3's, 11 4's, 6 6's.","We have: 3 1's, 11 2's, 2 3's, 6 4's, 4 6's.",8
"We have: 1 0, 12 1's, 14 2's, 11 4's, 1 5, 6 6's.","We have: 2 1's, 12 2's, 6 4's, 4 6's.",3
"We have: 1 0, 12 1's, 14 2's, 1 3, 11 4's, 6 6's.","We have: 2 1's, 12 2's, 6 4's, 4 6's.",19
"We have: 1 0, 12 1's, 14 2's, 3 3's, 5 4's, 6 5's, 4 6's.","We have: 5 1's, 12 2's, 1 3, 2 4's, 4 5's, 2 6's.",12
"We have: 1 0, 12 1's, 14 2's, 4 3's, 5 4's, 6 5's, 3 6's.","We have: 5 1's, 12 2's, 2 3's, 2 4's, 4 5's, 1 6.",15
"We have: 1 0, 12 1's, 3 2's, 11 3's, 5 4's, 2 5's, 4 6's.","We have: 4 1's, 6 3's, 3 4's, 3 6's.",1
"We have: 1 0, 12 1's, 3 2's, 12 3's, 3 4's, 5 5's, 4 6's.","We have: 5 1's, 6 3's, 1 4, 3 5's, 3 6's.",1
"We have: 1 0, 12 1's, 3 2's, 13 3's, 3 4's, 4 5's, 4 6's.","We have: 5 1's, 1 2, 6 3's, 3 5's, 3 6's.",1
"We have: 1 0, 12 1's, 6 2's, 11 3's, 3 4's, 2 5's, 5 6's.","We have: 4 1's, 3 2's, 6 3's, 2 4's, 3 6's.",1
"We have: 1 0, 13 1's, 11 3's, 4 4's, 5 5's, 4 6's.","We have: 5 1's, 6 3's, 1 4, 3 5's, 3 6's.",1
"We have: 1 0, 13 1's, 1 2, 13 3's, 3 4's, 5 5's, 4 6's.","We have: 5 1's, 6 3's, 1 4, 3 5's, 3 6's.",1
"We have: 1 0, 13 1's, 13 2's, 11 3's, 3 4's, 5 5's, 3 6's.","We have: 4 1's, 12 2's, 3 3's, 2 4's, 3 5's, 2 6's.",5
"We have: 1 0, 13 1's, 2 2's, 11 3's, 4 4's, 5 5's, 4 6's.","We have: 5 1's, 6 3's, 1 4, 3 5's, 3 6's.",22
"We have: 1 0, 13 1's, 4 2's, 11 3's, 5 4's, 4 5's, 4 6's.","We have: 5 1's, 3 2's, 6 3's, 1 4, 2 5's, 3 6's.",2
"We have: 1 0, 13 1's, 4 2's, 11 3's, 6 4's, 1 5, 4 6's.","We have: 4 1's, 3 2's, 6 3's, 3 4's, 2 6's.",2
"We have: 1 0, 13 1's, 4 2's, 11 3's, 6 4's, 1 5, 6 6's.","We have: 4 1's, 3 2's, 6 3's, 4 4's, 3 6's.",1
"We have: 1 0, 14 1's, 3 2's, 5 3's, 3 4's, 3 5's, 2 6's.","We have: 11 1's, 1 2, 1 3, 1 4, 1 5, 1 6.",1
"We have: 1 0, 16 1's, 15 2's, 6 3's, 5 4's, 12 5's, 11 6's.","We have: 6 1's, 13 2's, 5 3's, 4 4's, 6 5's, 5 6's.",1
"We have: 1 0, 2 1's, 3 2's, 2 3's.",We have no digits.,22
"We have: 1 0, 2 1's, 5 2's, 2 5's.",We have: 2 2's.,101
"We have: 1 0, 2 1's, 5 2's, 5 3's, 3 5's.","We have: 3 2's, 3 3's.",10
"We have: 1 0, 21 1's, 16 2's, 6 3's, 13 4's, 5 5's, 11 6's.","We have: 11 1's, 14 2's, 4 3's, 12 4's, 3 5's, 5 6's.",1
"We have: 1 0, 21 1's, 5 2's, 12 3's, 5 4's, 12 5's, 5 6's.","We have: 13 1's, 1 2, 11 3's, 4 4's, 5 5's, 4 6's.",1
"We have: 1 0, 21 1's, 5 2's, 13 3's, 5 4's, 11 5's, 5 6's.","We have: 12 1's, 3 2's, 11 3's, 4 4's, 4 5's, 4 6's.",5
"We have: 1 0, 22 1's, 11 2's, 13 3's, 5 4's, 11 5's, 4 6's.","We have: 12 1's, 5 2's, 11 3's, 3 4's, 6 5's, 3 6's.",1
"We have: 1 0, 25 1's, 14 2's, 14 3's, 11 4's, 13 5's, 6 6's.","We have: 15 1's, 12 2's, 12 3's, 5 4's, 11 5's, 4 6's.",12
"We have: 1 0, 3 1's, 3 3's, 1 6.",We have no digits.,49
"We have: 1 0, 3 1's, 3 3's, 1 5.",We have no digits.,13
"We have: 1 0, 3 1's, 3 3's, 1 4.",We have no digits.,34
"We have: 1 0, 3 1's, 1 2, 3 3's.",We have no digits.,24
"We have: 1 0, 3 1's, 12 2's, 2 3's, 6 4's, 4 6's.","We have: 6 2's, 4 4's, 2 6's.",4
"We have: 1 0, 3 1's, 2 2's, 3 3's, 1 6.",We have no digits.,64
"We have: 1 0, 3 1's, 2 2's, 3 3's, 1 5.",We have no digits.,51
"We have: 1 0, 3 1's, 2 2's, 3 3's, 1 4.",We have no digits.,26
"We have: 1 0, 3 1's, 4 2's, 3 3's, 2 4's, 1 6.",We have: 2 2's.,6
"We have: 1 0, 3 1's, 4 2's, 3 3's, 2 4's, 1 5.",We have: 2 2's.,6
"We have: 1 0, 3 1's, 5 2's, 2 3's, 2 5's, 1 6.",We have: 2 2's.,27
"We have: 1 0, 3 1's, 5 2's, 2 3's, 1 4, 2 5's.",We have: 2 2's.,2
"We have: 1 0, 3 1's, 6 2's, 3 3's, 4 4's, 1 5, 2 6's.","We have: 4 2's, 2 4's.",24
"We have: 1 0, 3 1's, 6 2's, 5 3's, 1 4, 2 5's, 2 6's.","We have: 3 2's, 3 3's.",39
"We have: 1 0, 4 1's, 3 2's, 2 3's, 2 4's, 1 5, 1 6.",We have no digits.,1
"We have: 1 0, 4 1's, 4 2's, 2 3's, 3 4's, 1 5, 1 6.",We have: 2 2's.,23
"We have: 1 0, 4 1's, 4 2's, 5 3's, 3 4's, 3 5's.","We have: 2 1's, 3 2's, 2 3's, 1 5.",8
"We have: 1 0, 4 1's, 5 2's, 1 3, 2 4's, 2 5's, 1 6.",We have: 2 2's.,8
"We have: 1 0, 4 1's, 6 2's, 4 3's, 3 4's, 2 5's, 2 6's.","We have: 2 1's, 3 2's, 2 3's, 1 5.",6
"We have: 1 0, 4 1's, 6 2's, 4 3's, 3 4's, 3 5's, 3 6's.","We have: 2 1's, 5 2's, 2 5's, 1 6.",2
"We have: 1 0, 4 1's, 6 2's, 6 3's, 11 4's, 6 5's, 4 6's.","We have: 5 2's, 5 3's, 5 4's, 5 5's.",9
"We have: 1 0, 4 1's, 6 2's, 6 3's, 4 4's, 5 5's, 4 6's.","We have: 2 1's, 5 2's, 5 3's, 3 5's, 1 6.",35
"We have: 1 0, 42 1's, 16 2's, 15 3's, 14 4's, 15 5's, 11 6's.","We have: 31 1's, 14 2's, 14 3's, 11 4's, 12 5's, 6 6's.",3
"We have: 1 0, 5 1's, 5 3's, 3 4's, 4 5's.","We have: 3 1's, 3 3's, 1 4, 1 5.",1
"We have: 1 0, 5 1's, 6 3's, 3 5's, 3 6's.","We have: 3 1's, 3 3's, 1 5, 1 6.",2
"We have: 1 0, 5 1's, 11 2's, 1 3, 6 4's, 2 5's, 4 6's.","We have: 6 2's, 4 4's, 2 6's.",7
"We have: 1 0, 5 1's, 12 2's, 2 4's, 4 5's, 2 6's.","We have: 2 1's, 5 2's, 2 5's, 1 6.",1
"We have: 1 0, 5 1's, 12 2's, 2 3's, 2 4's, 4 5's.","We have: 2 1's, 5 2's, 1 3, 2 5's.",1
"We have: 1 0, 5 1's, 2 2's, 5 3's, 3 4's, 4 5's.","We have: 3 1's, 3 3's, 1 4, 1 5.",1
"We have: 1 0, 5 1's, 2 2's, 6 3's, 3 5's, 3 6's.","We have: 3 1's, 3 3's, 1 5, 1 6.",1
"We have: 1 0, 5 1's, 3 2's, 5 3's, 2 4's, 4 5's.","We have: 3 1's, 1 2, 3 3's, 1 5.",1
"We have: 1 0, 5 1's, 3 2's, 5 3's, 2 4's, 4 5's, 2 6's.","We have: 3 1's, 3 3's, 1 5, 1 6.",3
"We have: 1 0, 5 1's, 3 2's, 5 3's, 4 4's, 4 5's.","We have: 3 1's, 2 2's, 3 3's, 1 4, 1 5.",6
"We have: 1 0, 5 1's, 3 2's, 6 3's, 2 5's, 3 6's.","We have: 3 1's, 1 2, 3 3's, 1 6.",4
"We have: 1 0, 5 1's, 3 2's, 6 3's, 3 5's, 2 6's.","We have: 3 1's, 1 2, 3 3's, 1 5.",11
"We have: 1 0, 5 1's, 3 2's, 6 3's, 2 4's, 2 5's, 3 6's.","We have: 3 1's, 3 3's, 1 4, 1 6.",13
"We have: 1 0, 5 1's, 3 2's, 6 3's, 2 4's, 3 5's, 2 6's.","We have: 3 1's, 3 3's, 1 4, 1 5.",1
"We have: 1 0, 5 1's, 4 2's, 4 3's, 4 4's, 2 5's, 2 6's.","We have: 3 1's, 1 2, 3 3's, 1 6.",14
"We have: 1 0, 5 1's, 4 2's, 4 3's, 4 4's, 3 5's, 1 6.","We have: 2 1's, 3 2's, 2 3's, 1 5.",2
"We have: 1 0, 5 1's, 4 2's, 5 3's, 2 4's, 3 5's, 2 6's.","We have: 3 1's, 1 2, 3 3's, 1 6.",11
"We have: 1 0, 5 1's, 4 2's, 5 3's, 3 4's, 3 5's, 1 6.","We have: 2 1's, 3 2's, 2 3's, 1 4.",1
"We have: 1 0, 5 1's, 4 2's, 5 3's, 3 4's, 4 5's, 2 6's.","We have: 3 1's, 2 2's, 3 3's, 1 5, 1 6.",1
"We have: 1 0, 5 1's, 4 2's, 5 3's, 4 4's, 3 5's, 2 6's.","We have: 3 1's, 2 2's, 3 3's, 1 4, 1 6.",1
"We have: 1 0, 5 1's, 4 2's, 6 3's, 2 4's, 3 5's, 3 6's.","We have: 3 1's, 2 2's, 3 3's, 1 5, 1 6.",1
"We have: 1 0, 5 1's, 4 2's, 6 3's, 3 4's, 2 5's, 3 6's.","We have: 3 1's, 2 2's, 3 3's, 1 4, 1 6.",1
"We have: 1 0, 5 1's, 4 2's, 6 3's, 3 4's, 3 5's, 2 6's.","We have: 3 1's, 2 2's, 3 3's, 1 4, 1 5.",2
"We have: 1 0, 5 1's, 5 2's, 4 3's, 2 4's, 5 5's, 2 6's.","We have: 3 1's, 2 2's, 3 3's, 1 5, 1 6.",11
"We have: 1 0, 5 1's, 5 2's, 6 3's, 3 4's, 5 5's, 3 6's.","We have: 3 1's, 4 2's, 3 3's, 2 4's, 1 5, 1 6.",1
"We have: 1 0, 5 1's, 6 2's, 3 3's, 1 4, 5 5's, 3 6's.","We have: 2 1's, 5 2's, 2 5's, 1 6.",3
"We have: 1 0, 5 1's, 6 2's, 4 3's, 4 4's, 5 5's, 3 6's.","We have: 3 1's, 5 2's, 2 3's, 1 4, 2 5's, 1 6.",11
"We have: 1 0, 5 1's, 6 2's, 6 3's, 1 4, 6 5's, 5 6's.","We have: 2 1's, 5 2's, 5 3's, 3 5's, 1 6.",2
"We have: 1 0, 6 1's, 6 3's, 6 4's, 5 5's, 4 6's.","We have: 4 1's, 5 3's, 4 4's, 3 5's.",26
"We have: 1 0, 6 1's, 11 2's, 3 3's, 2 4's, 3 5's, 2 6's.","We have: 2 1's, 5 2's, 1 4, 2 5's.",7
"We have: 1 0, 6 1's, 2 2's, 6 3's, 6 4's, 5 5's, 4 6's.","We have: 4 1's, 5 3's, 4 4's, 3 5's.",3
"We have: 1 0, 6 1's, 3 2's, 6 3's, 1 4, 2 5's, 3 6's.","We have: 3 1's, 1 2, 3 3's, 1 5.",7
"We have: 1 0, 6 1's, 3 2's, 6 3's, 2 4's, 1 5, 3 6's.","We have: 3 1's, 1 2, 3 3's, 1 4.",34
"We have: 1 0, 6 1's, 3 2's, 6 3's, 3 4's, 1 5, 4 6's.","We have: 3 1's, 2 2's, 3 3's, 1 4, 1 6.",2
"We have: 1 0, 6 1's, 6 2's, 11 3's, 3 4's, 4 5's, 3 6's.","We have: 2 1's, 5 2's, 5 3's, 1 4, 3 5's.",7
"We have: 10 0's, 15 1's, 14 2's, 10 3's, 13 4's, 4 5's, 3 6's.","We have: 4 0's, 6 1's, 13 2's, 4 3's, 10 4's, 2 5's, 2 6's.",2
"We have: 10 0's, 16 1's, 10 2's, 11 3's, 6 4's, 6 5's, 12 6's.","We have: 4 0's, 6 1's, 5 2's, 10 3's, 5 4's, 5 5's, 5 6's.",14
"We have: 10 0's, 16 1's, 10 2's, 13 3's, 1 4, 10 5's, 5 6's.","We have: 3 0's, 6 1's, 6 2's, 11 3's, 5 5's, 3 6's.",1
"We have: 10 0's, 16 1's, 11 2's, 10 3's, 10 5's, 10 6's.","We have: 2 0's, 5 1's, 10 2's, 6 3's, 6 5's, 5 6's.",20
"We have: 10 0's, 16 1's, 11 2's, 4 3's, 10 4's, 6 5's, 5 6's.","We have: 4 0's, 10 1's, 10 2's, 3 3's, 5 4's, 4 5's, 2 6's.",5
"We have: 10 0's, 16 1's, 12 2's, 10 3's, 1 4, 10 5's, 10 6's.","We have: 2 0's, 5 1's, 10 2's, 6 3's, 6 5's, 5 6's.",20
