Input,Output
"[2, 5, 10, 6, 6, 4, 3]","[0, 3, 5, 4, 4, 2, 0]"
"[5, 15, 12, 10, 11, 10, 4]","[2, 5, 10, 6, 6, 4, 3]"
"[10, 24, 15, 13, 13, 12, 6]","[5, 15, 12, 10, 11, 10, 4]"
"[13, 33, 21, 20, 15, 14, 10]","[10, 24, 15, 13, 13, 12, 6]"
"[16, 40, 25, 23, 20, 16, 13]","[13, 33, 21, 20, 15, 14, 10]"
"[1, 3, 0, 3, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 3, 6, 3, 0, 2]","[1, 3, 0, 3, 1, 0, 0]"
"[4, 6, 4, 10, 6, 0, 6]","[2, 4, 3, 6, 3, 0, 2]"
"[12, 20, 10, 11, 10, 1, 10]","[4, 6, 4, 10, 6, 0, 6]"
"[13, 26, 14, 14, 13, 2, 12]","[12, 20, 10, 11, 10, 1, 10]"
"[14, 35, 15, 16, 15, 6, 16]","[13, 26, 14, 14, 13, 2, 12]"
"[16, 44, 23, 21, 21, 10, 21]","[14, 35, 15, 16, 15, 6, 16]"
"[0, 2, 3, 2, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 3, 5, 4, 4, 2, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[2, 5, 10, 6, 6, 4, 3]","[0, 3, 5, 4, 4, 2, 0]"
"[5, 15, 12, 10, 11, 10, 4]","[2, 5, 10, 6, 6, 4, 3]"
"[10, 24, 15, 12, 14, 13, 5]","[5, 15, 12, 10, 11, 10, 4]"
"[12, 33, 22, 15, 15, 16, 10]","[10, 24, 15, 12, 14, 13, 5]"
"[21, 40, 30, 20, 20, 20, 11]","[12, 33, 22, 15, 15, 16, 10]"
"[1, 3, 0, 3, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 3, 6, 3, 0, 2]","[1, 3, 0, 3, 1, 0, 0]"
"[4, 6, 4, 10, 6, 0, 6]","[2, 4, 3, 6, 3, 0, 2]"
"[12, 20, 10, 11, 10, 1, 10]","[4, 6, 4, 10, 6, 0, 6]"
"[13, 26, 14, 14, 13, 2, 12]","[12, 20, 10, 11, 10, 1, 10]"
"[14, 35, 15, 16, 15, 6, 16]","[13, 26, 14, 14, 13, 2, 12]"
"[21, 42, 25, 20, 20, 11, 20]","[14, 35, 15, 16, 15, 6, 16]"
"[0, 3, 0, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 10, 6, 12, 3, 3, 6]","[0, 4, 3, 6, 2, 2, 3]"
"[3, 16, 11, 14, 6, 4, 12]","[2, 10, 6, 12, 3, 3, 6]"
"[4, 25, 13, 16, 11, 6, 16]","[3, 16, 11, 14, 6, 4, 12]"
"[10, 34, 16, 23, 13, 10, 21]","[4, 25, 13, 16, 11, 6, 16]"
"[11, 43, 23, 26, 16, 11, 24]","[10, 34, 16, 23, 13, 10, 21]"
"[0, 3, 0, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 10, 6, 12, 3, 3, 6]","[0, 4, 3, 6, 2, 2, 3]"
"[3, 16, 11, 14, 6, 4, 12]","[2, 10, 6, 12, 3, 3, 6]"
"[4, 25, 13, 16, 11, 6, 16]","[3, 16, 11, 14, 6, 4, 12]"
"[10, 35, 21, 21, 12, 11, 20]","[4, 25, 13, 16, 11, 6, 16]"
"[11, 43, 26, 24, 15, 13, 22]","[10, 35, 21, 21, 12, 11, 20]"
"[0, 3, 0, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 10, 6, 12, 3, 3, 6]","[0, 4, 3, 6, 2, 2, 3]"
"[3, 16, 11, 14, 6, 4, 12]","[2, 10, 6, 12, 3, 3, 6]"
"[4, 25, 13, 16, 11, 6, 16]","[3, 16, 11, 14, 6, 4, 12]"
"[10, 35, 21, 21, 12, 11, 20]","[4, 25, 13, 16, 11, 6, 16]"
"[11, 44, 25, 23, 15, 15, 21]","[10, 35, 21, 21, 12, 11, 20]"
"[0, 0, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[1, 3, 6, 3, 4, 1, 2]","[0, 0, 4, 0, 2, 0, 0]"
"[3, 5, 10, 5, 6, 5, 4]","[1, 3, 6, 3, 4, 1, 2]"
"[4, 16, 11, 6, 11, 6, 11]","[3, 5, 10, 5, 6, 5, 4]"
"[6, 26, 13, 11, 14, 10, 14]","[4, 16, 11, 6, 11, 6, 11]"
"[11, 41, 16, 12, 16, 11, 20]","[6, 26, 13, 11, 14, 10, 14]"
"[12, 45, 26, 14, 22, 13, 22]","[11, 41, 16, 12, 16, 11, 20]"
"[0, 3, 1, 3, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 6, 0, 3, 2]","[0, 3, 1, 3, 0, 1, 0]"
"[2, 12, 6, 11, 3, 4, 4]","[1, 5, 3, 6, 0, 3, 2]"
"[4, 21, 11, 13, 5, 10, 5]","[2, 12, 6, 11, 3, 4, 4]"
"[5, 31, 13, 16, 6, 12, 11]","[4, 21, 11, 13, 5, 10, 5]"
"[10, 42, 21, 21, 11, 13, 12]","[5, 31, 13, 16, 6, 12, 11]"
"[12, 50, 25, 23, 14, 16, 14]","[10, 42, 21, 21, 11, 13, 12]"
"[0, 3, 1, 3, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 6, 0, 3, 2]","[0, 3, 1, 3, 0, 1, 0]"
"[2, 12, 6, 11, 3, 4, 4]","[1, 5, 3, 6, 0, 3, 2]"
"[4, 21, 11, 13, 5, 10, 5]","[2, 12, 6, 11, 3, 4, 4]"
"[5, 31, 13, 16, 6, 12, 11]","[4, 21, 11, 13, 5, 10, 5]"
"[10, 42, 21, 21, 11, 13, 12]","[5, 31, 13, 16, 6, 12, 11]"
"[12, 50, 26, 23, 12, 16, 15]","[10, 42, 21, 21, 11, 13, 12]"
"[0, 3, 0, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]"
"[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]"
"[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]"
"[12, 33, 21, 22, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]"
"[13, 41, 26, 25, 14, 13, 22]","[12, 33, 21, 22, 11, 11, 20]"
"[0, 3, 0, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]"
"[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]"
"[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]"
"[12, 33, 21, 22, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]"
"[13, 41, 26, 26, 13, 12, 23]","[12, 33, 21, 22, 11, 11, 20]"
"[0, 3, 0, 3, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 5, 4, 2, 2]","[0, 3, 0, 3, 1, 0, 1]"
"[1, 11, 4, 6, 6, 5, 5]","[0, 4, 3, 5, 4, 2, 2]"
"[4, 20, 6, 10, 11, 6, 11]","[1, 11, 4, 6, 6, 5, 5]"
"[6, 26, 12, 13, 13, 10, 14]","[4, 20, 6, 10, 11, 6, 11]"
"[11, 41, 14, 14, 20, 11, 16]","[6, 26, 12, 13, 13, 10, 14]"
"[13, 45, 23, 21, 22, 13, 20]","[11, 41, 14, 14, 20, 11, 16]"
"[0, 0, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[1, 3, 6, 3, 4, 1, 2]","[0, 0, 4, 0, 2, 0, 0]"
"[3, 5, 10, 5, 6, 5, 4]","[1, 3, 6, 3, 4, 1, 2]"
"[4, 16, 11, 6, 11, 6, 11]","[3, 5, 10, 5, 6, 5, 4]"
"[6, 26, 13, 11, 14, 10, 14]","[4, 16, 11, 6, 11, 6, 11]"
"[11, 41, 16, 12, 16, 11, 20]","[6, 26, 13, 11, 14, 10, 14]"
"[13, 50, 23, 15, 21, 14, 21]","[11, 41, 16, 12, 16, 11, 20]"
"[0, 3, 0, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]"
"[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]"
"[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]"
"[13, 32, 20, 23, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]"
"[14, 36, 25, 25, 14, 15, 22]","[13, 32, 20, 23, 11, 11, 20]"
"[0, 3, 0, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]"
"[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]"
"[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]"
"[12, 33, 21, 22, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]"
"[14, 40, 26, 24, 15, 13, 22]","[12, 33, 21, 22, 11, 11, 20]"
"[0, 2, 3, 2, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 4, 4, 5, 3, 3, 0]","[0, 2, 3, 2, 0, 1, 0]"
"[2, 5, 6, 6, 5, 6, 4]","[1, 4, 4, 5, 3, 3, 0]"
"[5, 14, 12, 10, 10, 12, 5]","[2, 5, 6, 6, 5, 6, 4]"
"[6, 24, 16, 12, 12, 13, 11]","[5, 14, 12, 10, 10, 12, 5]"
"[11, 33, 23, 20, 13, 15, 12]","[6, 24, 16, 12, 12, 13, 11]"
"[14, 41, 30, 22, 20, 16, 14]","[11, 33, 23, 20, 13, 15, 12]"
"[0, 3, 0, 3, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 5, 4, 2, 2]","[0, 3, 0, 3, 1, 0, 1]"
"[1, 11, 4, 6, 6, 5, 5]","[0, 4, 3, 5, 4, 2, 2]"
"[4, 20, 6, 10, 11, 6, 11]","[1, 11, 4, 6, 6, 5, 5]"
"[6, 26, 12, 13, 13, 10, 14]","[4, 20, 6, 10, 11, 6, 11]"
"[11, 40, 13, 15, 15, 15, 15]","[6, 26, 12, 13, 13, 10, 14]"
"[14, 45, 21, 16, 21, 20, 20]","[11, 40, 13, 15, 15, 15, 15]"
"[0, 3, 0, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]"
"[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]"
"[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]"
"[13, 32, 20, 23, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]"
"[15, 36, 24, 30, 14, 13, 22]","[13, 32, 20, 23, 11, 11, 20]"
"[0, 3, 0, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]"
"[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]"
"[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]"
"[13, 32, 20, 23, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]"
"[15, 40, 24, 24, 15, 15, 21]","[13, 32, 20, 23, 11, 11, 20]"
"[0, 2, 3, 2, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 4, 4, 5, 3, 3, 0]","[0, 2, 3, 2, 0, 1, 0]"
"[2, 5, 6, 6, 5, 6, 4]","[1, 4, 4, 5, 3, 3, 0]"
"[5, 14, 12, 10, 10, 12, 5]","[2, 5, 6, 6, 5, 6, 4]"
"[6, 24, 16, 12, 12, 13, 11]","[5, 14, 12, 10, 10, 12, 5]"
"[11, 33, 23, 20, 13, 15, 12]","[6, 24, 16, 12, 12, 13, 11]"
"[15, 40, 30, 22, 16, 20, 14]","[11, 33, 23, 20, 13, 15, 12]"
"[0, 3, 0, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]"
"[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]"
"[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]"
"[13, 32, 20, 23, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]"
"[15, 41, 23, 30, 14, 13, 21]","[13, 32, 20, 23, 11, 11, 20]"
"[0, 2, 3, 2, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[4, 10, 10, 10, 2, 5, 3]","[0, 3, 5, 5, 0, 3, 2]"
"[6, 16, 12, 11, 4, 6, 10]","[4, 10, 10, 10, 2, 5, 3]"
"[12, 24, 20, 13, 6, 10, 12]","[6, 16, 12, 11, 4, 6, 10]"
"[14, 33, 24, 20, 12, 11, 13]","[12, 24, 20, 13, 6, 10, 12]"
"[15, 42, 31, 22, 15, 15, 14]","[14, 33, 24, 20, 12, 11, 13]"
"[0, 0, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[1, 3, 6, 5, 1, 2, 2]","[0, 0, 3, 3, 0, 0, 0]"
"[3, 10, 12, 13, 2, 3, 3]","[1, 3, 6, 5, 1, 2, 2]"
"[4, 14, 13, 15, 5, 6, 6]","[3, 10, 12, 13, 2, 3, 3]"
"[10, 22, 22, 16, 6, 10, 12]","[4, 14, 13, 15, 5, 6, 6]"
"[11, 33, 26, 22, 11, 11, 14]","[10, 22, 22, 16, 6, 10, 12]"
"[12, 43, 31, 31, 13, 13, 15]","[11, 33, 26, 22, 11, 11, 14]"
"[0, 3, 2, 3, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 4, 0, 3]","[0, 3, 2, 3, 1, 0, 1]"
"[2, 11, 6, 10, 5, 2, 6]","[0, 4, 3, 6, 4, 0, 3]"
"[5, 21, 12, 11, 10, 4, 10]","[2, 11, 6, 10, 5, 2, 6]"
"[6, 26, 15, 13, 12, 6, 14]","[5, 21, 12, 11, 10, 4, 10]"
"[11, 40, 21, 14, 15, 12, 15]","[6, 26, 15, 13, 12, 6, 14]"
"[12, 46, 26, 15, 21, 14, 21]","[11, 40, 21, 14, 15, 12, 15]"
"[0, 0, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[1, 3, 6, 5, 1, 2, 2]","[0, 0, 3, 3, 0, 0, 0]"
"[3, 10, 12, 13, 2, 3, 3]","[1, 3, 6, 5, 1, 2, 2]"
"[4, 14, 13, 15, 5, 6, 6]","[3, 10, 12, 13, 2, 3, 3]"
"[10, 22, 22, 16, 6, 10, 12]","[4, 14, 13, 15, 5, 6, 6]"
"[11, 33, 26, 22, 11, 11, 14]","[10, 22, 22, 16, 6, 10, 12]"
"[13, 42, 31, 30, 14, 13, 15]","[11, 33, 26, 22, 11, 11, 14]"
"[0, 3, 2, 3, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 5, 3, 5, 4, 4, 1]","[0, 3, 2, 3, 1, 1, 0]"
"[0, 11, 4, 6, 6, 6, 5]","[0, 5, 3, 5, 4, 4, 1]"
"[5, 20, 6, 10, 10, 11, 10]","[0, 11, 4, 6, 6, 6, 5]"
"[6, 26, 14, 12, 12, 12, 13]","[5, 20, 6, 10, 10, 11, 10]"
"[11, 36, 16, 16, 13, 13, 20]","[6, 26, 14, 12, 12, 12, 13]"
"[13, 43, 24, 23, 20, 14, 21]","[11, 36, 16, 16, 13, 13, 20]"
"[0, 3, 2, 3, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 5, 3, 5, 4, 4, 1]","[0, 3, 2, 3, 1, 1, 0]"
"[0, 11, 4, 6, 6, 6, 5]","[0, 5, 3, 5, 4, 4, 1]"
"[5, 20, 6, 10, 10, 11, 10]","[0, 11, 4, 6, 6, 6, 5]"
"[6, 26, 14, 12, 12, 12, 13]","[5, 20, 6, 10, 10, 11, 10]"
"[11, 36, 16, 16, 13, 13, 20]","[6, 26, 14, 12, 12, 12, 13]"
"[13, 44, 24, 21, 20, 15, 21]","[11, 36, 16, 16, 13, 13, 20]"
"[0, 3, 2, 3, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 4, 0, 3]","[0, 3, 2, 3, 1, 0, 1]"
"[2, 11, 6, 10, 5, 2, 6]","[0, 4, 3, 6, 4, 0, 3]"
"[5, 21, 12, 11, 10, 4, 10]","[2, 11, 6, 10, 5, 2, 6]"
"[6, 31, 13, 15, 11, 6, 13]","[5, 21, 12, 11, 10, 4, 10]"
"[12, 41, 16, 20, 13, 10, 16]","[6, 31, 13, 15, 11, 6, 13]"
"[13, 46, 24, 23, 16, 11, 22]","[12, 41, 16, 20, 13, 10, 16]"
"[0, 3, 2, 3, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 5, 3, 5, 4, 4, 1]","[0, 3, 2, 3, 1, 1, 0]"
"[0, 11, 4, 6, 6, 6, 5]","[0, 5, 3, 5, 4, 4, 1]"
"[5, 20, 6, 10, 10, 11, 10]","[0, 11, 4, 6, 6, 6, 5]"
"[6, 26, 14, 12, 12, 12, 13]","[5, 20, 6, 10, 10, 11, 10]"
"[11, 36, 16, 16, 13, 13, 20]","[6, 26, 14, 12, 12, 12, 13]"
"[14, 42, 26, 20, 20, 14, 22]","[11, 36, 16, 16, 13, 13, 20]"
"[0, 3, 2, 3, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 6, 4, 0, 3]","[0, 3, 2, 3, 1, 0, 1]"
"[2, 11, 6, 10, 5, 2, 6]","[0, 4, 3, 6, 4, 0, 3]"
"[5, 21, 12, 11, 10, 4, 10]","[2, 11, 6, 10, 5, 2, 6]"
"[6, 31, 13, 15, 11, 6, 13]","[5, 21, 12, 11, 10, 4, 10]"
"[12, 41, 16, 20, 13, 10, 16]","[6, 31, 13, 15, 11, 6, 13]"
"[14, 50, 24, 21, 16, 12, 21]","[12, 41, 16, 20, 13, 10, 16]"
"[1, 3, 0, 3, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 3, 6, 3, 0, 2]","[1, 3, 0, 3, 1, 0, 0]"
"[4, 11, 5, 10, 6, 2, 4]","[2, 4, 3, 6, 3, 0, 2]"
"[11, 20, 10, 13, 10, 3, 6]","[4, 11, 5, 10, 6, 2, 4]"
"[12, 31, 13, 16, 12, 4, 11]","[11, 20, 10, 13, 10, 3, 6]"
"[13, 36, 16, 22, 14, 6, 15]","[12, 31, 13, 16, 12, 4, 11]"
"[16, 43, 24, 24, 21, 10, 20]","[13, 36, 16, 22, 14, 6, 15]"
"[0, 0, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[0, 5, 12, 2, 2, 4, 1]","[0, 2, 5, 1, 0, 2, 0]"
"[1, 12, 14, 4, 5, 6, 3]","[0, 5, 12, 2, 2, 4, 1]"
"[2, 15, 22, 5, 6, 12, 6]","[1, 12, 14, 4, 5, 6, 3]"
"[4, 24, 26, 10, 12, 13, 11]","[2, 15, 22, 5, 6, 12, 6]"
"[5, 32, 32, 15, 13, 16, 13]","[4, 24, 26, 10, 12, 13, 11]"
"[11, 40, 36, 20, 15, 22, 15]","[5, 32, 32, 15, 13, 16, 13]"
"[0, 3, 2, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 4, 5, 4, 3, 2]","[0, 3, 2, 3, 0, 1, 1]"
"[1, 11, 5, 6, 5, 6, 6]","[0, 4, 4, 5, 4, 3, 2]"
"[3, 16, 6, 13, 6, 10, 13]","[1, 11, 5, 6, 5, 6, 6]"
"[5, 26, 11, 15, 10, 13, 16]","[3, 16, 6, 13, 6, 10, 13]"
"[10, 36, 14, 21, 13, 14, 21]","[5, 26, 11, 15, 10, 13, 16]"
"[11, 45, 21, 23, 16, 16, 24]","[10, 36, 14, 21, 13, 14, 21]"
"[0, 3, 1, 3, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 6, 3, 6, 1, 2, 3]","[0, 3, 1, 3, 0, 1, 0]"
"[2, 13, 5, 11, 4, 5, 4]","[1, 6, 3, 6, 1, 2, 3]"
"[4, 21, 12, 12, 6, 6, 10]","[2, 13, 5, 11, 4, 5, 4]"
"[5, 32, 15, 14, 11, 12, 11]","[4, 21, 12, 12, 6, 6, 10]"
"[6, 41, 22, 21, 13, 13, 13]","[5, 32, 15, 14, 11, 12, 11]"
"[11, 46, 26, 23, 16, 14, 20]","[6, 41, 22, 21, 13, 13, 13]"
"[0, 0, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[0, 4, 12, 3, 2, 3, 2]","[0, 2, 5, 0, 0, 2, 1]"
"[0, 6, 13, 5, 4, 6, 5]","[0, 4, 12, 3, 2, 3, 2]"
"[3, 16, 14, 10, 6, 10, 11]","[0, 6, 13, 5, 4, 6, 5]"
"[4, 25, 23, 12, 11, 12, 12]","[3, 16, 14, 10, 6, 10, 11]"
"[10, 33, 26, 20, 13, 13, 14]","[4, 25, 23, 12, 11, 12, 12]"
"[12, 41, 34, 22, 20, 14, 16]","[10, 33, 26, 20, 13, 13, 14]"
"[0, 3, 2, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 4, 5, 4, 3, 2]","[0, 3, 2, 3, 0, 1, 1]"
"[1, 11, 5, 6, 5, 6, 6]","[0, 4, 4, 5, 4, 3, 2]"
"[3, 16, 6, 13, 6, 10, 13]","[1, 11, 5, 6, 5, 6, 6]"
"[5, 26, 11, 15, 10, 13, 16]","[3, 16, 6, 13, 6, 10, 13]"
"[10, 36, 14, 21, 13, 14, 21]","[5, 26, 11, 15, 10, 13, 16]"
"[12, 42, 25, 23, 15, 20, 22]","[10, 36, 14, 21, 13, 14, 21]"
"[0, 0, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[0, 4, 12, 3, 2, 3, 2]","[0, 2, 5, 0, 0, 2, 1]"
"[0, 6, 13, 5, 4, 6, 5]","[0, 4, 12, 3, 2, 3, 2]"
"[3, 16, 14, 10, 6, 10, 11]","[0, 6, 13, 5, 4, 6, 5]"
"[5, 25, 21, 13, 10, 13, 12]","[3, 16, 14, 10, 6, 10, 11]"
"[10, 34, 23, 16, 14, 15, 14]","[5, 25, 21, 13, 10, 13, 12]"
"[12, 42, 32, 21, 16, 16, 20]","[10, 34, 23, 16, 14, 15, 14]"
"[0, 3, 2, 3, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 5, 3, 5, 4, 4, 1]","[0, 3, 2, 3, 1, 1, 0]"
"[0, 11, 4, 6, 6, 6, 5]","[0, 5, 3, 5, 4, 4, 1]"
"[4, 21, 6, 10, 11, 10, 10]","[0, 11, 4, 6, 6, 6, 5]"
"[10, 33, 10, 14, 13, 11, 11]","[4, 21, 6, 10, 11, 10, 10]"
"[11, 45, 11, 16, 15, 15, 13]","[10, 33, 10, 14, 13, 11, 11]"
"[13, 53, 15, 23, 20, 21, 14]","[11, 45, 11, 16, 15, 15, 13]"
"[0, 3, 2, 3, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 5, 3, 5, 4, 4, 1]","[0, 3, 2, 3, 1, 1, 0]"
"[0, 11, 4, 6, 6, 6, 5]","[0, 5, 3, 5, 4, 4, 1]"
"[4, 21, 6, 10, 11, 10, 10]","[0, 11, 4, 6, 6, 6, 5]"
"[10, 33, 10, 14, 13, 11, 11]","[4, 21, 6, 10, 11, 10, 10]"
"[11, 45, 11, 16, 16, 13, 14]","[10, 33, 10, 14, 13, 11, 11]"
"[13, 54, 15, 21, 21, 20, 15]","[11, 45, 11, 16, 16, 13, 14]"
"[0, 0, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[3, 5, 10, 2, 1, 5, 0]","[1, 2, 5, 0, 0, 2, 0]"
"[5, 13, 11, 4, 4, 10, 0]","[3, 5, 10, 2, 1, 5, 0]"
"[6, 21, 13, 6, 6, 11, 4]","[5, 13, 11, 4, 4, 10, 0]"
"[11, 32, 15, 11, 10, 15, 5]","[6, 21, 13, 6, 6, 11, 4]"
"[13, 42, 21, 14, 13, 16, 10]","[11, 32, 15, 11, 10, 15, 5]"
"[14, 51, 25, 16, 15, 23, 12]","[13, 42, 21, 14, 13, 16, 10]"
"[0, 3, 2, 3, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 5, 3, 5, 4, 4, 1]","[0, 3, 2, 3, 1, 1, 0]"
"[0, 11, 4, 6, 6, 6, 5]","[0, 5, 3, 5, 4, 4, 1]"
"[4, 21, 6, 10, 11, 10, 10]","[0, 11, 4, 6, 6, 6, 5]"
"[10, 33, 10, 14, 13, 11, 11]","[4, 21, 6, 10, 11, 10, 10]"
"[11, 45, 11, 16, 16, 13, 14]","[10, 33, 10, 14, 13, 11, 11]"
"[15, 52, 16, 20, 20, 16, 20]","[11, 45, 11, 16, 16, 13, 14]"
"[0, 3, 2, 3, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]"
"[0, 5, 3, 5, 4, 4, 1]","[0, 3, 2, 3, 1, 1, 0]"
"[0, 11, 4, 6, 6, 6, 5]","[0, 5, 3, 5, 4, 4, 1]"
"[4, 21, 6, 10, 11, 10, 10]","[0, 11, 4, 6, 6, 6, 5]"
