"[202, 322, 313, 310]","[133, 313, 302, 233]","[131, 310, 233, 213]","[123, 233, 230, 201]","[120, 230, 213, 130]","[110, 220, 203, 120]","[33, 210, 132, 112]","[31, 133, 122, 102]","[23, 122, 112, 32]","[22, 112, 100, 23]","[13, 102, 23, 21]","[11, 32, 13, 12]","[10, 21, 10, 3]","[1, 11, 2, 1]"
"[211, 322, 313, 301]","[203, 311, 303, 230]","[133, 302, 300, 212]","[123, 233, 230, 201]","[120, 230, 213, 130]","[110, 220, 203, 120]","[33, 210, 132, 112]","[31, 133, 122, 102]","[23, 122, 112, 32]","[22, 112, 100, 23]","[13, 102, 23, 21]","[11, 32, 13, 12]","[10, 21, 10, 3]","[1, 11, 2, 1]"
