"[1122, 2233, 2003, 1303]","[1112, 2223, 1331, 1231]","[1111, 2203, 1313, 1220]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1122, 2301, 1333, 1311]","[1120, 2221, 1323, 1233]","[1112, 2203, 1310, 1222]","[1103, 2130, 1231, 1213]","[1100, 2110, 1221, 1202]","[1023, 2030, 1203, 1201]","[1011, 2013, 1132, 1131]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1123, 2233, 2003, 1302]","[1113, 2223, 1331, 1230]","[1111, 2210, 1320, 1212]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1123, 2301, 2002, 1301]","[1112, 2223, 1331, 1231]","[1111, 2203, 1313, 1220]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1130, 2300, 1332, 1311]","[1120, 2221, 1323, 1233]","[1112, 2203, 1310, 1222]","[1103, 2130, 1231, 1213]","[1100, 2110, 1221, 1202]","[1023, 2030, 1203, 1201]","[1011, 2013, 1132, 1131]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1131, 2223, 2020, 1233]","[1122, 2212, 2001, 1222]","[1113, 2200, 1313, 1221]","[1110, 2120, 1302, 1211]","[1100, 2033, 1231, 1203]","[1023, 2021, 1221, 1132]","[1020, 2002, 1202, 1123]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1131, 2233, 2012, 1231]","[1123, 2220, 2000, 1220]","[1111, 2210, 1320, 1212]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1131, 2300, 2001, 1301]","[1113, 2221, 1332, 1231]","[1112, 2201, 1320, 1220]","[1102, 2122, 1301, 1212]","[1033, 2102, 1222, 1210]","[1023, 2030, 1203, 1201]","[1011, 2013, 1132, 1131]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1132, 2230, 2003, 1302]","[1121, 2220, 1331, 1231]","[1113, 2200, 1313, 1221]","[1110, 2120, 1302, 1211]","[1100, 2033, 1231, 1203]","[1023, 2021, 1221, 1132]","[1020, 2002, 1202, 1123]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1132, 2300, 2001, 1300]","[1113, 2223, 1331, 1230]","[1111, 2210, 1320, 1212]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1133, 2223, 2002, 1303]","[1123, 2213, 1330, 1231]","[1121, 2200, 1313, 1213]","[1112, 2120, 1302, 1203]","[1102, 2101, 1230, 1200]","[1030, 2022, 1213, 1132]","[1020, 2010, 1201, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1133, 2230, 2000, 1310]","[1121, 2213, 1330, 1233]","[1113, 2200, 1313, 1221]","[1110, 2120, 1302, 1211]","[1100, 2033, 1231, 1203]","[1023, 2021, 1221, 1132]","[1020, 2002, 1202, 1123]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1133, 2230, 2003, 1301]","[1122, 2213, 1333, 1223]","[1121, 2201, 1320, 1211]","[1112, 2120, 1302, 1203]","[1102, 2101, 1230, 1200]","[1030, 2022, 1213, 1132]","[1020, 2010, 1201, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1133, 2231, 2001, 1302]","[1123, 2213, 1330, 1231]","[1121, 2200, 1313, 1213]","[1112, 2120, 1302, 1203]","[1102, 2101, 1230, 1200]","[1030, 2022, 1213, 1132]","[1020, 2010, 1201, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1200, 2223, 2020, 1230]","[1122, 2220, 2000, 1221]","[1111, 2203, 1313, 1220]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1200, 2230, 2000, 1303]","[1120, 2221, 1323, 1233]","[1112, 2203, 1310, 1222]","[1103, 2130, 1231, 1213]","[1100, 2110, 1221, 1202]","[1023, 2030, 1203, 1201]","[1011, 2013, 1132, 1131]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1200, 2230, 2003, 1300]","[1120, 2221, 1332, 1230]","[1111, 2203, 1313, 1220]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
