Source_String,Target_String,weight
"We have: 11 1's, 12 2's, 7 3's, 2 4's, 7 5's, 7 6's, 6 7's.","We have: 5 1's, 7 2's, 6 3's, 1 4, 6 5's, 5 6's, 2 7's.",1
"We have: 11 1's, 13 2's, 4 3's, 6 4's, 4 5's, 4 6's, 1 7.","We have: 4 1's, 12 2's, 2 3's, 2 4's, 3 5's, 2 6's.",3
"We have: 11 1's, 14 2's, 12 4's, 4 5's, 5 7's.","We have: 4 1's, 12 2's, 7 4's, 2 5's, 4 7's.",11
"We have: 11 1's, 2 2's, 6 3's, 5 4's, 6 5's, 4 6's, 1 7.","We have: 5 1's, 5 3's, 3 4's, 4 5's, 1 6.",1
"We have: 11 1's, 2 2's, 7 3's, 7 4's, 7 5's, 6 6's, 5 7's.","We have: 6 1's, 6 3's, 6 4's, 5 5's, 4 6's, 1 7.",3
"We have: 11 1's, 4 2's, 13 3's, 3 4's, 5 5's, 3 6's, 3 7's.","We have: 5 1's, 3 2's, 6 3's, 1 4, 3 5's, 2 6's, 2 7's.",4
"We have: 11 1's, 4 2's, 6 3's, 5 4's, 6 5's, 4 6's, 1 7.","We have: 5 1's, 3 2's, 5 3's, 2 4's, 4 5's, 1 6.",4
"We have: 11 1's, 4 2's, 6 3's, 6 4's, 6 5's, 5 6's, 1 7.","We have: 5 1's, 3 2's, 5 3's, 4 4's, 4 5's, 1 6.",10
"We have: 11 1's, 5 2's, 11 3's, 5 4's, 3 5's, 4 6's, 3 7's.","We have: 4 1's, 4 2's, 6 3's, 3 4's, 3 6's, 2 7's.",5
"We have: 12 1's, 14 2's, 11 4's, 5 5's, 1 6, 5 7's.","We have: 4 1's, 12 2's, 7 4's, 2 5's, 4 7's.",5
"We have: 12 1's, 14 2's, 1 3, 11 4's, 5 5's, 5 7's.","We have: 4 1's, 12 2's, 7 4's, 2 5's, 4 7's.",4
"We have: 12 1's, 14 2's, 4 3's, 11 4's, 6 5's, 3 6's, 4 7's.","We have: 5 1's, 12 2's, 2 3's, 5 4's, 5 5's, 1 6, 3 7's.",3
"We have: 12 1's, 14 2's, 4 3's, 12 4's, 3 5's, 5 6's, 4 7's.","We have: 6 1's, 11 2's, 2 3's, 6 4's, 1 5, 4 6's, 3 7's.",2
"We have: 12 1's, 14 2's, 5 3's, 12 4's, 4 5's, 7 6's, 4 7's.","We have: 6 1's, 11 2's, 4 3's, 6 4's, 2 5's, 6 6's, 2 7's.",1
"We have: 12 1's, 3 2's, 11 3's, 3 4's, 4 5's, 4 6's, 1 7.","We have: 5 1's, 1 2, 6 3's, 3 5's, 3 6's.",1
"We have: 12 1's, 3 2's, 11 3's, 7 4's, 7 5's, 5 6's, 3 7's.","We have: 6 1's, 1 2, 6 3's, 6 4's, 5 5's, 4 6's.",1
"We have: 12 1's, 4 2's, 7 3's, 11 4's, 7 5's, 5 6's, 4 7's.","We have: 6 1's, 2 2's, 6 3's, 6 4's, 5 5's, 4 6's, 1 7.",1
"We have: 12 1's, 5 2's, 11 3's, 4 4's, 3 5's, 4 6's, 3 7's.","We have: 6 1's, 3 2's, 6 3's, 1 4, 1 5, 3 6's, 2 7's.",6
"We have: 12 1's, 6 2's, 11 3's, 2 4's, 3 5's, 5 6's, 3 7's.","We have: 6 1's, 3 2's, 6 3's, 1 4, 1 5, 3 6's, 2 7's.",3
"We have: 12 1's, 6 2's, 11 3's, 3 4's, 2 5's, 6 6's, 4 7's.","We have: 6 1's, 3 2's, 7 3's, 1 4, 1 5, 3 6's, 3 7's.",2
"We have: 12 1's, 6 2's, 11 3's, 3 4's, 3 5's, 5 6's, 2 7's.","We have: 6 1's, 3 2's, 6 3's, 2 4's, 1 5, 3 6's, 1 7.",1
"We have: 12 1's, 6 2's, 14 3's, 5 4's, 6 5's, 7 6's, 5 7's.","We have: 7 1's, 4 2's, 13 3's, 3 4's, 3 5's, 4 6's, 3 7's.",2
"We have: 12 1's, 6 2's, 14 3's, 5 4's, 7 5's, 6 6's, 5 7's.","We have: 7 1's, 4 2's, 13 3's, 3 4's, 4 5's, 3 6's, 3 7's.",7
"We have: 13 1's, 1 2, 11 3's, 3 4's, 5 5's, 4 6's, 1 7.","We have: 5 1's, 6 3's, 1 4, 3 5's, 3 6's.",3
"We have: 13 1's, 11 2's, 12 3's, 11 4's, 4 5's, 3 6's, 4 7's.","We have: 4 1's, 7 2's, 7 3's, 6 4's, 3 5's, 2 6's, 3 7's.",2
"We have: 13 1's, 4 2's, 5 3's, 3 4's, 3 5's, 2 6's, 2 7's.","We have: 11 1's, 1 2, 1 3, 1 4, 1 5, 1 6, 1 7.",2
"We have: 13 1's, 6 2's, 11 3's, 6 4's, 11 5's, 5 6's, 3 7's.","We have: 5 1's, 5 2's, 6 3's, 5 4's, 7 5's, 2 6's, 2 7's.",3
"We have: 13 1's, 6 2's, 11 3's, 6 4's, 6 5's, 12 6's, 5 7's.","We have: 6 1's, 4 2's, 7 3's, 5 4's, 4 5's, 6 6's, 4 7's.",1
"We have: 13 1's, 6 2's, 12 3's, 4 4's, 6 5's, 11 6's, 3 7's.","We have: 6 1's, 4 2's, 7 3's, 2 4's, 5 5's, 6 6's, 2 7's.",2
"We have: 13 1's, 6 2's, 13 3's, 5 4's, 6 5's, 11 6's, 3 7's.","We have: 6 1's, 5 2's, 7 3's, 4 4's, 4 5's, 6 6's, 2 7's.",3
"We have: 14 1's, 11 2's, 6 3's, 11 4's, 6 5's, 12 6's, 6 7's.","We have: 5 1's, 7 2's, 5 3's, 7 4's, 5 5's, 6 6's, 5 7's.",2
"We have: 14 1's, 13 2's, 6 3's, 6 4's, 11 5's, 5 6's, 7 7's.","We have: 7 1's, 12 2's, 4 3's, 4 4's, 7 5's, 2 6's, 5 7's.",1
"We have: 14 1's, 15 2's, 14 3's, 6 4's, 12 5's, 5 6's, 7 7's.","We have: 7 1's, 13 2's, 13 3's, 3 4's, 7 5's, 3 6's, 5 7's.",2
"We have: 14 1's, 5 2's, 14 3's, 7 4's, 7 5's, 4 6's, 7 7's.","We have: 11 1's, 4 2's, 13 3's, 3 4's, 5 5's, 3 6's, 3 7's.",3
"We have: 14 1's, 6 2's, 13 3's, 7 4's, 5 5's, 7 6's, 6 7's.","We have: 11 1's, 5 2's, 11 3's, 5 4's, 3 5's, 4 6's, 3 7's.",2
"We have: 14 1's, 7 2's, 12 3's, 7 4's, 5 5's, 6 6's, 7 7's.","We have: 11 1's, 5 2's, 11 3's, 5 4's, 3 5's, 4 6's, 3 7's.",1
"We have: 15 1's, 7 3's, 7 4's, 11 5's, 5 6's, 4 7's.","We have: 11 1's, 6 3's, 5 4's, 6 5's, 4 6's, 1 7.",2
"We have: 15 1's, 14 2's, 14 3's, 6 4's, 11 5's, 6 6's, 7 7's.","We have: 7 1's, 13 2's, 13 3's, 3 4's, 7 5's, 3 6's, 5 7's.",3
"We have: 15 1's, 14 2's, 5 3's, 6 4's, 12 5's, 4 6's, 7 7's.","We have: 11 1's, 12 2's, 4 3's, 3 4's, 7 5's, 2 6's, 5 7's.",7
"We have: 15 1's, 14 2's, 7 3's, 5 4's, 12 5's, 3 6's, 7 7's.","We have: 11 1's, 12 2's, 5 3's, 3 4's, 7 5's, 2 6's, 4 7's.",8
"We have: 15 1's, 15 2's, 6 3's, 7 4's, 12 5's, 6 6's, 11 7's.","We have: 7 1's, 13 2's, 5 3's, 6 4's, 7 5's, 3 6's, 7 7's.",4
"We have: 15 1's, 16 2's, 2 3's, 14 4's, 6 5's, 3 6's, 7 7's.","We have: 11 1's, 14 2's, 12 4's, 4 5's, 5 7's.",3
"We have: 15 1's, 2 2's, 7 3's, 7 4's, 11 5's, 5 6's, 4 7's.","We have: 11 1's, 6 3's, 5 4's, 6 5's, 4 6's, 1 7.",1
"We have: 15 1's, 5 2's, 7 3's, 7 4's, 11 5's, 6 6's, 4 7's.","We have: 11 1's, 4 2's, 6 3's, 5 4's, 6 5's, 4 6's, 1 7.",3
"We have: 15 1's, 7 2's, 12 3's, 5 4's, 6 5's, 7 6's, 6 7's.","We have: 12 1's, 5 2's, 11 3's, 4 4's, 3 5's, 4 6's, 3 7's.",2
"We have: 15 1's, 7 2's, 12 3's, 5 4's, 7 5's, 5 6's, 7 7's.","We have: 12 1's, 5 2's, 11 3's, 4 4's, 3 5's, 4 6's, 3 7's.",1
"We have: 16 1's, 13 2's, 7 3's, 5 4's, 11 5's, 4 6's, 7 7's.","We have: 11 1's, 12 2's, 5 3's, 3 4's, 7 5's, 2 6's, 4 7's.",3
"We have: 16 1's, 16 2's, 12 4's, 6 5's, 6 6's, 7 7's.","We have: 12 1's, 14 2's, 11 4's, 5 5's, 1 6, 5 7's.",2
"We have: 16 1's, 16 2's, 2 3's, 14 4's, 6 5's, 4 6's, 7 7's.","We have: 12 1's, 14 2's, 1 3, 11 4's, 5 5's, 5 7's.",1
"We have: 16 1's, 16 2's, 3 3's, 12 4's, 6 5's, 6 6's, 6 7's.","We have: 12 1's, 14 2's, 1 3, 11 4's, 5 5's, 5 7's.",2
"We have: 2 1's, 12 2's, 3 3's, 5 4's, 2 5's, 3 6's.","We have: 6 2's, 4 4's, 2 6's.",8
"We have: 2 1's, 12 2's, 7 3's, 3 4's, 3 6's, 2 7's.","We have: 6 2's, 4 3's, 2 4's, 2 6's.",3
"We have: 2 1's, 12 2's, 7 3's, 6 4's, 5 5's, 5 6's, 2 7's.","We have: 6 2's, 6 3's, 5 4's, 2 5's, 3 6's.",11
"We have: 2 1's, 3 2's, 2 3's, 1 7.",We have no digits.,23
"We have: 2 1's, 3 2's, 2 3's, 1 6.",We have no digits.,76
"We have: 2 1's, 3 2's, 2 3's, 1 5.",We have no digits.,75
"We have: 2 1's, 3 2's, 2 3's, 1 4.",We have no digits.,70
"We have: 2 1's, 5 2's, 2 5's, 1 7.",We have: 2 2's.,69
"We have: 2 1's, 5 2's, 2 5's, 1 6.",We have: 2 2's.,126
"We have: 2 1's, 5 2's, 1 4, 2 5's.",We have: 2 2's.,128
"We have: 2 1's, 5 2's, 1 3, 2 5's.",We have: 2 2's.,142
"We have: 2 1's, 5 2's, 5 3's, 3 5's, 1 7.","We have: 3 2's, 3 3's.",36
"We have: 2 1's, 5 2's, 5 3's, 3 5's, 1 6.","We have: 3 2's, 3 3's.",27
"We have: 2 1's, 5 2's, 5 3's, 1 4, 3 5's.","We have: 3 2's, 3 3's.",10
"We have: 2 1's, 7 2's, 4 4's, 1 6, 2 7's.","We have: 4 2's, 2 4's.",29
"We have: 2 1's, 7 2's, 4 4's, 1 5, 2 7's.","We have: 4 2's, 2 4's.",61
"We have: 2 1's, 7 2's, 1 3, 4 4's, 2 7's.","We have: 4 2's, 2 4's.",7
"We have: 2 1's, 7 2's, 3 3's, 3 4's, 1 6, 2 7's.","We have: 4 2's, 2 4's.",20
"We have: 2 1's, 7 2's, 3 3's, 3 4's, 1 5, 2 7's.","We have: 4 2's, 2 4's.",26
"We have: 2 1's, 7 2's, 4 3's, 2 4's, 1 6, 2 7's.","We have: 3 2's, 3 3's.",18
"We have: 2 1's, 7 2's, 4 3's, 2 4's, 1 5, 2 7's.","We have: 3 2's, 3 3's.",11
"We have: 21 1's, 11 2's, 13 3's, 7 4's, 12 5's, 7 6's, 6 7's.","We have: 13 1's, 6 2's, 11 3's, 6 4's, 11 5's, 5 6's, 3 7's.",1
"We have: 21 1's, 11 2's, 14 3's, 7 4's, 7 5's, 12 6's, 7 7's.","We have: 13 1's, 6 2's, 13 3's, 5 4's, 6 5's, 11 6's, 3 7's.",1
"We have: 21 1's, 22 2's, 16 3's, 7 4's, 13 5's, 7 6's, 12 7's.","We have: 14 1's, 15 2's, 14 3's, 6 4's, 12 5's, 5 6's, 7 7's.",1
"We have: 22 1's, 11 2's, 15 3's, 6 4's, 11 5's, 11 6's, 6 7's.","We have: 12 1's, 6 2's, 14 3's, 5 4's, 7 5's, 6 6's, 5 7's.",1
"We have: 23 1's, 17 2's, 12 3's, 6 4's, 13 5's, 6 6's, 11 7's.","We have: 15 1's, 14 2's, 7 3's, 5 4's, 12 5's, 3 6's, 7 7's.",1
"We have: 24 1's, 16 2's, 11 3's, 7 4's, 13 5's, 6 6's, 11 7's.","We have: 15 1's, 14 2's, 7 3's, 5 4's, 12 5's, 3 6's, 7 7's.",1
"We have: 24 1's, 7 2's, 15 3's, 11 4's, 11 5's, 6 6's, 11 7's.","We have: 14 1's, 5 2's, 14 3's, 7 4's, 7 5's, 4 6's, 7 7's.",1
"We have: 25 1's, 16 2's, 16 3's, 7 4's, 13 5's, 11 6's, 11 7's.","We have: 15 1's, 14 2's, 14 3's, 6 4's, 11 5's, 6 6's, 7 7's.",1
"We have: 3 1's, 3 3's, 1 6, 1 7.",We have no digits.,79
"We have: 3 1's, 3 3's, 1 5, 1 7.",We have no digits.,53
"We have: 3 1's, 3 3's, 1 5, 1 6.",We have no digits.,141
"We have: 3 1's, 3 3's, 1 4, 1 7.",We have no digits.,34
"We have: 3 1's, 3 3's, 1 4, 1 6.",We have no digits.,37
"We have: 3 1's, 3 3's, 1 4, 1 5.",We have no digits.,140
"We have: 3 1's, 1 2, 3 3's, 1 7.",We have no digits.,119
"We have: 3 1's, 1 2, 3 3's, 1 6.",We have no digits.,134
"We have: 3 1's, 1 2, 3 3's, 1 5.",We have no digits.,175
"We have: 3 1's, 1 2, 3 3's, 1 4.",We have no digits.,47
"We have: 3 1's, 2 2's, 3 3's, 1 6, 1 7.",We have no digits.,36
"We have: 3 1's, 2 2's, 3 3's, 1 5, 1 7.",We have no digits.,64
"We have: 3 1's, 2 2's, 3 3's, 1 5, 1 6.",We have no digits.,55
"We have: 3 1's, 2 2's, 3 3's, 1 4, 1 7.",We have no digits.,56
"We have: 3 1's, 2 2's, 3 3's, 1 4, 1 6.",We have no digits.,78
"We have: 3 1's, 2 2's, 3 3's, 1 4, 1 5.",We have no digits.,48
"We have: 3 1's, 4 2's, 3 3's, 2 4's, 1 6, 1 7.",We have: 2 2's.,26
"We have: 3 1's, 4 2's, 3 3's, 2 4's, 1 5, 1 7.",We have: 2 2's.,19
"We have: 3 1's, 4 2's, 3 3's, 2 4's, 1 5, 1 6.",We have: 2 2's.,38
"We have: 3 1's, 5 2's, 2 3's, 2 5's, 1 6, 1 7.",We have: 2 2's.,34
"We have: 3 1's, 5 2's, 2 3's, 1 4, 2 5's, 1 7.",We have: 2 2's.,17
"We have: 3 1's, 5 2's, 2 3's, 1 4, 2 5's, 1 6.",We have: 2 2's.,69
"We have: 3 1's, 5 2's, 4 3's, 4 4's, 2 5's.","We have: 2 1's, 3 2's, 2 3's, 1 4.",26
"We have: 3 1's, 5 2's, 5 3's, 3 5's, 2 7's.","We have: 2 1's, 3 2's, 2 3's, 1 7.",10
"We have: 3 1's, 5 2's, 5 3's, 3 5's, 2 6's.","We have: 2 1's, 3 2's, 2 3's, 1 6.",25
"We have: 3 1's, 5 2's, 5 3's, 2 4's, 3 5's.","We have: 2 1's, 3 2's, 2 3's, 1 4.",7
"We have: 3 1's, 6 2's, 3 3's, 4 4's, 1 5, 2 6's, 1 7.","We have: 4 2's, 2 4's.",19
"We have: 3 1's, 6 2's, 5 3's, 1 4, 2 5's, 2 6's, 1 7.","We have: 3 2's, 3 3's.",28
"We have: 3 1's, 7 2's, 2 3's, 4 4's, 1 5, 1 6, 2 7's.","We have: 4 2's, 2 4's.",10
"We have: 3 1's, 7 2's, 4 3's, 2 4's, 2 6's, 2 7's.","We have: 2 1's, 3 2's, 2 3's, 1 6.",26
"We have: 3 1's, 7 2's, 4 3's, 2 4's, 2 5's, 2 7's.","We have: 2 1's, 3 2's, 2 3's, 1 5.",24
"We have: 3 1's, 7 2's, 4 3's, 2 4's, 3 5's, 3 7's.","We have: 2 1's, 5 2's, 2 5's, 1 7.",2
"We have: 3 1's, 7 2's, 4 3's, 3 4's, 3 5's, 2 7's.","We have: 2 1's, 5 2's, 1 4, 2 5's.",2
"We have: 3 1's, 7 2's, 7 3's, 2 4's, 5 5's, 4 7's.","We have: 2 1's, 5 2's, 5 3's, 3 5's, 1 7.",19
"We have: 4 1's, 5 3's, 4 4's, 3 5's.","We have: 3 1's, 3 3's, 1 4, 1 5.",61
"We have: 4 1's, 6 3's, 3 4's, 3 6's.","We have: 3 1's, 3 3's, 1 4, 1 6.",2
"We have: 4 1's, 11 2's, 4 3's, 6 4's, 1 5, 2 6's, 3 7's.","We have: 7 2's, 2 3's, 3 4's, 2 7's.",11
"We have: 4 1's, 12 2's, 7 4's, 2 6's, 4 7's.","We have: 2 1's, 7 2's, 4 4's, 1 6, 2 7's.",13
"We have: 4 1's, 12 2's, 7 4's, 2 5's, 4 7's.","We have: 2 1's, 7 2's, 4 4's, 1 5, 2 7's.",36
"We have: 4 1's, 12 2's, 2 3's, 2 4's, 3 5's, 2 7's.","We have: 2 1's, 5 2's, 2 5's, 1 7.",4
"We have: 4 1's, 12 2's, 2 3's, 2 4's, 3 5's, 2 6's.","We have: 2 1's, 5 2's, 2 5's, 1 6.",26
"We have: 4 1's, 12 2's, 2 3's, 7 4's, 4 7's.","We have: 2 1's, 7 2's, 1 3, 4 4's, 2 7's.",1
"We have: 4 1's, 12 2's, 4 3's, 7 4's, 2 6's, 4 7's.","We have: 2 1's, 7 2's, 3 3's, 3 4's, 1 6, 2 7's.",3
"We have: 4 1's, 12 2's, 4 3's, 7 4's, 2 5's, 4 7's.","We have: 2 1's, 7 2's, 3 3's, 3 4's, 1 5, 2 7's.",16
"We have: 4 1's, 12 2's, 6 3's, 2 4's, 5 5's, 2 6's, 2 7's.","We have: 2 1's, 5 2's, 5 3's, 3 5's, 1 7.",11
"We have: 4 1's, 12 2's, 6 3's, 5 4's, 2 5's, 3 6's, 3 7's.","We have: 2 1's, 7 2's, 3 3's, 3 4's, 1 6, 2 7's.",10
"We have: 4 1's, 12 2's, 6 3's, 5 4's, 3 5's, 2 6's, 3 7's.","We have: 2 1's, 7 2's, 3 3's, 3 4's, 1 5, 2 7's.",7
"We have: 4 1's, 2 2's, 5 3's, 4 4's, 3 5's.","We have: 3 1's, 3 3's, 1 4, 1 5.",21
"We have: 4 1's, 2 2's, 6 3's, 3 4's, 3 6's.","We have: 3 1's, 3 3's, 1 4, 1 6.",2
"We have: 4 1's, 3 2's, 2 3's, 2 4's, 1 5, 1 6, 1 7.",We have no digits.,11
"We have: 4 1's, 3 2's, 5 3's, 4 4's, 2 5's.","We have: 3 1's, 1 2, 3 3's, 1 4.",6
"We have: 4 1's, 3 2's, 5 3's, 4 4's, 2 5's, 2 7's.","We have: 3 1's, 3 3's, 1 4, 1 7.",6
"We have: 4 1's, 3 2's, 5 3's, 4 4's, 2 5's, 2 6's.","We have: 3 1's, 3 3's, 1 4, 1 6.",6
"We have: 4 1's, 3 2's, 6 3's, 2 4's, 3 6's.","We have: 3 1's, 1 2, 3 3's, 1 6.",13
"We have: 4 1's, 3 2's, 6 3's, 2 4's, 3 6's, 2 7's.","We have: 3 1's, 3 3's, 1 6, 1 7.",5
"We have: 4 1's, 3 2's, 6 3's, 2 4's, 2 5's, 3 6's.","We have: 3 1's, 3 3's, 1 5, 1 6.",14
"We have: 4 1's, 3 2's, 6 3's, 3 4's, 2 6's.","We have: 3 1's, 1 2, 3 3's, 1 4.",7
"We have: 4 1's, 3 2's, 6 3's, 3 4's, 2 6's, 2 7's.","We have: 3 1's, 3 3's, 1 4, 1 7.",12
"We have: 4 1's, 3 2's, 6 3's, 3 4's, 2 5's, 2 6's.","We have: 3 1's, 3 3's, 1 4, 1 5.",5
"We have: 4 1's, 3 2's, 6 3's, 4 4's, 3 6's.","We have: 3 1's, 2 2's, 3 3's, 1 4, 1 6.",16
"We have: 4 1's, 3 2's, 7 3's, 3 4's, 3 7's.","We have: 3 1's, 2 2's, 3 3's, 1 4, 1 7.",15
"We have: 4 1's, 4 2's, 2 3's, 3 4's, 1 5, 1 6, 1 7.",We have: 2 2's.,22
"We have: 4 1's, 4 2's, 5 3's, 3 4's, 2 5's, 2 7's.","We have: 3 1's, 1 2, 3 3's, 1 7.",6
"We have: 4 1's, 4 2's, 5 3's, 3 4's, 2 5's, 2 6's.","We have: 3 1's, 1 2, 3 3's, 1 6.",1
"We have: 4 1's, 4 2's, 5 3's, 3 4's, 2 5's, 2 6's, 2 7's.","We have: 3 1's, 3 3's, 1 6, 1 7.",1
"We have: 4 1's, 4 2's, 5 3's, 3 4's, 3 5's, 1 7.","We have: 2 1's, 3 2's, 2 3's, 1 5.",8
"We have: 4 1's, 4 2's, 5 3's, 3 4's, 3 5's, 1 6.","We have: 2 1's, 3 2's, 2 3's, 1 5.",5
"We have: 4 1's, 4 2's, 5 3's, 4 4's, 3 5's, 2 7's.","We have: 3 1's, 2 2's, 3 3's, 1 5, 1 7.",5
"We have: 4 1's, 4 2's, 5 3's, 4 4's, 3 5's, 2 6's.","We have: 3 1's, 2 2's, 3 3's, 1 5, 1 6.",9
"We have: 4 1's, 4 2's, 6 3's, 3 4's, 3 6's, 2 7's.","We have: 3 1's, 2 2's, 3 3's, 1 6, 1 7.",10
"We have: 4 1's, 4 2's, 6 3's, 3 4's, 2 5's, 3 6's.","We have: 3 1's, 2 2's, 3 3's, 1 5, 1 6.",1
"We have: 4 1's, 5 2's, 1 3, 2 4's, 2 5's, 1 6, 1 7.",We have: 2 2's.,1
"We have: 4 1's, 6 2's, 4 3's, 3 4's, 1 5, 2 6's, 2 7's.","We have: 2 1's, 3 2's, 2 3's, 1 7.",8
"We have: 4 1's, 6 2's, 4 3's, 3 4's, 2 5's, 2 6's, 1 7.","We have: 2 1's, 3 2's, 2 3's, 1 5.",5
"We have: 4 1's, 6 2's, 4 3's, 3 4's, 3 5's, 3 6's, 1 7.","We have: 2 1's, 5 2's, 2 5's, 1 6.",4
"We have: 4 1's, 6 2's, 4 3's, 4 4's, 2 5's, 2 6's, 2 7's.","We have: 3 1's, 2 2's, 3 3's, 1 5, 1 7.",7
"We have: 4 1's, 6 2's, 4 3's, 5 4's, 4 5's, 3 6's.","We have: 3 1's, 5 2's, 2 3's, 1 4, 2 5's, 1 6.",18
"We have: 4 1's, 6 2's, 4 3's, 6 4's, 4 6's, 2 7's.","We have: 3 1's, 4 2's, 3 3's, 2 4's, 1 6, 1 7.",9
"We have: 4 1's, 6 2's, 4 3's, 6 4's, 2 5's, 4 6's.","We have: 3 1's, 4 2's, 3 3's, 2 4's, 1 5, 1 6.",4
"We have: 4 1's, 6 2's, 5 3's, 2 4's, 2 5's, 3 6's, 2 7's.","We have: 3 1's, 2 2's, 3 3's, 1 6, 1 7.",4
"We have: 4 1's, 6 2's, 5 3's, 2 4's, 3 5's, 2 6's, 2 7's.","We have: 3 1's, 2 2's, 3 3's, 1 5, 1 7.",4
"We have: 4 1's, 6 2's, 5 3's, 3 4's, 2 5's, 2 6's, 2 7's.","We have: 3 1's, 2 2's, 3 3's, 1 4, 1 7.",11
"We have: 4 1's, 6 2's, 5 3's, 3 4's, 5 5's, 3 6's.","We have: 3 1's, 5 2's, 2 3's, 1 4, 2 5's, 1 6.",1
"We have: 4 1's, 6 2's, 6 3's, 4 4's, 4 5's, 6 6's.","We have: 3 1's, 5 2's, 5 3's, 3 5's, 2 6's.",4
"We have: 4 1's, 6 2's, 6 3's, 4 4's, 5 5's, 4 6's, 1 7.","We have: 2 1's, 5 2's, 5 3's, 3 5's, 1 6.",6
"We have: 4 1's, 6 2's, 6 3's, 6 4's, 4 5's, 4 6's.","We have: 3 1's, 5 2's, 5 3's, 2 4's, 3 5's.",6
"We have: 4 1's, 7 2's, 3 3's, 4 4's, 3 5's, 1 6, 2 7's.","We have: 2 1's, 5 2's, 1 4, 2 5's.",9
"We have: 4 1's, 7 2's, 4 3's, 3 4's, 3 5's, 1 6, 2 7's.","We have: 2 1's, 5 2's, 1 3, 2 5's.",2
"We have: 4 1's, 7 2's, 5 3's, 3 4's, 4 5's, 2 6's, 3 7's.","We have: 3 1's, 5 2's, 2 3's, 2 5's, 1 6, 1 7.",4
"We have: 4 1's, 7 2's, 6 3's, 2 4's, 3 5's, 3 6's, 3 7's.","We have: 3 1's, 5 2's, 2 3's, 2 5's, 1 6, 1 7.",17
"We have: 4 1's, 7 2's, 6 3's, 3 4's, 3 5's, 2 6's, 3 7's.","We have: 3 1's, 5 2's, 2 3's, 1 4, 2 5's, 1 7.",6
"We have: 4 1's, 7 2's, 6 3's, 3 4's, 3 5's, 3 6's, 2 7's.","We have: 3 1's, 5 2's, 2 3's, 1 4, 2 5's, 1 6.",18
"We have: 4 1's, 7 2's, 6 3's, 4 4's, 5 5's, 2 6's, 4 7's.","We have: 3 1's, 5 2's, 5 3's, 3 5's, 2 7's.",7
"We have: 4 1's, 7 2's, 6 3's, 4 4's, 5 5's, 4 6's, 2 7's.","We have: 3 1's, 5 2's, 5 3's, 3 5's, 2 6's.",6
"We have: 4 1's, 7 2's, 6 3's, 6 4's, 3 5's, 5 6's, 3 7's.","We have: 3 1's, 6 2's, 3 3's, 4 4's, 1 5, 2 6's, 1 7.",5
"We have: 4 1's, 7 2's, 7 3's, 5 4's, 4 5's, 3 6's, 4 7's.","We have: 3 1's, 6 2's, 5 3's, 1 4, 2 5's, 2 6's, 1 7.",3
"We have: 4 1's, 7 2's, 7 3's, 6 4's, 3 5's, 2 6's, 3 7's.","We have: 3 1's, 5 2's, 4 3's, 4 4's, 2 5's.",7
