Source_String,Target_String,weight
"We have: 102 0's, 201 1's, 113 2's, 104 3's, 114 4's.","We have: 43 0's, 133 1's, 110 2's, 102 3's, 111 4's.",3
"We have: 102 0's, 201 1's, 121 2's, 102 3's, 113 4's.","We have: 43 0's, 133 1's, 111 2's, 100 3's, 112 4's.",1
"We have: 103 0's, 134 1's, 112 2's, 102 3's, 102 4's.","We have: 44 0's, 122 1's, 103 2's, 44 3's, 100 4's.",1
"We have: 103 0's, 140 1's, 114 2's, 100 3's, 112 4's.","We have: 43 0's, 122 1's, 112 2's, 43 3's, 104 4's.",1
"We have: 103 0's, 144 1's, 120 2's, 102 3's, 120 4's.","We have: 43 0's, 133 1's, 111 2's, 100 3's, 112 4's.",13
"We have: 103 0's, 201 1's, 112 2's, 112 3's, 100 4's.","We have: 43 0's, 133 1's, 103 2's, 110 3's, 44 4's.",1
"We have: 103 0's, 212 1's, 132 2's, 114 3's, 131 4's.","We have: 101 0's, 144 1's, 123 2's, 110 3's, 124 4's.",18
"We have: 103 0's, 213 1's, 131 2's, 112 3's, 120 4's.","We have: 100 0's, 200 1's, 122 2's, 103 3's, 114 4's.",1
"We have: 103 0's, 214 1's, 130 2's, 111 3's, 121 4's.","We have: 100 0's, 200 1's, 122 2's, 103 3's, 114 4's.",1
"We have: 104 0's, 113 1's, 102 2's, 104 3's, 101 4's.","We have: 44 0's, 100 1's, 100 2's, 102 3's, 43 4's.",1
"We have: 104 0's, 133 1's, 104 2's, 103 3's, 104 4's.","We have: 44 0's, 122 1's, 103 2's, 44 3's, 100 4's.",57
"We have: 104 0's, 134 1's, 110 2's, 102 3's, 103 4's.","We have: 44 0's, 122 1's, 103 2's, 44 3's, 100 4's.",1
"We have: 104 0's, 200 1's, 114 2's, 101 3's, 120 4's.","We have: 43 0's, 133 1's, 111 2's, 100 3's, 112 4's.",1
"We have: 104 0's, 211 1's, 122 2's, 103 3's, 114 4's.","We have: 101 0's, 143 1's, 113 2's, 101 3's, 111 4's.",9
"We have: 104 0's, 214 1's, 123 2's, 111 3's, 122 4's.","We have: 102 0's, 201 1's, 113 2's, 104 3's, 114 4's.",2
"We have: 11 0's, 20 1's, 23 2's, 14 3's, 10 4's.","We have: 3 0's, 10 1's, 20 2's, 12 3's, 3 4's.",3
"We have: 11 0's, 24 1's, 10 2's, 10 3's, 10 4's.","We have: 2 0's, 13 1's, 3 2's, 4 3's, 3 4's.",1
"We have: 11 0's, 24 1's, 13 2's, 13 3's, 10 4's.","We have: 4 0's, 13 1's, 11 2's, 10 3's, 3 4's.",92
"We have: 11 0's, 30 1's, 20 2's, 11 3's, 14 4's.","We have: 3 0's, 14 1's, 13 2's, 4 3's, 12 4's.",2
"We have: 11 0's, 30 1's, 30 2's, 13 3's, 20 4's.","We have: 2 0's, 21 1's, 23 2's, 4 3's, 14 4's.",1
"We have: 11 0's, 30 1's, 32 2's, 22 3's, 13 4's.","We have: 4 0's, 21 1's, 23 2's, 13 3's, 12 4's.",6
"We have: 11 0's, 31 1's, 21 2's, 4 3's, 14 4's.","We have: 10 0's, 20 1's, 14 2's, 2 3's, 11 4's.",1
"We have: 11 0's, 31 1's, 30 2's, 23 3's, 13 4's.","We have: 4 0's, 21 1's, 23 2's, 13 3's, 12 4's.",2
"We have: 11 0's, 32 1's, 22 2's, 11 3's, 11 4's.","We have: 10 0's, 20 1's, 13 2's, 4 3's, 10 4's.",3
"We have: 11 0's, 33 1's, 31 2's, 21 3's, 13 4's.","We have: 10 0's, 22 1's, 24 2's, 11 3's, 12 4's.",18
"We have: 11 0's, 41 1's, 44 2's, 24 3's, 33 4's.","We have: 10 0's, 32 1's, 42 2's, 21 3's, 23 4's.",42
"We have: 110 0's, 113 1's, 102 2's, 104 3's, 100 4's.","We have: 44 0's, 100 1's, 100 2's, 102 3's, 43 4's.",1
"We have: 110 0's, 140 1's, 104 2's, 101 3's, 103 4's.","We have: 44 0's, 122 1's, 103 2's, 44 3's, 100 4's.",3
"We have: 110 0's, 141 1's, 110 2's, 100 3's, 102 4's.","We have: 44 0's, 122 1's, 103 2's, 44 3's, 100 4's.",5
"We have: 110 0's, 202 1's, 104 2's, 112 3's, 113 4's.","We have: 101 0's, 134 1's, 100 2's, 110 3's, 111 4's.",1
"We have: 110 0's, 210 1's, 122 2's, 104 3's, 113 4's.","We have: 101 0's, 142 1's, 113 2's, 102 3's, 111 4's.",1
"We have: 110 0's, 223 1's, 142 2's, 123 3's, 134 4's.","We have: 103 0's, 212 1's, 132 2's, 114 3's, 131 4's.",2
"We have: 111 0's, 211 1's, 111 2's, 104 3's, 111 4's.","We have: 104 0's, 133 1's, 104 2's, 103 3's, 104 4's.",56
"We have: 111 0's, 212 1's, 130 2's, 104 3's, 122 4's.","We have: 103 0's, 144 1's, 120 2's, 102 3's, 120 4's.",12
"We have: 111 0's, 224 1's, 142 2's, 120 3's, 140 4's.","We have: 103 0's, 212 1's, 132 2's, 114 3's, 131 4's.",15
"We have: 112 0's, 230 1's, 131 2's, 111 3's, 120 4's.","We have: 104 0's, 211 1's, 122 2's, 103 3's, 114 4's.",8
"We have: 112 0's, 230 1's, 133 2's, 120 3's, 124 4's.","We have: 104 0's, 214 1's, 123 2's, 111 3's, 122 4's.",1
"We have: 112 0's, 231 1's, 114 2's, 113 3's, 113 4's.","We have: 111 0's, 211 1's, 111 2's, 104 3's, 111 4's.",18
"We have: 112 0's, 231 1's, 122 2's, 111 3's, 112 4's.","We have: 111 0's, 211 1's, 111 2's, 104 3's, 111 4's.",21
"We have: 113 0's, 224 1's, 120 2's, 113 3's, 113 4's.","We have: 111 0's, 211 1's, 111 2's, 104 3's, 111 4's.",13
"We have: 113 0's, 224 1's, 133 2's, 114 3's, 130 4's.","We have: 111 0's, 212 1's, 130 2's, 104 3's, 122 4's.",11
"We have: 113 0's, 230 1's, 113 2's, 114 3's, 113 4's.","We have: 111 0's, 211 1's, 111 2's, 104 3's, 111 4's.",1
"We have: 113 0's, 230 1's, 114 2's, 112 3's, 114 4's.","We have: 111 0's, 211 1's, 111 2's, 104 3's, 111 4's.",1
"We have: 113 0's, 230 1's, 121 2's, 112 3's, 112 4's.","We have: 111 0's, 211 1's, 111 2's, 104 3's, 111 4's.",1
"We have: 113 0's, 240 1's, 201 2's, 131 3's, 142 4's.","We have: 110 0's, 223 1's, 142 2's, 123 3's, 134 4's.",1
"We have: 113 0's, 241 1's, 201 2's, 123 3's, 144 4's.","We have: 111 0's, 224 1's, 142 2's, 120 3's, 140 4's.",14
"We have: 114 0's, 204 1's, 113 2's, 102 3's, 110 4's.","We have: 110 0's, 141 1's, 110 2's, 100 3's, 102 4's.",3
"We have: 114 0's, 210 1's, 111 2's, 103 3's, 110 4's.","We have: 110 0's, 140 1's, 104 2's, 101 3's, 103 4's.",1
"We have: 114 0's, 242 1's, 134 2's, 114 3's, 130 4's.","We have: 112 0's, 230 1's, 131 2's, 111 3's, 120 4's.",7
"We have: 12 0's, 23 1's, 34 2's, 22 3's, 12 4's.","We have: 11 0's, 20 1's, 23 2's, 14 3's, 10 4's.",1
"We have: 12 0's, 24 1's, 23 2's, 10 3's, 13 4's.","We have: 10 0's, 20 1's, 14 2's, 2 3's, 11 4's.",2
"We have: 12 0's, 30 1's, 33 2's, 22 3's, 12 4's.","We have: 10 0's, 22 1's, 23 2's, 13 3's, 11 4's.",1
"We have: 12 0's, 31 1's, 22 2's, 14 3's, 10 4's.","We have: 10 0's, 21 1's, 13 2's, 12 3's, 3 4's.",17
"We have: 12 0's, 31 1's, 31 2's, 23 3's, 11 4's.","We have: 11 0's, 20 1's, 23 2's, 14 3's, 10 4's.",1
"We have: 12 0's, 33 1's, 23 2's, 22 3's, 11 4's.","We have: 11 0's, 24 1's, 13 2's, 13 3's, 10 4's.",91
"We have: 12 0's, 33 1's, 34 2's, 21 3's, 20 4's.","We have: 10 0's, 30 1's, 30 2's, 12 3's, 13 4's.",1
"We have: 12 0's, 33 1's, 42 2's, 20 3's, 22 4's.","We have: 10 0's, 31 1's, 31 2's, 12 3's, 20 4's.",1
"We have: 12 0's, 34 1's, 34 2's, 32 3's, 21 4's.","We have: 11 0's, 31 1's, 30 2's, 23 3's, 13 4's.",1
"We have: 12 0's, 42 1's, 41 2's, 23 3's, 21 4's.","We have: 11 0's, 33 1's, 31 2's, 21 3's, 13 4's.",8
"We have: 120 0's, 202 1's, 114 2's, 102 3's, 110 4's.","We have: 110 0's, 140 1's, 104 2's, 101 3's, 103 4's.",1
"We have: 120 0's, 202 1's, 121 2's, 102 3's, 103 4's.","We have: 110 0's, 141 1's, 110 2's, 100 3's, 102 4's.",1
"We have: 120 0's, 243 1's, 131 2's, 114 3's, 120 4's.","We have: 112 0's, 231 1's, 122 2's, 111 3's, 112 4's.",20
"We have: 121 0's, 223 1's, 123 2's, 110 3's, 111 4's.","We have: 114 0's, 204 1's, 113 2's, 102 3's, 110 4's.",1
"We have: 121 0's, 234 1's, 200 2's, 122 3's, 132 4's.","We have: 113 0's, 224 1's, 133 2's, 114 3's, 130 4's.",10
"We have: 121 0's, 242 1's, 130 2's, 120 3's, 120 4's.","We have: 112 0's, 231 1's, 114 2's, 113 3's, 113 4's.",17
"We have: 122 0's, 220 1's, 124 2's, 104 3's, 113 4's.","We have: 114 0's, 204 1's, 113 2's, 102 3's, 110 4's.",1
"We have: 122 0's, 240 1's, 131 2's, 120 3's, 120 4's.","We have: 113 0's, 224 1's, 120 2's, 113 3's, 113 4's.",12
"We have: 122 0's, 302 1's, 202 2's, 122 3's, 131 4's.","We have: 114 0's, 242 1's, 134 2's, 114 3's, 130 4's.",6
"We have: 122 0's, 304 1's, 141 2's, 123 3's, 123 4's.","We have: 120 0's, 243 1's, 131 2's, 114 3's, 120 4's.",4
"We have: 122 0's, 304 1's, 142 2's, 121 3's, 124 4's.","We have: 120 0's, 243 1's, 131 2's, 114 3's, 120 4's.",14
"We have: 123 0's, 300 1's, 212 2's, 132 3's, 200 4's.","We have: 113 0's, 241 1's, 201 2's, 123 3's, 144 4's.",1
"We have: 123 0's, 301 1's, 210 2's, 133 3's, 200 4's.","We have: 113 0's, 241 1's, 201 2's, 123 3's, 144 4's.",2
"We have: 123 0's, 303 1's, 133 2's, 133 3's, 121 4's.","We have: 121 0's, 242 1's, 130 2's, 120 3's, 120 4's.",1
"We have: 123 0's, 303 1's, 134 2's, 131 3's, 122 4's.","We have: 121 0's, 242 1's, 130 2's, 120 3's, 120 4's.",9
"We have: 123 0's, 303 1's, 140 2's, 124 3's, 123 4's.","We have: 120 0's, 243 1's, 131 2's, 114 3's, 120 4's.",1
"We have: 123 0's, 310 1's, 133 2's, 131 3's, 121 4's.","We have: 121 0's, 242 1's, 130 2's, 120 3's, 120 4's.",1
"We have: 123 0's, 314 1's, 211 2's, 132 3's, 134 4's.","We have: 122 0's, 302 1's, 202 2's, 122 3's, 131 4's.",3
"We have: 124 0's, 301 1's, 142 2's, 122 3's, 124 4's.","We have: 122 0's, 240 1's, 131 2's, 120 3's, 120 4's.",10
"We have: 124 0's, 302 1's, 134 2's, 130 3's, 123 4's.","We have: 121 0's, 242 1's, 130 2's, 120 3's, 120 4's.",1
"We have: 124 0's, 302 1's, 140 2's, 123 3's, 124 4's.","We have: 121 0's, 242 1's, 130 2's, 120 3's, 120 4's.",1
"We have: 124 0's, 313 1's, 210 2's, 133 3's, 134 4's.","We have: 122 0's, 302 1's, 202 2's, 122 3's, 131 4's.",2
"We have: 124 0's, 314 1's, 202 2's, 124 3's, 134 4's.","We have: 122 0's, 304 1's, 142 2's, 121 3's, 124 4's.",6
"We have: 13 0's, 24 1's, 33 2's, 20 3's, 20 4's.","We have: 10 0's, 22 1's, 24 2's, 11 3's, 13 4's.",1
"We have: 13 0's, 30 1's, 20 2's, 13 3's, 11 4's.","We have: 10 0's, 20 1's, 13 2's, 4 3's, 10 4's.",14
"We have: 13 0's, 30 1's, 30 2's, 22 3's, 20 4's.","We have: 4 0's, 23 1's, 21 2's, 13 3's, 14 4's.",13
"We have: 13 0's, 30 1's, 32 2's, 20 3's, 14 4's.","We have: 10 0's, 22 1's, 24 2's, 11 3's, 12 4's.",1
"We have: 13 0's, 32 1's, 31 2's, 20 3's, 20 4's.","We have: 10 0's, 24 1's, 22 2's, 11 3's, 14 4's.",74
"We have: 13 0's, 33 1's, 24 2's, 20 3's, 21 4's.","We have: 11 0's, 30 1's, 20 2's, 11 3's, 14 4's.",1
"We have: 13 0's, 41 1's, 31 2's, 22 3's, 12 4's.","We have: 12 0's, 31 1's, 22 2's, 14 3's, 10 4's.",12
"We have: 13 0's, 42 1's, 31 2's, 32 3's, 13 4's.","We have: 12 0's, 33 1's, 23 2's, 22 3's, 11 4's.",2
"We have: 13 0's, 44 1's, 102 2's, 33 3's, 42 4's.","We have: 11 0's, 41 1's, 44 2's, 24 3's, 33 4's.",7
"We have: 130 0's, 243 1's, 203 2's, 133 3's, 140 4's.","We have: 121 0's, 234 1's, 200 2's, 122 3's, 132 4's.",9
"We have: 130 0's, 300 1's, 210 2's, 132 3's, 200 4's.","We have: 113 0's, 241 1's, 201 2's, 123 3's, 144 4's.",10
"We have: 130 0's, 301 1's, 134 2's, 124 3's, 124 4's.","We have: 122 0's, 240 1's, 131 2's, 120 3's, 120 4's.",1
"We have: 130 0's, 302 1's, 134 2's, 130 3's, 122 4's.","We have: 121 0's, 242 1's, 130 2's, 120 3's, 120 4's.",3
"We have: 130 0's, 320 1's, 143 2's, 134 3's, 131 4's.","We have: 122 0's, 304 1's, 141 2's, 123 3's, 123 4's.",3
"We have: 131 0's, 311 1's, 212 2's, 142 3's, 143 4's.","We have: 130 0's, 243 1's, 203 2's, 133 3's, 140 4's.",1
"We have: 131 0's, 312 1's, 211 2's, 141 3's, 144 4's.","We have: 130 0's, 243 1's, 203 2's, 133 3's, 140 4's.",3
"We have: 131 0's, 321 1's, 141 2's, 140 3's, 130 4's.","We have: 123 0's, 303 1's, 134 2's, 131 3's, 122 4's.",8
"We have: 131 0's, 321 1's, 200 2's, 131 3's, 130 4's.","We have: 122 0's, 304 1's, 142 2's, 121 3's, 124 4's.",7
"We have: 131 0's, 323 1's, 220 2's, 143 3's, 142 4's.","We have: 124 0's, 313 1's, 210 2's, 133 3's, 134 4's.",1
"We have: 131 0's, 324 1's, 220 2's, 140 3's, 144 4's.","We have: 123 0's, 314 1's, 211 2's, 132 3's, 134 4's.",1
"We have: 131 0's, 330 1's, 220 2's, 141 3's, 142 4's.","We have: 123 0's, 314 1's, 211 2's, 132 3's, 134 4's.",1
"We have: 131 0's, 331 1's, 210 2's, 134 3's, 142 4's.","We have: 124 0's, 314 1's, 202 2's, 124 3's, 134 4's.",5
"We have: 132 0's, 303 1's, 212 2's, 143 3's, 144 4's.","We have: 130 0's, 243 1's, 203 2's, 133 3's, 140 4's.",2
"We have: 132 0's, 304 1's, 220 2's, 143 3's, 203 4's.","We have: 123 0's, 301 1's, 210 2's, 133 3's, 200 4's.",1
"We have: 132 0's, 310 1's, 211 2's, 143 3's, 143 4's.","We have: 130 0's, 243 1's, 203 2's, 133 3's, 140 4's.",1
"We have: 132 0's, 310 1's, 212 2's, 141 3's, 144 4's.","We have: 130 0's, 243 1's, 203 2's, 133 3's, 140 4's.",1
"We have: 132 0's, 312 1's, 201 2's, 133 3's, 130 4's.","We have: 124 0's, 301 1's, 142 2's, 122 3's, 124 4's.",9
"We have: 132 0's, 332 1's, 144 2's, 144 3's, 141 4's.","We have: 131 0's, 321 1's, 141 2's, 140 3's, 130 4's.",3
"We have: 133 0's, 303 1's, 222 2's, 142 3's, 202 4's.","We have: 130 0's, 300 1's, 210 2's, 132 3's, 200 4's.",1
"We have: 133 0's, 304 1's, 213 2's, 143 3's, 204 4's.","We have: 130 0's, 300 1's, 210 2's, 132 3's, 200 4's.",1
"We have: 133 0's, 310 1's, 214 2's, 142 3's, 203 4's.","We have: 130 0's, 300 1's, 210 2's, 132 3's, 200 4's.",1
"We have: 133 0's, 311 1's, 220 2's, 141 3's, 202 4's.","We have: 130 0's, 300 1's, 210 2's, 132 3's, 200 4's.",2
"We have: 133 0's, 314 1's, 140 2's, 140 3's, 131 4's.","We have: 130 0's, 302 1's, 134 2's, 130 3's, 122 4's.",2
"We have: 133 0's, 331 1's, 144 2's, 202 3's, 133 4's.","We have: 131 0's, 321 1's, 141 2's, 140 3's, 130 4's.",1
"We have: 134 0's, 303 1's, 220 2's, 142 3's, 203 4's.","We have: 130 0's, 300 1's, 210 2's, 132 3's, 200 4's.",1
"We have: 134 0's, 320 1's, 222 2's, 144 3's, 204 4's.","We have: 131 0's, 312 1's, 211 2's, 141 3's, 144 4's.",1
"We have: 134 0's, 322 1's, 210 2's, 143 3's, 134 4's.","We have: 132 0's, 312 1's, 201 2's, 133 3's, 130 4's.",6
"We have: 134 0's, 330 1's, 143 2's, 203 3's, 133 4's.","We have: 131 0's, 321 1's, 141 2's, 140 3's, 130 4's.",2
"We have: 134 0's, 330 1's, 203 2's, 142 3's, 134 4's.","We have: 131 0's, 321 1's, 200 2's, 131 3's, 130 4's.",2
"We have: 134 0's, 340 1's, 214 2's, 143 3's, 202 4's.","We have: 131 0's, 331 1's, 210 2's, 134 3's, 142 4's.",1
"We have: 134 0's, 341 1's, 220 2's, 142 3's, 201 4's.","We have: 131 0's, 331 1's, 210 2's, 134 3's, 142 4's.",3
"We have: 14 0's, 102 1's, 102 2's, 31 3's, 41 4's.","We have: 11 0's, 41 1's, 44 2's, 24 3's, 33 4's.",1
"We have: 14 0's, 32 1's, 34 2's, 32 3's, 23 4's.","We have: 13 0's, 30 1's, 30 2's, 22 3's, 20 4's.",1
"We have: 14 0's, 33 1's, 23 2's, 23 3's, 14 4's.","We have: 13 0's, 30 1's, 20 2's, 13 3's, 11 4's.",1
"We have: 14 0's, 33 1's, 30 2's, 14 3's, 21 4's.","We have: 12 0's, 24 1's, 23 2's, 10 3's, 13 4's.",1
"We have: 14 0's, 34 1's, 30 2's, 22 3's, 14 4's.","We have: 12 0's, 31 1's, 22 2's, 14 3's, 10 4's.",2
"We have: 14 0's, 40 1's, 40 2's, 23 3's, 22 4's.","We have: 11 0's, 33 1's, 31 2's, 21 3's, 13 4's.",6
"We have: 14 0's, 41 1's, 32 2's, 24 3's, 20 4's.","We have: 12 0's, 33 1's, 23 2's, 22 3's, 11 4's.",88
"We have: 14 0's, 44 1's, 100 2's, 33 3's, 43 4's.","We have: 11 0's, 41 1's, 44 2's, 24 3's, 33 4's.",33
"We have: 140 0's, 310 1's, 213 2's, 140 3's, 204 4's.","We have: 130 0's, 300 1's, 210 2's, 132 3's, 200 4's.",3
"We have: 140 0's, 320 1's, 222 2's, 144 3's, 203 4's.","We have: 131 0's, 312 1's, 211 2's, 141 3's, 144 4's.",1
"We have: 140 0's, 322 1's, 210 2's, 143 3's, 133 4's.","We have: 132 0's, 312 1's, 201 2's, 133 3's, 130 4's.",2
"We have: 140 0's, 330 1's, 201 2's, 142 3's, 140 4's.","We have: 130 0's, 320 1's, 143 2's, 134 3's, 131 4's.",2
"We have: 140 0's, 330 1's, 203 2's, 142 3's, 133 4's.","We have: 131 0's, 321 1's, 200 2's, 131 3's, 130 4's.",4
"We have: 140 0's, 331 1's, 143 2's, 200 3's, 134 4's.","We have: 131 0's, 321 1's, 141 2's, 140 3's, 130 4's.",1
"We have: 141 0's, 312 1's, 224 2's, 200 3's, 202 4's.","We have: 132 0's, 303 1's, 212 2's, 143 3's, 144 4's.",1
"We have: 141 0's, 321 1's, 223 2's, 144 3's, 213 4's.","We have: 140 0's, 310 1's, 213 2's, 140 3's, 204 4's.",1
"We have: 141 0's, 321 1's, 224 2's, 142 3's, 214 4's.","We have: 140 0's, 310 1's, 213 2's, 140 3's, 204 4's.",1
"We have: 141 0's, 332 1's, 214 2's, 203 3's, 143 4's.","We have: 134 0's, 322 1's, 210 2's, 143 3's, 134 4's.",3
"We have: 141 0's, 332 1's, 222 2's, 201 3's, 142 4's.","We have: 134 0's, 322 1's, 210 2's, 143 3's, 134 4's.",1
"We have: 142 0's, 332 1's, 222 2's, 201 3's, 141 4's.","We have: 140 0's, 322 1's, 210 2's, 143 3's, 133 4's.",1
"We have: 142 0's, 334 1's, 204 2's, 203 3's, 200 4's.","We have: 132 0's, 332 1's, 144 2's, 144 3's, 141 4's.",1
"We have: 142 0's, 340 1's, 203 2's, 211 3's, 142 4's.","We have: 134 0's, 330 1's, 143 2's, 203 3's, 133 4's.",1
"We have: 142 0's, 341 1's, 204 2's, 201 3's, 200 4's.","We have: 132 0's, 332 1's, 144 2's, 144 3's, 141 4's.",1
"We have: 143 0's, 322 1's, 200 2's, 200 3's, 133 4's.","We have: 133 0's, 314 1's, 140 2's, 140 3's, 131 4's.",1
"We have: 143 0's, 330 1's, 220 2's, 203 3's, 142 4's.","We have: 134 0's, 322 1's, 210 2's, 143 3's, 134 4's.",1
"We have: 143 0's, 340 1's, 211 2's, 200 3's, 144 4's.","We have: 134 0's, 330 1's, 203 2's, 142 3's, 134 4's.",1
"We have: 144 0's, 340 1's, 211 2's, 200 3's, 143 4's.","We have: 140 0's, 330 1's, 203 2's, 142 3's, 133 4's.",2
