Source,Target,Type,ID,Label,timeset,Weight
We have: 2 2's.,We have no digits.,Directed,1,,,334
"We have: 3 2's, 3 3's.",We have: 2 2's.,Directed,2,,,8
"We have: 4 2's, 2 4's.",We have: 2 2's.,Directed,3,,,228
"We have: 4 2's, 4 3's, 4 4's.","We have: 3 2's, 3 3's.",Directed,4,,,1
"We have: 11 1's, 1 2, 1 3, 1 4.",We have no digits.,Directed,5,,,1
"We have: 12 1's, 14 2's, 11 4's.","We have: 2 1's, 12 2's, 4 4's.",Directed,6,,,8
"We have: 12 1's, 14 2's, 4 3's, 11 4's.","We have: 2 1's, 12 2's, 3 3's, 3 4's.",Directed,7,,,1
"We have: 2 1's, 12 2's, 4 4's.","We have: 4 2's, 2 4's.",Directed,8,,,64
"We have: 2 1's, 12 2's, 3 3's, 3 4's.","We have: 4 2's, 2 4's.",Directed,9,,,34
"We have: 2 1's, 12 2's, 4 3's, 2 4's.","We have: 3 2's, 3 3's.",Directed,10,,,6
"We have: 2 1's, 3 2's, 2 3's, 1 4.",We have no digits.,Directed,11,,,3
"We have: 3 1's, 1 2, 3 3's, 1 4.",We have no digits.,Directed,12,,,2
"We have: 3 1's, 11 2's, 2 3's, 4 4's.","We have: 4 2's, 2 4's.",Directed,13,,,1
"We have: 1 0, 11 1's, 1 3, 1 4.",We have no digits.,Directed,14,,,1
"We have: 1 0, 11 1's, 1 2, 1 4.",We have no digits.,Directed,15,,,4
"We have: 1 0, 11 1's, 1 2, 1 3.",We have no digits.,Directed,16,,,1
"We have: 1 0, 11 1's, 11 2's, 2 3's, 3 4's.","We have: 4 2's, 2 4's.",Directed,17,,,19
"We have: 1 0, 11 1's, 2 2's, 1 3, 1 4.",We have no digits.,Directed,18,,,2
"We have: 1 0, 13 1's, 14 2's, 2 3's, 11 4's.","We have: 2 1's, 12 2's, 4 4's.",Directed,19,,,53
"We have: 1 0, 13 1's, 3 2's, 11 3's, 2 4's.","We have: 3 1's, 1 2, 3 3's, 1 4.",Directed,20,,,1
"We have: 1 0, 2 1's, 3 2's, 2 3's.",We have no digits.,Directed,21,,,21
"We have: 1 0, 21 1's, 23 2's, 3 3's, 12 4's.","We have: 12 1's, 14 2's, 11 4's.",Directed,22,,,7
"We have: 1 0, 3 1's, 3 3's, 1 4.",We have no digits.,Directed,23,,,1
"We have: 1 0, 3 1's, 1 2, 3 3's.",We have no digits.,Directed,24,,,4
"We have: 1 0, 3 1's, 12 2's, 2 3's, 4 4's.","We have: 4 2's, 2 4's.",Directed,25,,,100
"We have: 1 0, 3 1's, 2 2's, 3 3's, 1 4.",We have no digits.,Directed,26,,,1
"We have: 10 0's, 20 1's, 13 2's, 4 3's, 10 4's.","We have: 1 0, 11 1's, 11 2's, 2 3's, 3 4's.",Directed,27,,,18
"We have: 10 0's, 20 1's, 14 2's, 2 3's, 11 4's.","We have: 2 0's, 10 1's, 11 2's, 1 3, 4 4's.",Directed,28,,,4
"We have: 10 0's, 21 1's, 13 2's, 12 3's, 3 4's.","We have: 3 0's, 11 1's, 10 2's, 4 3's, 2 4's.",Directed,29,,,18
"We have: 10 0's, 22 1's, 23 2's, 13 3's, 11 4's.","We have: 3 0's, 12 1's, 14 2's, 10 3's, 10 4's.",Directed,30,,,2
"We have: 10 0's, 22 1's, 24 2's, 11 3's, 12 4's.","We have: 3 0's, 12 1's, 14 2's, 10 3's, 10 4's.",Directed,31,,,20
"We have: 10 0's, 22 1's, 24 2's, 11 3's, 13 4's.","We have: 3 0's, 12 1's, 20 2's, 4 3's, 11 4's.",Directed,32,,,2
"We have: 10 0's, 23 1's, 22 2's, 13 3's, 13 4's.","We have: 3 0's, 14 1's, 13 2's, 4 3's, 12 4's.",Directed,33,,,1
"We have: 10 0's, 24 1's, 21 2's, 13 3's, 13 4's.","We have: 3 0's, 14 1's, 13 2's, 10 3's, 11 4's.",Directed,34,,,1
"We have: 10 0's, 24 1's, 22 2's, 11 3's, 14 4's.","We have: 3 0's, 14 1's, 13 2's, 10 3's, 11 4's.",Directed,35,,,78
"We have: 10 0's, 30 1's, 30 2's, 12 3's, 13 4's.","We have: 1 0, 21 1's, 23 2's, 3 3's, 12 4's.",Directed,36,,,2
"We have: 10 0's, 31 1's, 31 2's, 12 3's, 20 4's.","We have: 2 0's, 21 1's, 23 2's, 4 3's, 14 4's.",Directed,37,,,2
"We have: 10 0's, 32 1's, 42 2's, 21 3's, 23 4's.","We have: 3 0's, 24 1's, 32 2's, 13 3's, 21 4's.",Directed,38,,,46
"We have: 10 0's, 34 1's, 34 2's, 20 3's, 21 4's.","We have: 2 0's, 31 1's, 31 2's, 12 3's, 13 4's.",Directed,39,,,1
"We have: 100 0's, 101 1's, 100 2's, 100 3's, 43 4's.","We have: 32 0's, 40 1's, 44 2's, 43 3's, 41 4's.",Directed,40,,,1
"We have: 100 0's, 123 1's, 110 2's, 100 3's, 102 4's.","We have: 33 0's, 111 1's, 102 2's, 43 3's, 101 4's.",Directed,41,,,1
"We have: 100 0's, 123 1's, 112 2's, 43 3's, 102 4's.","We have: 41 0's, 112 1's, 103 2's, 40 3's, 100 4's.",Directed,42,,,1
"We have: 100 0's, 124 1's, 111 2's, 42 3's, 103 4's.","We have: 41 0's, 112 1's, 103 2's, 40 3's, 100 4's.",Directed,43,,,1
"We have: 100 0's, 133 1's, 103 2's, 104 3's, 44 4's.","We have: 40 0's, 123 1's, 102 2's, 100 3's, 40 4's.",Directed,44,,,1
"We have: 100 0's, 200 1's, 122 2's, 103 3's, 114 4's.","We have: 34 0's, 134 1's, 113 2's, 101 3's, 112 4's.",Directed,45,,,3
"We have: 100 0's, 214 1's, 130 2's, 113 3's, 121 4's.","We have: 41 0's, 201 1's, 122 2's, 110 3's, 114 4's.",Directed,46,,,1
