"[1012, 1232, 1031, 1122]","[1003, 1212, 1013, 1113]","[333, 1131, 1010, 1103]","[323, 1111, 1003, 1031]","[313, 1031, 1001, 1020]","[301, 1012, 333, 1010]","[230, 1000, 331, 333]","[213, 331, 323, 320]","[211, 322, 313, 301]","[203, 311, 303, 230]","[133, 302, 300, 212]","[123, 233, 230, 201]","[120, 230, 213, 130]","[110, 220, 203, 120]","[33, 210, 132, 112]","[31, 133, 122, 102]","[23, 122, 112, 32]","[22, 112, 100, 23]","[13, 102, 23, 21]","[11, 32, 13, 12]","[10, 21, 10, 3]","[1, 11, 2, 1]"
"[1020, 1231, 1030, 1122]","[1003, 1212, 1013, 1113]","[333, 1131, 1010, 1103]","[323, 1111, 1003, 1031]","[313, 1031, 1001, 1020]","[301, 1012, 333, 1010]","[230, 1000, 331, 333]","[213, 331, 323, 320]","[211, 322, 313, 301]","[203, 311, 303, 230]","[133, 302, 300, 212]","[123, 233, 230, 201]","[120, 230, 213, 130]","[110, 220, 203, 120]","[33, 210, 132, 112]","[31, 133, 122, 102]","[23, 122, 112, 32]","[22, 112, 100, 23]","[13, 102, 23, 21]","[11, 32, 13, 12]","[10, 21, 10, 3]","[1, 11, 2, 1]"
