"[1133, 2322, 2033, 1333]","[1131, 2312, 2022, 1312]","[1123, 2233, 2003, 1302]","[1113, 2223, 1331, 1230]","[1111, 2210, 1320, 1212]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1201, 2323, 2100, 1323]","[1131, 2312, 2022, 1312]","[1123, 2233, 2003, 1302]","[1113, 2223, 1331, 1230]","[1111, 2210, 1320, 1212]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1202, 2322, 2033, 1330]","[1132, 2313, 2020, 1312]","[1123, 2301, 2002, 1301]","[1112, 2223, 1331, 1231]","[1111, 2203, 1313, 1220]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1202, 2323, 2100, 1322]","[1132, 2313, 2020, 1312]","[1123, 2301, 2002, 1301]","[1112, 2223, 1331, 1231]","[1111, 2203, 1313, 1220]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1202, 2331, 2030, 1330]","[1131, 2321, 2013, 1312]","[1123, 2301, 2002, 1301]","[1112, 2223, 1331, 1231]","[1111, 2203, 1313, 1220]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1203, 2313, 2033, 1332]","[1200, 2303, 2022, 1312]","[1123, 2233, 2003, 1302]","[1113, 2223, 1331, 1230]","[1111, 2210, 1320, 1212]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1203, 2320, 2031, 1333]","[1133, 2310, 2020, 1320]","[1122, 2233, 2003, 1303]","[1112, 2223, 1331, 1231]","[1111, 2203, 1313, 1220]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1203, 2321, 2032, 1331]","[1200, 2310, 2020, 1313]","[1122, 2233, 2003, 1303]","[1112, 2223, 1331, 1231]","[1111, 2203, 1313, 1220]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1203, 2321, 2101, 1322]","[1200, 2303, 2022, 1312]","[1123, 2233, 2003, 1302]","[1113, 2223, 1331, 1230]","[1111, 2210, 1320, 1212]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1210, 2321, 2032, 1330]","[1200, 2310, 2020, 1313]","[1122, 2233, 2003, 1303]","[1112, 2223, 1331, 1231]","[1111, 2203, 1313, 1220]","[1102, 2123, 1302, 1210]","[1032, 2110, 1230, 1201]","[1021, 2031, 1213, 1132]","[1012, 2011, 1202, 1122]","[1002, 1331, 1123, 1121]","[333, 1310, 1113, 1111]","[331, 1222, 1112, 1033]","[323, 1203, 1101, 1022]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
