"[1100, 2022, 1212, 1130]","[1023, 2003, 1200, 1122]","[1011, 1332, 1122, 1113]","[1003, 1310, 1112, 1103]","[332, 1223, 1110, 1033]","[323, 1211, 1100, 1021]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[1100, 2023, 1210, 1131]","[1023, 2003, 1200, 1122]","[1011, 1332, 1122, 1113]","[1003, 1310, 1112, 1103]","[332, 1223, 1110, 1033]","[323, 1211, 1100, 1021]","[313, 1131, 1030, 1012]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
