"[2322, 10131, 3333, 3331]","[2320, 10120, 3323, 3303]","[2303, 10111, 3312, 3223]","[2300, 10033, 3301, 3210]","[2221, 10023, 3232, 3131]","[2212, 10012, 3213, 3113]","[2203, 3333, 3201, 3102]","[2133, 3330, 3130, 3022]","[2123, 3321, 3120, 3001]","[2113, 3310, 3103, 2323]","[2110, 3233, 3033, 2303]","[2100, 3230, 3023, 2222]","[2023, 3222, 3003, 2211]","[2013, 3213, 2323, 2200]","[2003, 3210, 2310, 2122]","[1332, 3200, 2231, 2112]","[1323, 3123, 2212, 2101]","[1321, 3111, 2133, 2030]","[1312, 3032, 2123, 2012]","[1303, 3021, 2110, 2001]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2330, 10130, 3332, 3331]","[2320, 10120, 3323, 3303]","[2303, 10111, 3312, 3223]","[2300, 10033, 3301, 3210]","[2221, 10023, 3232, 3131]","[2212, 10012, 3213, 3113]","[2203, 3333, 3201, 3102]","[2133, 3330, 3130, 3022]","[2123, 3321, 3120, 3001]","[2113, 3310, 3103, 2323]","[2110, 3233, 3033, 2303]","[2100, 3230, 3023, 2222]","[2023, 3222, 3003, 2211]","[2013, 3213, 2323, 2200]","[2003, 3210, 2310, 2122]","[1332, 3200, 2231, 2112]","[1323, 3123, 2212, 2101]","[1321, 3111, 2133, 2030]","[1312, 3032, 2123, 2012]","[1303, 3021, 2110, 2001]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2331, 10130, 3332, 3330]","[2321, 10120, 3323, 3302]","[2311, 10110, 3311, 3223]","[2302, 10030, 3301, 3211]","[2230, 10013, 3231, 3133]","[2220, 10002, 3221, 3113]","[2203, 3331, 3202, 3103]","[2133, 3322, 3131, 3023]","[2131, 3312, 3120, 3002]","[2121, 3301, 3103, 2330]","[2111, 3230, 3033, 2311]","[2102, 3212, 3023, 2232]","[2033, 3203, 3002, 2221]","[2022, 3201, 2323, 2203]","[2012, 3133, 2302, 2132]","[2003, 3123, 2223, 2120]","[1333, 3120, 2203, 2103]","[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[2333, 10122, 3333, 3323]","[2331, 10113, 3322, 3300]","[2321, 10102, 3312, 3220]","[2311, 10031, 3233, 3203]","[2301, 10020, 3223, 3123]","[2230, 10010, 3211, 3111]","[2213, 3330, 3201, 3101]","[2203, 3313, 3131, 3022]","[2200, 3303, 3120, 3002]","[2121, 3301, 3103, 2330]","[2111, 3230, 3033, 2311]","[2102, 3212, 3023, 2232]","[2033, 3203, 3002, 2221]","[2022, 3201, 2323, 2203]","[2012, 3133, 2302, 2132]","[2003, 3123, 2223, 2120]","[1333, 3120, 2203, 2103]","[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[3002, 10111, 10002, 3322]","[2323, 10033, 3331, 3312]","[2320, 10023, 3321, 3230]","[2303, 10020, 3303, 3211]","[2231, 10010, 3233, 3132]","[2221, 3333, 3222, 3113]","[2220, 3323, 3203, 3033]","[2210, 3322, 3131, 3012]","[2201, 3311, 3113, 3000]","[2130, 3233, 3110, 2322]","[2121, 3223, 3032, 2303]","[2112, 3220, 3013, 2230]","[2102, 3210, 3000, 2213]","[2030, 3200, 2322, 2203]","[2012, 3133, 2302, 2132]","[2003, 3123, 2223, 2120]","[1333, 3120, 2203, 2103]","[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[3002, 10122, 3333, 3320]","[2331, 10113, 3322, 3300]","[2321, 10102, 3312, 3220]","[2311, 10031, 3233, 3203]","[2301, 10020, 3223, 3123]","[2230, 10010, 3211, 3111]","[2213, 3330, 3201, 3101]","[2203, 3313, 3131, 3022]","[2200, 3303, 3120, 3002]","[2121, 3301, 3103, 2330]","[2111, 3230, 3033, 2311]","[2102, 3212, 3023, 2232]","[2033, 3203, 3002, 2221]","[2022, 3201, 2323, 2203]","[2012, 3133, 2302, 2132]","[2003, 3123, 2223, 2120]","[1333, 3120, 2203, 2103]","[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[3003, 10110, 10001, 3323]","[2323, 10032, 3333, 3311]","[2320, 10022, 3323, 3223]","[2310, 10020, 3303, 3210]","[2231, 10010, 3233, 3132]","[2221, 3333, 3222, 3113]","[2220, 3323, 3203, 3033]","[2210, 3322, 3131, 3012]","[2201, 3311, 3113, 3000]","[2130, 3233, 3110, 2322]","[2121, 3223, 3032, 2303]","[2112, 3220, 3013, 2230]","[2102, 3210, 3000, 2213]","[2030, 3200, 2322, 2203]","[2012, 3133, 2302, 2132]","[2003, 3123, 2223, 2120]","[1333, 3120, 2203, 2103]","[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[3003, 10121, 3332, 3321]","[2333, 10110, 3322, 3301]","[2323, 10033, 3312, 3221]","[2320, 10023, 3300, 3201]","[2301, 10020, 3223, 3123]","[2230, 10010, 3211, 3111]","[2213, 3330, 3201, 3101]","[2203, 3313, 3131, 3022]","[2200, 3303, 3120, 3002]","[2121, 3301, 3103, 2330]","[2111, 3230, 3033, 2311]","[2102, 3212, 3023, 2232]","[2033, 3203, 3002, 2221]","[2022, 3201, 2323, 2203]","[2012, 3133, 2302, 2132]","[2003, 3123, 2223, 2120]","[1333, 3120, 2203, 2103]","[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[3010, 10112, 3332, 3323]","[3000, 10101, 3322, 3303]","[2321, 10031, 3313, 3230]","[2311, 10020, 3303, 3210]","[2233, 10003, 3233, 3132]","[2223, 10000, 3222, 3111]","[2212, 3323, 3203, 3101]","[2203, 3313, 3131, 3022]","[2200, 3303, 3120, 3002]","[2121, 3301, 3103, 2330]","[2111, 3230, 3033, 2311]","[2102, 3212, 3023, 2232]","[2033, 3203, 3002, 2221]","[2022, 3201, 2323, 2203]","[2012, 3133, 2302, 2132]","[2003, 3123, 2223, 2120]","[1333, 3120, 2203, 2103]","[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[3010, 10112, 10000, 3321]","[2330, 10033, 3331, 3311]","[2320, 10022, 3323, 3223]","[2310, 10020, 3303, 3210]","[2231, 10010, 3233, 3132]","[2221, 3333, 3222, 3113]","[2220, 3323, 3203, 3033]","[2210, 3322, 3131, 3012]","[2201, 3311, 3113, 3000]","[2130, 3233, 3110, 2322]","[2121, 3223, 3032, 2303]","[2112, 3220, 3013, 2230]","[2102, 3210, 3000, 2213]","[2030, 3200, 2322, 2203]","[2012, 3133, 2302, 2132]","[2003, 3123, 2223, 2120]","[1333, 3120, 2203, 2103]","[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]","[1123, 2223, 1332, 1221]","[1122, 2211, 1312, 1210]","[1120, 2130, 1233, 1202]","[1110, 2112, 1221, 1132]","[1102, 2030, 1203, 1130]","[1030, 2012, 1133, 1120]","[1013, 1333, 1123, 1110]","[1010, 1312, 1121, 1032]","[1000, 1231, 1111, 1023]","[323, 1210, 1102, 1020]","[312, 1132, 1031, 1011]","[303, 1111, 1022, 1001]","[232, 1031, 1013, 332]","[223, 1020, 1003, 320]","[211, 1011, 332, 310]","[202, 332, 323, 300]","[132, 331, 312, 222]","[131, 321, 300, 211]","[122, 303, 231, 201]","[113, 233, 220, 131]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
