"[313, 1113, 1032, 1021]","[310, 1033, 1023, 1010]","[232, 1021, 1021, 333]","[223, 1010, 1010, 322]","[212, 333, 333, 313]","[211, 330, 330, 232]","[202, 321, 320, 220]","[132, 313, 301, 211]","[130, 301, 232, 200]","[113, 232, 222, 130]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
"[331, 1103, 1031, 1020]","[320, 1030, 1023, 1003]","[301, 1020, 1020, 332]","[223, 1010, 1010, 322]","[212, 333, 333, 313]","[211, 330, 330, 232]","[202, 321, 320, 220]","[132, 313, 301, 211]","[130, 301, 232, 200]","[113, 232, 222, 130]","[111, 222, 210, 120]","[102, 210, 132, 113]","[33, 132, 122, 110]","[31, 121, 112, 100]","[22, 102, 103, 32]","[13, 33, 32, 23]","[12, 31, 23, 11]","[11, 20, 20, 2]","[2, 11, 10, 1]","[0, 0, 2, 0]"
