"[0, 2, 12, 0, 8, 2, 5, 0, 4, 0]","[0, 0, 8, 0, 6, 0, 4, 0, 2, 0]","[0, 0, 6, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 12, 4, 6, 0, 2, 0, 3, 2]","[0, 2, 8, 2, 3, 0, 0, 0, 2, 1]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 12, 4, 6, 0, 2, 2, 3, 0]","[0, 2, 8, 2, 3, 0, 0, 1, 2, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[0, 4, 12, 4, 6, 2, 2, 0, 3, 0]","[0, 2, 8, 2, 3, 1, 0, 0, 2, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 4, 6, 0, 2, 3, 1, 1]","[0, 0, 7, 2, 3, 0, 0, 2, 0, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 4, 6, 1, 2, 3, 0, 1]","[0, 0, 7, 2, 3, 0, 0, 2, 0, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 4, 6, 1, 2, 3, 1, 0]","[0, 0, 7, 2, 3, 0, 0, 2, 0, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 4, 7, 0, 0, 4, 0, 2]","[0, 2, 7, 3, 3, 0, 0, 2, 0, 1]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 4, 7, 0, 0, 4, 2, 0]","[0, 2, 7, 3, 3, 0, 0, 2, 1, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 4, 7, 0, 2, 4, 0, 0]","[0, 2, 7, 3, 3, 0, 1, 2, 0, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 4, 7, 2, 0, 4, 0, 0]","[0, 2, 7, 3, 3, 1, 0, 2, 0, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 6, 2, 5, 2, 0, 0, 2]","[0, 2, 5, 5, 0, 3, 0, 0, 0, 1]","[0, 0, 3, 3, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 6, 2, 5, 2, 0, 2, 0]","[0, 2, 5, 5, 0, 3, 0, 0, 1, 0]","[0, 0, 3, 3, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 6, 2, 5, 2, 2, 0, 0]","[0, 2, 5, 5, 0, 3, 0, 1, 0, 0]","[0, 0, 3, 3, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 4, 12, 4, 6, 0, 2, 0, 3, 0]","[1, 2, 8, 2, 3, 0, 0, 0, 2, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 2, 5, 5, 0, 3, 0, 1]","[0, 2, 7, 0, 4, 1, 0, 2, 0, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 2, 5, 5, 0, 3, 1, 0]","[0, 2, 7, 0, 4, 1, 0, 2, 0, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
"[2, 5, 10, 2, 5, 5, 1, 3, 0, 0]","[0, 2, 7, 0, 4, 1, 0, 2, 0, 0]","[0, 0, 4, 0, 2, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
