"[4, 22, 23, 5, 15, 12, 5, 10]","[2, 16, 16, 3, 13, 6, 4, 7]","[1, 12, 14, 0, 11, 5, 0, 5]","[0, 4, 12, 0, 7, 2, 0, 4]","[0, 2, 7, 0, 4, 1, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 23, 17, 7, 14, 10, 7, 12]","[2, 16, 14, 5, 11, 7, 6, 6]","[1, 11, 12, 4, 7, 5, 2, 4]","[0, 4, 7, 3, 4, 3, 1, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 23, 17, 12, 13, 7, 6, 12]","[3, 16, 13, 7, 11, 6, 4, 7]","[2, 11, 12, 4, 7, 5, 1, 4]","[1, 4, 7, 3, 4, 3, 0, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 23, 17, 13, 7, 13, 5, 12]","[3, 16, 14, 7, 5, 11, 4, 7]","[2, 11, 13, 5, 2, 7, 2, 4]","[1, 5, 7, 3, 0, 5, 1, 2]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 23, 22, 5, 15, 11, 6, 10]","[2, 16, 16, 3, 13, 6, 4, 7]","[1, 12, 14, 0, 11, 5, 0, 5]","[0, 4, 12, 0, 7, 2, 0, 4]","[0, 2, 7, 0, 4, 1, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 24, 21, 4, 17, 10, 5, 11]","[2, 16, 16, 3, 13, 6, 4, 7]","[1, 12, 14, 0, 11, 5, 0, 5]","[0, 4, 12, 0, 7, 2, 0, 4]","[0, 2, 7, 0, 4, 1, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 25, 14, 10, 11, 13, 12, 7]","[2, 16, 11, 6, 6, 11, 11, 5]","[1, 6, 7, 5, 5, 7, 5, 4]","[0, 4, 6, 4, 3, 3, 3, 1]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 26, 12, 12, 11, 11, 14, 6]","[3, 16, 6, 11, 6, 10, 11, 5]","[1, 7, 5, 7, 5, 6, 5, 4]","[0, 5, 4, 6, 3, 2, 3, 1]","[0, 3, 2, 3, 1, 0, 1, 0]"
"[4, 26, 13, 12, 7, 12, 11, 11]","[3, 16, 7, 10, 5, 11, 7, 7]","[1, 11, 6, 6, 4, 7, 5, 3]","[0, 5, 5, 4, 2, 5, 2, 1]","[0, 3, 2, 3, 0, 1, 1, 0]"
"[4, 26, 14, 7, 11, 12, 11, 11]","[3, 15, 11, 6, 6, 11, 7, 7]","[2, 7, 10, 4, 5, 7, 4, 4]","[0, 5, 6, 3, 1, 5, 3, 1]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 22, 21, 7, 14, 12, 5, 10]","[3, 15, 14, 6, 12, 7, 4, 6]","[2, 11, 12, 4, 7, 5, 1, 4]","[1, 4, 7, 3, 4, 3, 0, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 25, 14, 6, 10, 15, 11, 10]","[2, 16, 12, 5, 6, 11, 7, 7]","[1, 11, 7, 4, 5, 7, 4, 4]","[0, 5, 6, 3, 1, 5, 3, 1]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 26, 12, 12, 10, 11, 11, 11]","[3, 14, 6, 11, 7, 7, 7, 10]","[1, 7, 5, 7, 5, 6, 5, 4]","[0, 5, 4, 6, 3, 2, 3, 1]","[0, 3, 2, 3, 1, 0, 1, 0]"
"[5, 26, 16, 11, 11, 11, 11, 5]","[4, 14, 14, 10, 10, 6, 6, 4]","[1, 7, 13, 7, 3, 5, 3, 3]","[0, 4, 12, 2, 2, 3, 2, 0]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 27, 11, 13, 7, 10, 12, 11]","[3, 17, 6, 11, 6, 6, 11, 6]","[2, 11, 5, 7, 5, 5, 4, 4]","[1, 6, 3, 6, 2, 1, 3, 2]","[0, 3, 0, 3, 1, 0, 0, 1]"
"[6, 22, 16, 11, 6, 15, 12, 6]","[5, 14, 12, 10, 5, 13, 5, 5]","[3, 7, 10, 6, 3, 6, 4, 4]","[1, 5, 7, 3, 0, 5, 1, 2]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 22, 21, 7, 5, 15, 10, 10]","[3, 15, 15, 6, 4, 12, 6, 6]","[2, 11, 13, 4, 2, 7, 2, 5]","[1, 5, 7, 2, 0, 5, 1, 3]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 23, 13, 16, 7, 12, 11, 6]","[5, 15, 10, 13, 6, 11, 5, 4]","[3, 7, 7, 11, 4, 5, 3, 3]","[2, 4, 6, 5, 2, 3, 2, 0]","[1, 3, 2, 3, 0, 1, 0, 0]"
"[6, 23, 14, 12, 13, 7, 11, 10]","[4, 14, 11, 7, 11, 6, 7, 6]","[3, 6, 10, 6, 6, 5, 4, 3]","[1, 4, 7, 3, 4, 3, 0, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 23, 14, 12, 13, 10, 7, 11]","[4, 14, 11, 7, 11, 7, 5, 7]","[3, 6, 10, 6, 6, 5, 4, 3]","[1, 4, 7, 3, 4, 3, 0, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 24, 11, 14, 11, 10, 12, 10]","[3, 13, 6, 13, 6, 7, 10, 7]","[1, 7, 5, 7, 5, 6, 5, 4]","[0, 5, 4, 6, 3, 2, 3, 1]","[0, 3, 2, 3, 1, 0, 1, 0]"
"[6, 24, 13, 7, 11, 16, 11, 6]","[5, 15, 11, 5, 7, 15, 5, 4]","[4, 10, 10, 4, 5, 7, 4, 2]","[1, 5, 6, 3, 1, 5, 3, 0]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 24, 13, 11, 14, 7, 11, 10]","[4, 14, 11, 7, 11, 6, 7, 6]","[3, 6, 10, 6, 6, 5, 4, 3]","[1, 4, 7, 3, 4, 3, 0, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 24, 13, 11, 14, 10, 7, 11]","[4, 14, 11, 7, 11, 7, 5, 7]","[3, 6, 10, 6, 6, 5, 4, 3]","[1, 4, 7, 3, 4, 3, 0, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 24, 14, 7, 11, 12, 10, 12]","[4, 15, 10, 6, 6, 11, 6, 10]","[1, 7, 7, 5, 4, 7, 2, 7]","[0, 5, 5, 4, 2, 5, 1, 2]","[0, 3, 2, 3, 0, 1, 0, 1]"
"[6, 24, 14, 12, 11, 14, 5, 10]","[4, 15, 11, 11, 5, 12, 3, 7]","[3, 6, 7, 7, 3, 7, 2, 5]","[2, 5, 5, 4, 2, 5, 0, 1]","[1, 3, 2, 3, 0, 1, 0, 0]"
"[6, 24, 17, 12, 10, 11, 10, 6]","[3, 15, 14, 11, 6, 10, 5, 4]","[1, 7, 13, 7, 3, 5, 3, 3]","[0, 4, 12, 2, 2, 3, 2, 0]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 25, 12, 14, 7, 11, 11, 10]","[4, 15, 7, 13, 5, 7, 7, 6]","[3, 12, 6, 11, 3, 4, 5, 2]","[2, 6, 3, 6, 1, 2, 3, 1]","[1, 3, 0, 3, 0, 1, 0, 0]"
"[6, 25, 15, 11, 14, 13, 5, 5]","[5, 17, 13, 7, 12, 6, 3, 4]","[4, 13, 11, 4, 10, 4, 1, 1]","[2, 4, 10, 2, 4, 3, 0, 0]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 25, 16, 11, 11, 11, 10, 6]","[4, 14, 14, 10, 10, 7, 4, 5]","[1, 7, 13, 7, 3, 5, 3, 3]","[0, 4, 12, 2, 2, 3, 2, 0]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 26, 11, 12, 10, 7, 14, 10]","[3, 17, 6, 11, 6, 6, 11, 6]","[2, 11, 5, 7, 5, 5, 4, 4]","[1, 6, 3, 6, 2, 1, 3, 2]","[0, 3, 0, 3, 1, 0, 0, 1]"
"[6, 26, 12, 11, 7, 11, 12, 11]","[5, 15, 6, 10, 6, 10, 7, 7]","[2, 11, 5, 7, 5, 5, 4, 4]","[1, 6, 3, 6, 2, 1, 3, 2]","[0, 3, 0, 3, 1, 0, 0, 1]"
"[6, 26, 13, 11, 7, 11, 11, 11]","[5, 14, 11, 7, 6, 10, 6, 7]","[3, 7, 10, 6, 4, 6, 3, 4]","[1, 5, 7, 3, 1, 5, 0, 2]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 27, 11, 11, 7, 11, 11, 12]","[5, 15, 6, 10, 6, 10, 7, 7]","[2, 11, 5, 7, 5, 5, 4, 4]","[1, 6, 3, 6, 2, 1, 3, 2]","[0, 3, 0, 3, 1, 0, 0, 1]"
"[6, 27, 11, 11, 11, 6, 14, 10]","[4, 16, 7, 10, 7, 5, 11, 6]","[2, 11, 6, 7, 5, 3, 6, 3]","[1, 6, 4, 4, 4, 1, 3, 1]","[0, 2, 3, 2, 0, 0, 1, 0]"
"[6, 27, 12, 11, 7, 11, 11, 11]","[5, 15, 7, 10, 6, 10, 7, 6]","[2, 11, 6, 7, 5, 5, 4, 3]","[1, 6, 4, 5, 3, 2, 2, 1]","[0, 3, 1, 3, 1, 0, 0, 0]"
"[7, 22, 13, 14, 10, 10, 10, 12]","[3, 13, 7, 12, 6, 7, 7, 10]","[1, 7, 5, 7, 5, 6, 5, 4]","[0, 5, 4, 6, 3, 2, 3, 1]","[0, 3, 2, 3, 1, 0, 1, 0]"
"[7, 22, 15, 12, 6, 13, 12, 7]","[6, 15, 10, 10, 5, 11, 10, 4]","[2, 6, 7, 7, 3, 6, 6, 3]","[1, 5, 5, 4, 2, 5, 2, 0]","[0, 3, 2, 3, 0, 1, 1, 0]"
"[7, 22, 16, 10, 12, 10, 7, 12]","[4, 14, 11, 7, 11, 7, 5, 7]","[3, 6, 10, 6, 6, 5, 4, 3]","[1, 4, 7, 3, 4, 3, 0, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[7, 22, 20, 7, 7, 11, 10, 12]","[4, 15, 13, 6, 6, 10, 7, 6]","[2, 11, 12, 4, 4, 6, 3, 4]","[1, 5, 7, 2, 0, 5, 1, 3]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[7, 22, 20, 10, 6, 12, 7, 12]","[4, 16, 12, 7, 5, 11, 5, 7]","[3, 11, 10, 6, 3, 6, 3, 4]","[1, 5, 7, 2, 1, 5, 0, 3]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[7, 23, 12, 14, 7, 13, 7, 11]","[6, 15, 7, 11, 5, 12, 6, 5]","[5, 10, 5, 10, 4, 6, 3, 3]","[2, 5, 4, 5, 2, 3, 1, 2]","[1, 3, 0, 3, 0, 0, 0, 1]"
"[7, 23, 12, 15, 7, 11, 11, 10]","[5, 13, 7, 13, 6, 7, 10, 5]","[3, 7, 6, 10, 5, 4, 6, 2]","[1, 5, 4, 6, 3, 2, 3, 0]","[0, 3, 2, 3, 1, 0, 1, 0]"
"[7, 23, 13, 14, 5, 12, 10, 12]","[5, 15, 7, 11, 3, 10, 7, 10]","[2, 7, 6, 7, 2, 5, 6, 5]","[1, 6, 3, 6, 1, 2, 3, 2]","[0, 3, 0, 3, 0, 1, 0, 1]"
"[7, 23, 15, 11, 10, 11, 7, 12]","[5, 13, 12, 7, 7, 7, 6, 7]","[4, 10, 10, 5, 6, 5, 4, 2]","[1, 5, 6, 4, 3, 2, 2, 1]","[0, 2, 3, 2, 1, 0, 0, 0]"
"[7, 23, 17, 12, 11, 10, 6, 10]","[4, 14, 14, 10, 10, 7, 4, 5]","[1, 7, 13, 7, 3, 5, 3, 3]","[0, 4, 12, 2, 2, 3, 2, 0]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[7, 24, 12, 13, 10, 10, 12, 10]","[3, 15, 6, 11, 6, 7, 11, 6]","[2, 7, 5, 7, 5, 5, 5, 4]","[1, 6, 3, 6, 3, 0, 4, 1]","[0, 3, 2, 3, 1, 0, 1, 0]"
"[7, 24, 13, 12, 11, 7, 14, 6]","[6, 16, 10, 10, 6, 6, 12, 3]","[3, 11, 6, 6, 5, 5, 5, 2]","[2, 6, 4, 4, 4, 1, 2, 1]","[1, 3, 1, 3, 0, 0, 0, 0]"
"[7, 24, 14, 10, 11, 11, 7, 12]","[5, 14, 11, 7, 6, 10, 6, 7]","[3, 7, 10, 6, 4, 6, 3, 4]","[1, 5, 7, 3, 1, 5, 0, 2]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[7, 24, 14, 10, 11, 11, 10, 11]","[4, 12, 12, 7, 6, 10, 7, 7]","[2, 6, 7, 6, 4, 7, 5, 3]","[1, 5, 5, 4, 2, 5, 2, 0]","[0, 3, 2, 3, 0, 1, 1, 0]"
