"[2, 17, 17, 3, 12, 6, 3, 10]","[0, 12, 14, 0, 11, 5, 1, 5]","[0, 4, 12, 0, 7, 2, 0, 4]","[0, 2, 7, 0, 4, 1, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 16, 13, 14, 5, 7, 5, 5]","[2, 12, 12, 11, 3, 3, 3, 3]","[1, 5, 6, 4, 2, 2, 2, 2]","[0, 3, 1, 3, 0, 0, 0, 1]"
"[3, 16, 14, 10, 5, 7, 7, 6]","[1, 12, 13, 6, 3, 5, 4, 3]","[0, 6, 11, 2, 1, 3, 2, 2]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 17, 7, 11, 6, 6, 11, 7]","[2, 11, 6, 7, 5, 5, 6, 3]","[1, 6, 4, 5, 4, 2, 3, 1]","[0, 3, 2, 3, 1, 0, 1, 0]"
"[3, 17, 17, 3, 12, 6, 2, 10]","[1, 12, 14, 0, 11, 5, 0, 5]","[0, 4, 12, 0, 7, 2, 0, 4]","[0, 2, 7, 0, 4, 1, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 20, 13, 11, 5, 11, 5, 4]","[1, 12, 11, 6, 3, 6, 4, 3]","[0, 5, 7, 3, 1, 5, 1, 2]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 16, 7, 10, 7, 6, 11, 7]","[2, 11, 6, 7, 5, 5, 6, 3]","[1, 6, 4, 5, 4, 2, 3, 1]","[0, 3, 2, 3, 1, 0, 1, 0]"
"[4, 16, 11, 12, 6, 6, 12, 3]","[3, 10, 6, 10, 4, 5, 6, 2]","[0, 5, 4, 6, 2, 3, 3, 1]","[0, 3, 2, 3, 0, 1, 1, 0]"
"[4, 16, 13, 12, 6, 6, 7, 4]","[3, 12, 11, 10, 3, 5, 3, 2]","[1, 5, 6, 4, 2, 3, 2, 1]","[0, 2, 3, 2, 0, 1, 0, 0]"
"[4, 16, 14, 12, 7, 5, 6, 4]","[3, 12, 12, 11, 3, 3, 3, 2]","[2, 5, 6, 4, 2, 2, 2, 1]","[1, 3, 1, 3, 0, 0, 0, 0]"
"[4, 17, 11, 13, 7, 4, 6, 6]","[3, 12, 10, 11, 4, 3, 3, 3]","[1, 5, 6, 4, 2, 2, 2, 2]","[0, 3, 1, 3, 0, 0, 0, 1]"
