"[0, 4, 12, 4, 7, 0, 2, 4]","[0, 2, 7, 3, 3, 0, 1, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 4, 12, 4, 7, 2, 0, 4]","[0, 2, 7, 3, 3, 1, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 4, 12, 6, 2, 5, 2, 2]","[0, 2, 5, 5, 0, 3, 0, 1]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 5, 12, 2, 5, 5, 1, 3]","[0, 2, 7, 0, 4, 1, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 6, 11, 2, 6, 1, 4, 3]","[0, 2, 7, 0, 4, 0, 1, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 11, 0, 6, 5, 6, 4, 1]","[0, 5, 0, 5, 3, 4, 1, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[0, 11, 1, 6, 5, 6, 4, 0]","[0, 5, 0, 5, 3, 4, 1, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[1, 4, 12, 4, 6, 1, 2, 3]","[0, 0, 7, 2, 3, 0, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[1, 5, 12, 2, 5, 5, 0, 3]","[0, 2, 7, 0, 4, 1, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[1, 6, 11, 2, 6, 0, 4, 3]","[0, 2, 7, 0, 4, 0, 1, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[1, 11, 0, 6, 5, 6, 4, 0]","[0, 5, 0, 5, 3, 4, 1, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[2, 4, 7, 10, 3, 4, 0, 3]","[0, 2, 5, 5, 0, 3, 0, 1]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 4, 10, 6, 4, 5, 2, 0]","[0, 2, 5, 5, 1, 3, 0, 0]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 4, 10, 7, 2, 5, 0, 3]","[0, 2, 5, 5, 0, 3, 0, 1]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 4, 10, 7, 3, 5, 0, 2]","[0, 2, 5, 5, 1, 3, 0, 0]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 4, 12, 4, 7, 0, 0, 4]","[1, 2, 7, 3, 3, 0, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 4, 12, 6, 2, 5, 2, 0]","[1, 2, 5, 5, 0, 3, 0, 0]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 5, 10, 5, 4, 3, 2, 2]","[0, 3, 4, 3, 2, 0, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 5, 10, 6, 3, 2, 3, 2]","[0, 3, 4, 3, 2, 0, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 5, 10, 6, 3, 3, 2, 2]","[0, 3, 4, 3, 2, 1, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 6, 11, 5, 3, 2, 2, 2]","[1, 3, 4, 3, 2, 0, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 4, 7, 10, 3, 4, 0, 2]","[1, 2, 5, 5, 0, 3, 0, 0]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 4, 10, 7, 2, 5, 0, 2]","[1, 2, 5, 5, 0, 3, 0, 0]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 5, 10, 6, 3, 2, 2, 2]","[1, 3, 4, 3, 2, 0, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
