"[1, 14, 12, 6, 11, 6, 12, 6]","[0, 5, 7, 5, 7, 5, 6, 5]","[0, 4, 6, 4, 6, 0, 4, 2]","[0, 3, 4, 3, 2, 0, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 13, 12, 10, 7, 7, 11, 6]","[0, 5, 7, 6, 6, 6, 7, 3]","[0, 4, 6, 4, 5, 4, 3, 0]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 14, 11, 7, 10, 7, 11, 6]","[0, 5, 7, 6, 6, 6, 7, 3]","[0, 4, 6, 4, 5, 4, 3, 0]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 15, 12, 7, 5, 12, 7, 6]","[1, 11, 6, 6, 4, 7, 5, 3]","[0, 5, 5, 4, 2, 5, 2, 1]","[0, 3, 2, 3, 0, 1, 1, 0]"
"[2, 16, 11, 6, 6, 11, 11, 5]","[1, 6, 7, 5, 5, 7, 5, 4]","[0, 4, 6, 4, 3, 3, 3, 1]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 16, 12, 5, 6, 11, 7, 7]","[1, 11, 7, 4, 5, 7, 4, 4]","[0, 5, 6, 3, 1, 5, 3, 1]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 16, 14, 5, 12, 10, 4, 5]","[0, 11, 11, 4, 7, 5, 2, 4]","[0, 4, 7, 3, 4, 3, 1, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 17, 12, 12, 5, 4, 10, 6]","[0, 12, 6, 11, 3, 2, 6, 4]","[0, 6, 3, 7, 1, 1, 3, 3]","[0, 3, 2, 3, 0, 0, 1, 1]"
"[3, 12, 12, 10, 7, 7, 10, 7]","[0, 5, 7, 6, 6, 6, 7, 3]","[0, 4, 6, 4, 5, 4, 3, 0]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 13, 10, 11, 7, 7, 10, 7]","[0, 5, 7, 6, 6, 6, 7, 3]","[0, 4, 6, 4, 5, 4, 3, 0]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 13, 13, 12, 7, 6, 5, 7]","[2, 7, 11, 6, 6, 4, 3, 4]","[1, 4, 7, 4, 3, 3, 0, 2]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 13, 15, 5, 6, 12, 6, 6]","[2, 7, 13, 2, 5, 7, 2, 5]","[1, 5, 7, 0, 4, 4, 1, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 15, 11, 6, 6, 11, 7, 7]","[2, 7, 10, 4, 5, 7, 4, 4]","[0, 5, 6, 3, 1, 5, 3, 1]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
