"[2, 22, 16, 7, 14, 7, 14, 11]","[1, 14, 12, 6, 11, 6, 12, 6]","[0, 5, 7, 5, 7, 5, 6, 5]","[0, 4, 6, 4, 6, 0, 4, 2]","[0, 3, 4, 3, 2, 0, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 24, 16, 13, 11, 11, 7, 7]","[3, 15, 14, 11, 6, 10, 5, 4]","[1, 7, 13, 7, 3, 5, 3, 3]","[0, 4, 12, 2, 2, 3, 2, 0]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 26, 5, 13, 12, 11, 12, 12]","[3, 17, 0, 11, 10, 7, 10, 11]","[0, 7, 0, 7, 7, 6, 7, 6]","[0, 6, 0, 6, 6, 5, 4, 1]","[0, 4, 0, 5, 4, 3, 0, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[4, 27, 13, 14, 10, 11, 5, 11]","[2, 17, 11, 12, 5, 7, 4, 7]","[1, 12, 6, 11, 3, 5, 3, 3]","[0, 5, 4, 5, 2, 3, 1, 2]","[0, 3, 1, 3, 0, 0, 0, 1]"
"[5, 22, 13, 13, 7, 13, 7, 13]","[4, 15, 10, 6, 6, 11, 6, 10]","[1, 7, 7, 5, 4, 7, 2, 7]","[0, 5, 5, 4, 2, 5, 1, 2]","[0, 3, 2, 3, 0, 1, 0, 1]"
"[5, 22, 15, 7, 7, 15, 10, 12]","[3, 15, 11, 6, 6, 11, 7, 7]","[2, 7, 10, 4, 5, 7, 4, 4]","[0, 5, 6, 3, 1, 5, 3, 1]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 22, 20, 10, 13, 13, 5, 7]","[2, 16, 14, 5, 12, 10, 4, 5]","[0, 11, 11, 4, 7, 5, 2, 4]","[0, 4, 7, 3, 4, 3, 1, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 22, 22, 11, 11, 12, 5, 7]","[4, 14, 14, 10, 10, 7, 4, 5]","[1, 7, 13, 7, 3, 5, 3, 3]","[0, 4, 12, 2, 2, 3, 2, 0]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 23, 16, 12, 10, 13, 5, 11]","[3, 14, 13, 7, 7, 10, 3, 10]","[0, 7, 12, 3, 5, 7, 2, 5]","[0, 5, 7, 1, 4, 4, 1, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 24, 16, 7, 12, 11, 10, 10]","[2, 15, 13, 6, 10, 7, 6, 6]","[0, 11, 11, 4, 7, 5, 2, 4]","[0, 4, 7, 3, 4, 3, 1, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 24, 16, 10, 11, 12, 6, 11]","[3, 14, 13, 7, 7, 10, 3, 10]","[0, 7, 12, 3, 5, 7, 2, 5]","[0, 5, 7, 1, 4, 4, 1, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 26, 13, 14, 6, 10, 11, 10]","[2, 17, 11, 12, 4, 6, 6, 7]","[1, 12, 6, 11, 2, 5, 3, 4]","[0, 5, 3, 7, 0, 3, 1, 3]","[0, 3, 2, 3, 0, 1, 0, 1]"
"[6, 21, 20, 7, 7, 13, 10, 11]","[3, 13, 15, 5, 6, 12, 6, 6]","[2, 7, 13, 2, 5, 7, 2, 5]","[1, 5, 7, 0, 4, 4, 1, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
