"[4, 27, 13, 13, 11, 11, 12, 13]","[3, 16, 10, 7, 7, 10, 11, 11]","[0, 6, 7, 5, 6, 7, 7, 6]","[0, 5, 6, 4, 5, 5, 3, 2]","[0, 4, 4, 2, 3, 1, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 27, 14, 11, 12, 11, 12, 13]","[3, 16, 10, 7, 7, 10, 11, 11]","[0, 6, 7, 5, 6, 7, 7, 6]","[0, 5, 6, 4, 5, 5, 3, 2]","[0, 4, 4, 2, 3, 1, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 27, 15, 10, 11, 12, 12, 13]","[2, 17, 11, 6, 7, 10, 11, 11]","[0, 6, 7, 5, 6, 7, 7, 6]","[0, 5, 6, 4, 5, 5, 3, 2]","[0, 4, 4, 2, 3, 1, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 26, 12, 14, 14, 13, 12, 6]","[4, 20, 6, 12, 11, 11, 7, 5]","[2, 12, 3, 11, 7, 7, 5, 3]","[1, 6, 0, 6, 6, 5, 4, 0]","[0, 4, 0, 5, 4, 3, 0, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[5, 26, 15, 13, 11, 14, 7, 11]","[4, 16, 13, 11, 7, 11, 5, 7]","[3, 7, 12, 7, 5, 7, 3, 4]","[2, 5, 10, 4, 3, 5, 2, 0]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 31, 13, 13, 11, 13, 12, 6]","[4, 21, 11, 6, 10, 11, 10, 5]","[1, 11, 7, 5, 6, 7, 6, 4]","[0, 5, 6, 4, 4, 5, 3, 1]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 31, 14, 11, 12, 13, 12, 6]","[4, 21, 11, 6, 10, 11, 10, 5]","[1, 11, 7, 5, 6, 7, 6, 4]","[0, 5, 6, 4, 4, 5, 3, 1]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 20, 16, 15, 16, 7, 14, 6]","[4, 13, 14, 14, 14, 5, 7, 4]","[3, 6, 13, 12, 6, 3, 6, 2]","[2, 3, 10, 6, 5, 2, 2, 1]","[0, 0, 4, 4, 4, 0, 0, 0]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 20, 16, 16, 15, 7, 13, 7]","[4, 13, 14, 14, 14, 5, 7, 4]","[3, 6, 13, 12, 6, 3, 6, 2]","[2, 3, 10, 6, 5, 2, 2, 1]","[0, 0, 4, 4, 4, 0, 0, 0]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 25, 15, 13, 10, 15, 7, 11]","[4, 16, 13, 11, 7, 11, 5, 7]","[3, 7, 12, 7, 5, 7, 3, 4]","[2, 5, 10, 4, 3, 5, 2, 0]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
