"[0, 21, 11, 14, 7, 7, 12, 7]","[0, 13, 6, 13, 5, 6, 11, 3]","[0, 6, 5, 7, 4, 4, 6, 2]","[0, 5, 3, 6, 1, 2, 3, 0]","[0, 3, 1, 3, 0, 0, 1, 0]"
"[1, 21, 12, 13, 7, 12, 7, 6]","[0, 13, 6, 11, 6, 11, 5, 3]","[0, 5, 5, 6, 5, 7, 2, 2]","[0, 4, 2, 5, 4, 3, 0, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[3, 17, 14, 11, 7, 7, 12, 6]","[2, 11, 12, 7, 5, 6, 10, 2]","[0, 4, 6, 6, 4, 4, 6, 0]","[0, 3, 5, 5, 0, 3, 2, 0]","[0, 2, 3, 2, 0, 0, 1, 0]"
"[4, 20, 7, 12, 14, 10, 6, 6]","[1, 14, 4, 11, 11, 7, 3, 4]","[0, 5, 3, 7, 5, 6, 2, 2]","[0, 4, 0, 5, 4, 3, 0, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[5, 17, 11, 13, 6, 12, 10, 5]","[3, 10, 7, 11, 5, 7, 6, 3]","[1, 4, 6, 6, 4, 5, 4, 0]","[0, 2, 5, 5, 0, 3, 1, 0]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 17, 12, 13, 6, 10, 7, 7]","[3, 12, 10, 11, 5, 6, 5, 3]","[1, 5, 6, 6, 4, 3, 3, 2]","[0, 3, 4, 3, 2, 1, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 17, 12, 13, 7, 6, 7, 10]","[3, 12, 10, 11, 6, 4, 5, 4]","[1, 5, 6, 7, 3, 2, 3, 3]","[0, 3, 4, 3, 2, 0, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 17, 12, 13, 7, 6, 10, 7]","[3, 12, 10, 11, 6, 4, 6, 3]","[1, 5, 6, 6, 4, 3, 3, 2]","[0, 3, 4, 3, 2, 1, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 17, 12, 13, 7, 7, 6, 10]","[3, 12, 10, 11, 6, 5, 4, 4]","[1, 5, 6, 7, 3, 3, 2, 3]","[0, 3, 4, 3, 2, 1, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 17, 13, 11, 10, 7, 5, 11]","[3, 7, 12, 7, 7, 4, 4, 6]","[2, 5, 10, 5, 4, 3, 2, 2]","[0, 3, 4, 3, 2, 0, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 22, 12, 7, 6, 11, 10, 6]","[3, 15, 6, 6, 5, 7, 5, 4]","[2, 13, 5, 4, 3, 3, 2, 2]","[1, 11, 1, 0, 1, 1, 1, 1]"
"[5, 23, 11, 10, 7, 6, 11, 6]","[3, 15, 7, 6, 6, 4, 6, 4]","[2, 13, 6, 4, 3, 2, 2, 2]","[1, 11, 1, 1, 1, 1, 0, 1]"
"[6, 21, 12, 11, 10, 6, 11, 4]","[4, 11, 7, 10, 6, 5, 6, 3]","[2, 5, 6, 6, 4, 3, 3, 1]","[1, 3, 4, 3, 2, 1, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[6, 22, 11, 7, 6, 10, 10, 7]","[3, 15, 6, 6, 5, 7, 5, 4]","[2, 13, 5, 4, 3, 3, 2, 2]","[1, 11, 1, 0, 1, 1, 1, 1]"
"[7, 16, 13, 11, 7, 6, 7, 10]","[5, 10, 12, 7, 6, 5, 4, 4]","[3, 5, 10, 6, 3, 2, 2, 2]","[1, 3, 4, 3, 2, 0, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[7, 20, 7, 10, 11, 11, 7, 6]","[4, 12, 5, 7, 10, 10, 5, 2]","[1, 6, 2, 6, 6, 5, 4, 0]","[0, 4, 0, 5, 4, 3, 0, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[10, 16, 12, 7, 6, 10, 10, 10]","[3, 7, 10, 6, 5, 7, 5, 6]","[1, 5, 7, 4, 4, 4, 2, 3]","[0, 3, 5, 2, 0, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[10, 16, 12, 7, 7, 10, 7, 10]","[4, 10, 10, 6, 6, 7, 5, 4]","[1, 5, 7, 5, 3, 5, 2, 2]","[0, 3, 4, 3, 2, 1, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
