"[1010001, 1100110]","[1001001, 1011110]","[1000010, 1010101]","[111001, 1001110]","[110011, 1000101]","[101100, 111101]","[100111, 110100]","[100001, 101100]","[11001, 100110]","[10011, 11111]","[10000, 10110]","[1001, 10001]","[11, 1100]","[0, 111]","[0, 11]"
"[1010010, 1100101]","[1001010, 1011101]","[1000011, 1010100]","[111010, 1001101]","[110100, 1000100]","[101011, 111110]","[100111, 110100]","[100001, 101100]","[11001, 100110]","[10011, 11111]","[10000, 10110]","[1001, 10001]","[11, 1100]","[0, 111]","[0, 11]"
