"[1110111, 1110100]","[1110010, 1101001]","[1101011, 1100000]","[1100011, 1011000]","[1011011, 1010000]","[1010011, 1001000]","[1001010, 1000001]","[1000000, 111011]","[111000, 110100]","[110001, 101101]","[101011, 100101]","[100101, 11101]","[100000, 10101]","[11000, 10000]","[10000, 1100]","[1001, 1000]","[11, 100]"
"[1111000, 1110011]","[1110010, 1101001]","[1101011, 1100000]","[1100011, 1011000]","[1011011, 1010000]","[1010011, 1001000]","[1001010, 1000001]","[1000000, 111011]","[111000, 110100]","[110001, 101101]","[101011, 100101]","[100101, 11101]","[100000, 10101]","[11000, 10000]","[10000, 1100]","[1001, 1000]","[11, 100]"
