"[11, 36, 32, 26, 14, 14, 20]","[6, 31, 25, 23, 11, 13, 14]","[5, 22, 22, 16, 6, 11, 12]","[4, 14, 13, 15, 5, 6, 6]","[3, 10, 12, 13, 2, 3, 3]","[1, 3, 6, 5, 1, 2, 2]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 40, 32, 24, 15, 12, 22]","[6, 32, 23, 22, 12, 10, 21]","[4, 25, 13, 16, 11, 6, 16]","[3, 16, 11, 14, 6, 4, 12]","[2, 10, 6, 12, 3, 3, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[11, 46, 24, 22, 16, 14, 20]","[6, 41, 16, 21, 12, 13, 14]","[5, 31, 13, 16, 6, 12, 11]","[4, 21, 11, 13, 5, 10, 5]","[2, 12, 6, 11, 3, 4, 4]","[1, 5, 3, 6, 0, 3, 2]","[0, 3, 1, 3, 0, 1, 0]"
"[13, 44, 24, 21, 23, 13, 15]","[12, 36, 20, 14, 16, 11, 14]","[10, 26, 14, 12, 13, 10, 11]","[4, 15, 11, 10, 11, 6, 6]","[2, 5, 10, 6, 6, 4, 3]","[0, 3, 5, 4, 4, 2, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[13, 44, 26, 20, 22, 14, 14]","[11, 40, 21, 15, 14, 13, 12]","[6, 26, 15, 13, 11, 11, 11]","[5, 14, 13, 11, 10, 6, 5]","[3, 5, 12, 6, 5, 3, 3]","[2, 3, 10, 2, 4, 0, 1]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[14, 36, 33, 23, 15, 20, 12]","[12, 32, 26, 15, 13, 15, 10]","[10, 23, 22, 12, 12, 12, 5]","[5, 15, 12, 10, 11, 10, 4]","[2, 5, 10, 6, 6, 4, 3]","[0, 3, 5, 4, 4, 2, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[14, 43, 24, 20, 24, 13, 15]","[12, 36, 20, 14, 16, 11, 14]","[10, 26, 14, 12, 13, 10, 11]","[4, 15, 11, 10, 11, 6, 6]","[2, 5, 10, 6, 6, 4, 3]","[0, 3, 5, 4, 4, 2, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[14, 43, 25, 20, 22, 13, 16]","[12, 36, 20, 14, 16, 11, 14]","[10, 26, 14, 12, 13, 10, 11]","[4, 15, 11, 10, 11, 6, 6]","[2, 5, 10, 6, 6, 4, 3]","[0, 3, 5, 4, 4, 2, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[14, 43, 26, 16, 22, 12, 20]","[12, 36, 20, 14, 16, 11, 14]","[10, 26, 14, 12, 13, 10, 11]","[4, 15, 11, 10, 11, 6, 6]","[2, 5, 10, 6, 6, 4, 3]","[0, 3, 5, 4, 4, 2, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[15, 41, 26, 22, 20, 16, 13]","[13, 33, 21, 20, 15, 14, 10]","[10, 24, 15, 13, 13, 12, 6]","[5, 15, 12, 10, 11, 10, 4]","[2, 5, 10, 6, 6, 4, 3]","[0, 3, 5, 4, 4, 2, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[16, 40, 25, 23, 20, 16, 13]","[13, 33, 21, 20, 15, 14, 10]","[10, 24, 15, 13, 13, 12, 6]","[5, 15, 12, 10, 11, 10, 4]","[2, 5, 10, 6, 6, 4, 3]","[0, 3, 5, 4, 4, 2, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[16, 44, 23, 21, 21, 10, 21]","[14, 35, 15, 16, 15, 6, 16]","[13, 26, 14, 14, 13, 2, 12]","[12, 20, 10, 11, 10, 1, 10]","[4, 6, 4, 10, 6, 0, 6]","[2, 4, 3, 6, 3, 0, 2]","[1, 3, 0, 3, 1, 0, 0]"
"[21, 40, 30, 20, 20, 20, 11]","[12, 33, 22, 15, 15, 16, 10]","[10, 24, 15, 12, 14, 13, 5]","[5, 15, 12, 10, 11, 10, 4]","[2, 5, 10, 6, 6, 4, 3]","[0, 3, 5, 4, 4, 2, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[21, 42, 25, 20, 20, 11, 20]","[14, 35, 15, 16, 15, 6, 16]","[13, 26, 14, 14, 13, 2, 12]","[12, 20, 10, 11, 10, 1, 10]","[4, 6, 4, 10, 6, 0, 6]","[2, 4, 3, 6, 3, 0, 2]","[1, 3, 0, 3, 1, 0, 0]"
