"[3, 20, 21, 11, 12, 3, 10]","[0, 11, 14, 5, 11, 2, 6]","[0, 2, 12, 4, 6, 0, 4]","[0, 0, 6, 3, 3, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 21, 14, 13, 11, 6, 5]","[3, 12, 12, 11, 5, 4, 3]","[2, 4, 6, 5, 3, 2, 2]","[1, 3, 2, 3, 1, 0, 0]"
"[4, 21, 15, 12, 6, 11, 5]","[3, 12, 12, 11, 4, 5, 3]","[2, 4, 6, 5, 2, 3, 2]","[1, 3, 2, 3, 0, 1, 0]"
"[4, 21, 20, 5, 11, 11, 5]","[2, 12, 14, 4, 6, 5, 4]","[1, 6, 11, 3, 2, 3, 2]","[0, 2, 5, 0, 1, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[5, 20, 14, 13, 6, 11, 5]","[3, 12, 12, 11, 4, 5, 3]","[2, 4, 6, 5, 2, 3, 2]","[1, 3, 2, 3, 0, 1, 0]"
"[5, 20, 15, 11, 5, 13, 5]","[3, 12, 13, 6, 4, 5, 4]","[2, 6, 11, 3, 1, 3, 2]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[5, 20, 15, 12, 6, 11, 5]","[3, 12, 12, 11, 5, 4, 3]","[2, 4, 6, 5, 3, 2, 2]","[1, 3, 2, 3, 1, 0, 0]"
"[5, 21, 13, 13, 6, 11, 5]","[4, 12, 11, 10, 5, 5, 3]","[2, 4, 6, 5, 3, 2, 2]","[1, 3, 2, 3, 1, 0, 0]"
"[5, 21, 14, 10, 5, 12, 10]","[2, 12, 11, 6, 3, 6, 6]","[1, 5, 5, 4, 2, 5, 2]","[0, 3, 2, 3, 0, 1, 1]"
"[6, 21, 13, 11, 5, 12, 6]","[5, 12, 10, 6, 4, 10, 3]","[2, 5, 5, 4, 2, 5, 1]","[1, 3, 2, 3, 0, 1, 0]"
"[10, 22, 16, 10, 4, 10, 5]","[3, 14, 13, 6, 2, 5, 3]","[2, 11, 11, 2, 0, 3, 1]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 22, 16, 10, 5, 10, 4]","[3, 14, 13, 6, 3, 5, 2]","[2, 11, 11, 2, 1, 3, 0]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
