"[10, 43, 22, 24, 20, 15, 16]","[4, 36, 14, 22, 14, 13, 14]","[3, 31, 11, 16, 6, 12, 12]","[2, 21, 5, 13, 5, 11, 6]","[1, 13, 2, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[10, 45, 22, 23, 15, 21, 14]","[5, 40, 14, 21, 12, 15, 13]","[3, 31, 11, 16, 6, 12, 12]","[2, 21, 5, 13, 5, 11, 6]","[1, 13, 2, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[11, 41, 33, 16, 21, 6, 22]","[10, 32, 26, 13, 16, 5, 16]","[5, 24, 23, 10, 15, 3, 12]","[3, 20, 16, 4, 13, 0, 11]","[1, 12, 14, 1, 11, 0, 6]","[0, 2, 12, 0, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 45, 23, 22, 13, 21, 15]","[10, 36, 15, 16, 11, 15, 14]","[5, 25, 14, 14, 6, 12, 11]","[4, 16, 11, 13, 3, 6, 6]","[3, 11, 10, 10, 1, 5, 2]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 34, 36, 22, 23, 3, 20]","[10, 32, 30, 14, 21, 2, 15]","[4, 24, 23, 11, 16, 0, 14]","[3, 16, 20, 6, 12, 0, 12]","[1, 12, 13, 4, 11, 0, 6]","[0, 3, 11, 2, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 43, 23, 22, 16, 15, 16]","[11, 35, 15, 16, 14, 13, 13]","[10, 24, 14, 12, 12, 10, 11]","[4, 13, 10, 11, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 43, 23, 23, 14, 20, 15]","[10, 36, 15, 16, 11, 15, 14]","[5, 25, 14, 14, 6, 12, 11]","[4, 16, 11, 13, 3, 6, 6]","[3, 11, 10, 10, 1, 5, 2]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 43, 23, 23, 21, 14, 14]","[11, 35, 15, 16, 14, 13, 13]","[10, 24, 14, 12, 12, 10, 11]","[4, 13, 10, 11, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 43, 23, 24, 13, 16, 16]","[11, 35, 16, 20, 10, 15, 13]","[5, 25, 14, 14, 6, 12, 11]","[4, 16, 11, 13, 3, 6, 6]","[3, 11, 10, 10, 1, 5, 2]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 43, 24, 21, 15, 20, 15]","[10, 35, 16, 16, 12, 14, 14]","[5, 25, 14, 14, 6, 12, 11]","[4, 16, 11, 13, 3, 6, 6]","[3, 11, 10, 10, 1, 5, 2]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 43, 24, 21, 22, 14, 14]","[11, 35, 15, 16, 14, 13, 13]","[10, 24, 14, 12, 12, 10, 11]","[4, 13, 10, 11, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 43, 24, 22, 14, 16, 16]","[11, 35, 16, 20, 10, 15, 13]","[5, 25, 14, 14, 6, 12, 11]","[4, 16, 11, 13, 3, 6, 6]","[3, 11, 10, 10, 1, 5, 2]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 43, 26, 16, 21, 14, 15]","[11, 34, 22, 14, 15, 12, 12]","[10, 24, 14, 12, 12, 10, 11]","[4, 13, 10, 11, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
