"[1, 42, 16, 15, 14, 15, 11]","[0, 31, 14, 14, 11, 12, 6]","[0, 21, 12, 12, 5, 11, 4]","[0, 12, 5, 11, 3, 6, 3]","[0, 5, 3, 5, 2, 4, 1]","[0, 3, 1, 3, 0, 1, 0]"
"[2, 41, 20, 16, 14, 13, 11]","[0, 31, 14, 14, 11, 12, 6]","[0, 21, 12, 12, 5, 11, 4]","[0, 12, 5, 11, 3, 6, 3]","[0, 5, 3, 5, 2, 4, 1]","[0, 3, 1, 3, 0, 1, 0]"
"[3, 35, 22, 20, 12, 15, 10]","[0, 31, 14, 14, 11, 12, 6]","[0, 21, 12, 12, 5, 11, 4]","[0, 12, 5, 11, 3, 6, 3]","[0, 5, 3, 5, 2, 4, 1]","[0, 3, 1, 3, 0, 1, 0]"
"[3, 40, 16, 20, 14, 13, 11]","[0, 31, 14, 14, 11, 12, 6]","[0, 21, 12, 12, 5, 11, 4]","[0, 12, 5, 11, 3, 6, 3]","[0, 5, 3, 5, 2, 4, 1]","[0, 3, 1, 3, 0, 1, 0]"
"[4, 35, 20, 20, 13, 15, 10]","[0, 31, 14, 14, 11, 12, 6]","[0, 21, 12, 12, 5, 11, 4]","[0, 12, 5, 11, 3, 6, 3]","[0, 5, 3, 5, 2, 4, 1]","[0, 3, 1, 3, 0, 1, 0]"
"[6, 32, 16, 14, 15, 16, 12]","[5, 23, 13, 12, 13, 14, 5]","[4, 15, 10, 5, 11, 11, 4]","[2, 5, 6, 4, 5, 5, 3]","[1, 4, 4, 2, 3, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 31, 24, 20, 12, 13, 10]","[3, 22, 20, 14, 10, 12, 6]","[0, 15, 12, 12, 5, 11, 4]","[0, 6, 6, 11, 3, 5, 3]","[0, 3, 5, 5, 2, 3, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[11, 33, 21, 20, 4, 15, 13]","[6, 24, 15, 13, 2, 13, 12]","[5, 16, 11, 10, 0, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[11, 34, 14, 16, 14, 15, 10]","[6, 23, 13, 14, 10, 13, 5]","[4, 15, 11, 10, 5, 11, 3]","[2, 5, 10, 5, 3, 5, 2]","[0, 3, 4, 3, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 34, 20, 16, 12, 13, 11]","[6, 23, 14, 13, 10, 12, 6]","[4, 15, 11, 10, 5, 11, 3]","[2, 5, 10, 5, 3, 5, 2]","[0, 3, 4, 3, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 35, 16, 14, 13, 13, 12]","[10, 24, 14, 10, 11, 11, 10]","[3, 12, 12, 6, 5, 10, 6]","[1, 5, 6, 4, 4, 5, 3]","[0, 3, 5, 2, 1, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 41, 14, 13, 16, 11, 11]","[10, 24, 13, 11, 13, 10, 6]","[4, 14, 11, 5, 11, 6, 4]","[3, 5, 10, 4, 4, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 33, 16, 20, 11, 15, 10]","[6, 23, 13, 14, 10, 13, 5]","[4, 15, 11, 10, 5, 11, 3]","[2, 5, 10, 5, 3, 5, 2]","[0, 3, 4, 3, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 33, 21, 20, 11, 13, 10]","[6, 23, 14, 13, 10, 12, 6]","[4, 15, 11, 10, 5, 11, 3]","[2, 5, 10, 5, 3, 5, 2]","[0, 3, 4, 3, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 34, 21, 12, 16, 12, 10]","[10, 24, 13, 10, 14, 11, 5]","[4, 14, 11, 5, 11, 6, 4]","[3, 5, 10, 4, 4, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 32, 23, 20, 10, 11, 11]","[10, 22, 16, 13, 6, 10, 10]","[3, 13, 13, 11, 5, 6, 4]","[2, 5, 12, 4, 3, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
