"[6, 34, 15, 16, 14, 14, 14]","[5, 25, 14, 14, 6, 12, 11]","[4, 16, 11, 13, 3, 6, 6]","[3, 11, 10, 10, 1, 5, 2]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[6, 34, 16, 16, 12, 14, 15]","[5, 25, 14, 14, 6, 12, 11]","[4, 16, 11, 13, 3, 6, 6]","[3, 11, 10, 10, 1, 5, 2]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[6, 35, 12, 16, 14, 14, 16]","[5, 26, 10, 14, 11, 12, 12]","[3, 16, 3, 13, 6, 10, 10]","[0, 11, 2, 6, 5, 6, 4]","[0, 5, 0, 5, 3, 4, 1]","[0, 3, 0, 3, 1, 1, 0]"
"[10, 32, 24, 16, 15, 11, 11]","[5, 21, 21, 14, 13, 6, 6]","[4, 13, 15, 12, 11, 4, 3]","[3, 4, 13, 6, 5, 2, 2]","[2, 2, 10, 3, 3, 0, 0]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 33, 22, 15, 13, 14, 12]","[5, 24, 15, 11, 11, 12, 11]","[4, 12, 12, 10, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 33, 22, 16, 12, 13, 13]","[5, 24, 15, 11, 11, 12, 11]","[4, 12, 12, 10, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 33, 22, 21, 12, 13, 11]","[5, 23, 14, 14, 11, 12, 10]","[3, 13, 11, 12, 5, 10, 6]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 33, 22, 22, 11, 13, 11]","[5, 23, 14, 15, 10, 12, 10]","[2, 14, 11, 13, 5, 6, 6]","[1, 6, 6, 11, 3, 4, 3]","[0, 2, 5, 5, 1, 3, 0]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 34, 16, 14, 15, 14, 13]","[5, 24, 15, 11, 11, 12, 11]","[4, 12, 12, 10, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 34, 16, 14, 16, 12, 14]","[5, 24, 14, 12, 12, 11, 11]","[4, 13, 10, 11, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 34, 16, 15, 13, 15, 13]","[5, 24, 15, 11, 11, 12, 11]","[4, 12, 12, 10, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 34, 21, 21, 12, 13, 11]","[5, 23, 14, 15, 10, 12, 10]","[2, 14, 11, 13, 5, 6, 6]","[1, 6, 6, 11, 3, 4, 3]","[0, 2, 5, 5, 1, 3, 0]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 40, 11, 16, 16, 12, 14]","[4, 26, 6, 15, 13, 11, 11]","[3, 16, 4, 13, 11, 6, 5]","[2, 11, 3, 10, 6, 4, 2]","[0, 4, 0, 5, 4, 3, 0]","[0, 3, 0, 3, 1, 1, 0]"
"[11, 33, 20, 16, 5, 16, 15]","[6, 24, 15, 13, 4, 13, 12]","[5, 16, 12, 10, 1, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[11, 33, 20, 16, 6, 14, 16]","[6, 24, 15, 13, 4, 13, 12]","[5, 16, 12, 10, 1, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[11, 33, 22, 15, 5, 20, 13]","[6, 25, 15, 11, 4, 14, 12]","[5, 16, 12, 10, 1, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[11, 35, 16, 12, 16, 14, 12]","[10, 24, 13, 10, 14, 12, 6]","[4, 15, 10, 5, 11, 11, 4]","[2, 5, 6, 4, 5, 5, 3]","[1, 4, 4, 2, 3, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 33, 15, 14, 20, 14, 10]","[10, 24, 13, 10, 14, 12, 6]","[4, 15, 10, 5, 11, 11, 4]","[2, 5, 6, 4, 5, 5, 3]","[1, 4, 4, 2, 3, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 35, 16, 23, 3, 13, 13]","[12, 30, 14, 13, 2, 11, 11]","[10, 16, 11, 10, 0, 10, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[13, 35, 22, 16, 2, 15, 13]","[12, 30, 15, 12, 1, 12, 11]","[10, 16, 11, 10, 0, 10, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[13, 35, 22, 21, 3, 13, 12]","[12, 30, 14, 13, 2, 11, 11]","[10, 16, 11, 10, 0, 10, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[13, 36, 15, 16, 5, 14, 14]","[12, 30, 14, 13, 2, 11, 11]","[10, 16, 11, 10, 0, 10, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[13, 36, 16, 15, 4, 15, 14]","[12, 30, 15, 12, 1, 12, 11]","[10, 16, 11, 10, 0, 10, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[13, 36, 16, 16, 3, 14, 15]","[12, 30, 15, 12, 1, 12, 11]","[10, 16, 11, 10, 0, 10, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[13, 36, 16, 16, 4, 12, 16]","[12, 30, 14, 13, 2, 11, 11]","[10, 16, 11, 10, 0, 10, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[13, 36, 21, 21, 3, 12, 13]","[12, 30, 14, 13, 2, 11, 11]","[10, 16, 11, 10, 0, 10, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[14, 35, 20, 16, 3, 15, 13]","[12, 30, 15, 12, 1, 12, 11]","[10, 16, 11, 10, 0, 10, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
