"[5, 44, 16, 25, 15, 21, 15]","[4, 36, 13, 24, 12, 13, 13]","[3, 31, 10, 16, 6, 12, 11]","[1, 21, 5, 13, 5, 11, 5]","[0, 12, 3, 11, 4, 4, 4]","[0, 5, 1, 6, 0, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[12, 36, 24, 16, 20, 20, 16]","[6, 32, 16, 14, 15, 16, 12]","[5, 23, 13, 12, 13, 14, 5]","[4, 15, 10, 5, 11, 11, 4]","[2, 5, 6, 4, 5, 5, 3]","[1, 4, 4, 2, 3, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 36, 26, 25, 5, 22, 15]","[11, 33, 20, 23, 4, 15, 12]","[6, 25, 13, 16, 2, 13, 11]","[5, 16, 10, 13, 1, 11, 5]","[3, 6, 6, 11, 0, 5, 3]","[2, 3, 5, 5, 0, 3, 0]","[1, 2, 3, 2, 0, 0, 0]"
"[12, 42, 23, 22, 16, 16, 13]","[11, 34, 14, 16, 14, 15, 10]","[6, 23, 13, 14, 10, 13, 5]","[4, 15, 11, 10, 5, 11, 3]","[2, 5, 10, 5, 3, 5, 2]","[0, 3, 4, 3, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 43, 21, 23, 16, 16, 13]","[11, 34, 14, 16, 14, 15, 10]","[6, 23, 13, 14, 10, 13, 5]","[4, 15, 11, 10, 5, 11, 3]","[2, 5, 10, 5, 3, 5, 2]","[0, 3, 4, 3, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 44, 23, 16, 21, 14, 14]","[11, 35, 16, 14, 13, 13, 12]","[10, 24, 14, 10, 11, 11, 10]","[3, 12, 12, 6, 5, 10, 6]","[1, 5, 6, 4, 4, 5, 3]","[0, 3, 5, 2, 1, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 36, 24, 26, 6, 16, 20]","[11, 33, 20, 23, 4, 15, 12]","[6, 25, 13, 16, 2, 13, 11]","[5, 16, 10, 13, 1, 11, 5]","[3, 6, 6, 11, 0, 5, 3]","[2, 3, 5, 5, 0, 3, 0]","[1, 2, 3, 2, 0, 0, 0]"
"[13, 42, 25, 16, 6, 20, 22]","[11, 36, 16, 14, 4, 15, 16]","[10, 26, 15, 12, 1, 13, 12]","[5, 16, 11, 10, 0, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[13, 43, 24, 15, 24, 14, 11]","[12, 34, 21, 12, 16, 12, 10]","[10, 24, 13, 10, 14, 11, 5]","[4, 14, 11, 5, 11, 6, 4]","[3, 5, 10, 4, 4, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 50, 22, 15, 21, 14, 12]","[11, 41, 14, 13, 16, 11, 11]","[10, 24, 13, 11, 13, 10, 6]","[4, 14, 11, 5, 11, 6, 4]","[3, 5, 10, 4, 4, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 51, 21, 15, 20, 15, 12]","[11, 41, 14, 13, 16, 11, 11]","[10, 24, 13, 11, 13, 10, 6]","[4, 14, 11, 5, 11, 6, 4]","[3, 5, 10, 4, 4, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[14, 36, 23, 30, 6, 20, 15]","[11, 33, 20, 23, 4, 15, 12]","[6, 25, 13, 16, 2, 13, 11]","[5, 16, 10, 13, 1, 11, 5]","[3, 6, 6, 11, 0, 5, 3]","[2, 3, 5, 5, 0, 3, 0]","[1, 2, 3, 2, 0, 0, 0]"
"[14, 41, 32, 22, 14, 12, 12]","[13, 32, 23, 20, 10, 11, 11]","[10, 22, 16, 13, 6, 10, 10]","[3, 13, 13, 11, 5, 6, 4]","[2, 5, 12, 4, 3, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[14, 42, 24, 21, 15, 20, 11]","[12, 33, 16, 20, 11, 15, 10]","[6, 23, 13, 14, 10, 13, 5]","[4, 15, 11, 10, 5, 11, 3]","[2, 5, 10, 5, 3, 5, 2]","[0, 3, 4, 3, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[14, 50, 20, 16, 21, 13, 13]","[11, 41, 14, 13, 16, 11, 11]","[10, 24, 13, 11, 13, 10, 6]","[4, 14, 11, 5, 11, 6, 4]","[3, 5, 10, 4, 4, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[15, 40, 26, 24, 13, 13, 13]","[13, 32, 23, 20, 10, 11, 11]","[10, 22, 16, 13, 6, 10, 10]","[3, 13, 13, 11, 5, 6, 4]","[2, 5, 12, 4, 3, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[15, 40, 30, 22, 5, 21, 14]","[12, 33, 23, 20, 2, 15, 13]","[10, 26, 15, 12, 1, 13, 12]","[5, 16, 11, 10, 0, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
