"[1, 25, 14, 14, 11, 13, 6]","[0, 15, 12, 12, 5, 11, 4]","[0, 6, 6, 11, 3, 5, 3]","[0, 3, 5, 5, 2, 3, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[2, 23, 15, 14, 10, 15, 5]","[0, 15, 12, 12, 5, 11, 4]","[0, 6, 6, 11, 3, 5, 3]","[0, 3, 5, 5, 2, 3, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[3, 22, 20, 14, 10, 12, 6]","[0, 15, 12, 12, 5, 11, 4]","[0, 6, 6, 11, 3, 5, 3]","[0, 3, 5, 5, 2, 3, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[6, 23, 13, 14, 10, 13, 5]","[4, 15, 11, 10, 5, 11, 3]","[2, 5, 10, 5, 3, 5, 2]","[0, 3, 4, 3, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[6, 23, 14, 13, 10, 12, 6]","[4, 15, 11, 10, 5, 11, 3]","[2, 5, 10, 5, 3, 5, 2]","[0, 3, 4, 3, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[6, 25, 13, 11, 11, 11, 10]","[4, 13, 11, 6, 10, 6, 5]","[2, 5, 10, 4, 5, 4, 2]","[0, 3, 4, 3, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 22, 16, 13, 6, 10, 10]","[3, 13, 13, 11, 5, 6, 4]","[2, 5, 12, 4, 3, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 23, 13, 15, 10, 11, 5]","[4, 13, 11, 12, 6, 5, 4]","[3, 5, 6, 10, 3, 3, 2]","[1, 3, 4, 3, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 23, 15, 10, 12, 12, 5]","[4, 14, 11, 5, 11, 6, 4]","[3, 5, 10, 4, 4, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 24, 5, 13, 13, 12, 10]","[4, 15, 2, 10, 11, 10, 6]","[1, 6, 0, 6, 6, 5, 4]","[0, 4, 0, 5, 4, 3, 0]","[0, 3, 0, 3, 1, 1, 0]"
"[10, 24, 13, 10, 14, 11, 5]","[4, 14, 11, 5, 11, 6, 4]","[3, 5, 10, 4, 4, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 24, 13, 11, 13, 10, 6]","[4, 14, 11, 5, 11, 6, 4]","[3, 5, 10, 4, 4, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 24, 14, 10, 11, 11, 10]","[3, 12, 12, 6, 5, 10, 6]","[1, 5, 6, 4, 4, 5, 3]","[0, 3, 5, 2, 1, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 26, 4, 11, 14, 10, 12]","[4, 16, 1, 10, 11, 6, 10]","[1, 6, 0, 6, 6, 5, 4]","[0, 4, 0, 5, 4, 3, 0]","[0, 3, 0, 3, 1, 1, 0]"
