"[0, 16, 16, 6, 13, 5, 12]","[0, 11, 14, 4, 12, 3, 5]","[0, 3, 12, 2, 6, 1, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 15, 22, 5, 6, 12, 6]","[1, 12, 14, 4, 5, 6, 3]","[0, 5, 12, 2, 2, 4, 1]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[3, 16, 22, 4, 12, 3, 11]","[2, 11, 15, 1, 10, 2, 6]","[0, 2, 12, 0, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[3, 21, 20, 6, 12, 1, 11]","[1, 12, 13, 4, 11, 0, 6]","[0, 3, 11, 2, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[3, 22, 11, 11, 6, 10, 11]","[1, 11, 5, 6, 5, 6, 6]","[0, 4, 4, 5, 4, 3, 2]","[0, 3, 2, 3, 0, 1, 1]"
"[4, 15, 22, 2, 14, 4, 10]","[2, 11, 15, 1, 10, 2, 6]","[0, 2, 12, 0, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 15, 22, 3, 12, 5, 10]","[2, 11, 15, 1, 10, 2, 6]","[0, 2, 12, 0, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 16, 20, 4, 13, 3, 11]","[2, 11, 15, 1, 10, 2, 6]","[0, 2, 12, 0, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 20, 12, 13, 6, 5, 11]","[2, 12, 6, 11, 4, 3, 6]","[1, 5, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 1, 0, 1]"
"[4, 21, 11, 14, 6, 5, 10]","[2, 12, 6, 13, 3, 3, 5]","[1, 6, 3, 6, 2, 1, 3]","[0, 3, 1, 3, 1, 0, 0]"
"[4, 21, 12, 12, 6, 6, 10]","[2, 13, 5, 11, 4, 5, 4]","[1, 6, 3, 6, 1, 2, 3]","[0, 3, 1, 3, 0, 1, 0]"
"[4, 21, 12, 12, 6, 11, 5]","[3, 12, 5, 11, 4, 6, 3]","[2, 5, 3, 5, 2, 4, 1]","[1, 3, 0, 3, 0, 1, 0]"
"[4, 22, 11, 10, 11, 11, 5]","[2, 11, 5, 6, 6, 6, 4]","[1, 5, 3, 5, 4, 4, 0]","[0, 3, 2, 3, 1, 1, 0]"
"[5, 16, 10, 11, 10, 6, 13]","[2, 6, 6, 6, 6, 4, 10]","[0, 4, 4, 5, 4, 3, 2]","[0, 3, 2, 3, 0, 1, 1]"
"[5, 20, 11, 13, 5, 12, 5]","[3, 12, 5, 11, 4, 5, 4]","[2, 5, 3, 6, 1, 2, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[5, 20, 11, 14, 5, 6, 10]","[2, 12, 6, 13, 3, 3, 5]","[1, 6, 3, 6, 2, 1, 3]","[0, 3, 1, 3, 1, 0, 0]"
"[5, 20, 12, 12, 5, 11, 6]","[3, 12, 5, 11, 4, 5, 4]","[2, 5, 3, 6, 1, 2, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[5, 20, 12, 12, 6, 6, 10]","[2, 13, 5, 11, 5, 4, 4]","[1, 6, 3, 6, 2, 1, 3]","[0, 3, 1, 3, 1, 0, 0]"
"[5, 21, 10, 13, 5, 11, 6]","[3, 12, 5, 11, 4, 5, 4]","[2, 5, 3, 6, 1, 2, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[5, 21, 10, 13, 6, 6, 10]","[2, 13, 5, 11, 5, 4, 4]","[1, 6, 3, 6, 2, 1, 3]","[0, 3, 1, 3, 1, 0, 0]"
"[5, 21, 11, 10, 5, 12, 10]","[2, 11, 5, 6, 4, 6, 6]","[1, 5, 3, 5, 2, 4, 2]","[0, 3, 0, 3, 0, 1, 1]"
"[5, 21, 11, 10, 10, 12, 5]","[2, 11, 5, 6, 6, 6, 4]","[1, 5, 3, 5, 4, 4, 0]","[0, 3, 2, 3, 1, 1, 0]"
"[5, 21, 11, 15, 3, 6, 10]","[3, 12, 6, 13, 2, 3, 5]","[2, 6, 3, 6, 1, 1, 3]","[1, 3, 1, 3, 0, 0, 0]"
"[5, 21, 12, 10, 5, 11, 10]","[2, 11, 6, 6, 4, 5, 6]","[1, 5, 4, 5, 2, 3, 2]","[0, 3, 1, 3, 0, 0, 1]"
"[5, 21, 12, 11, 6, 5, 11]","[4, 11, 6, 10, 5, 2, 6]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[6, 20, 10, 13, 5, 11, 6]","[3, 12, 5, 11, 4, 6, 3]","[2, 5, 3, 5, 2, 4, 1]","[1, 3, 0, 3, 0, 1, 0]"
"[6, 20, 11, 13, 5, 10, 6]","[3, 12, 6, 11, 4, 5, 3]","[2, 5, 4, 5, 2, 3, 1]","[1, 3, 1, 3, 0, 0, 0]"
"[6, 20, 12, 10, 5, 10, 11]","[2, 11, 6, 6, 4, 5, 6]","[1, 5, 4, 5, 2, 3, 2]","[0, 3, 1, 3, 0, 0, 1]"
"[10, 16, 10, 11, 6, 6, 12]","[4, 6, 5, 10, 5, 5, 5]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
