"[13, 46, 33, 23, 21, 15, 13]","[12, 41, 30, 14, 16, 13, 11]","[10, 30, 25, 11, 13, 12, 6]","[4, 21, 22, 5, 12, 10, 4]","[2, 14, 14, 4, 6, 5, 3]","[1, 11, 12, 2, 2, 3, 1]","[0, 2, 5, 0, 1, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 46, 34, 21, 22, 15, 13]","[12, 41, 30, 14, 16, 13, 11]","[10, 30, 25, 11, 13, 12, 6]","[4, 21, 22, 5, 12, 10, 4]","[2, 14, 14, 4, 6, 5, 3]","[1, 11, 12, 2, 2, 3, 1]","[0, 2, 5, 0, 1, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[13, 51, 30, 24, 15, 21, 13]","[11, 42, 24, 20, 13, 15, 12]","[6, 33, 16, 15, 10, 13, 11]","[4, 23, 15, 11, 6, 11, 5]","[3, 14, 13, 6, 4, 5, 3]","[2, 11, 12, 2, 1, 3, 1]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[14, 43, 32, 23, 23, 14, 15]","[13, 36, 25, 15, 16, 12, 14]","[12, 30, 22, 12, 14, 6, 11]","[10, 21, 14, 10, 12, 5, 6]","[4, 12, 11, 6, 10, 3, 4]","[2, 4, 6, 4, 4, 2, 2]","[1, 3, 2, 3, 0, 1, 0]"
"[14, 43, 33, 22, 22, 15, 15]","[13, 36, 25, 15, 16, 12, 14]","[12, 30, 22, 12, 14, 6, 11]","[10, 21, 14, 10, 12, 5, 6]","[4, 12, 11, 6, 10, 3, 4]","[2, 4, 6, 4, 4, 2, 2]","[1, 3, 2, 3, 0, 1, 0]"
"[14, 44, 31, 23, 23, 13, 16]","[13, 36, 25, 15, 16, 12, 14]","[12, 30, 22, 12, 14, 6, 11]","[10, 21, 14, 10, 12, 5, 6]","[4, 12, 11, 6, 10, 3, 4]","[2, 4, 6, 4, 4, 2, 2]","[1, 3, 2, 3, 0, 1, 0]"
"[14, 44, 32, 21, 23, 15, 15]","[13, 36, 25, 15, 16, 12, 14]","[12, 30, 22, 12, 14, 6, 11]","[10, 21, 14, 10, 12, 5, 6]","[4, 12, 11, 6, 10, 3, 4]","[2, 4, 6, 4, 4, 2, 2]","[1, 3, 2, 3, 0, 1, 0]"
"[14, 44, 32, 21, 24, 13, 16]","[13, 36, 25, 15, 16, 12, 14]","[12, 30, 22, 12, 14, 6, 11]","[10, 21, 14, 10, 12, 5, 6]","[4, 12, 11, 6, 10, 3, 4]","[2, 4, 6, 4, 4, 2, 2]","[1, 3, 2, 3, 0, 1, 0]"
"[14, 45, 31, 21, 23, 14, 16]","[13, 36, 25, 15, 16, 12, 14]","[12, 30, 22, 12, 14, 6, 11]","[10, 21, 14, 10, 12, 5, 6]","[4, 12, 11, 6, 10, 3, 4]","[2, 4, 6, 4, 4, 2, 2]","[1, 3, 2, 3, 0, 1, 0]"
"[14, 46, 30, 23, 16, 20, 15]","[11, 42, 24, 20, 13, 15, 12]","[6, 33, 16, 15, 10, 13, 11]","[4, 23, 15, 11, 6, 11, 5]","[3, 14, 13, 6, 4, 5, 3]","[2, 11, 12, 2, 1, 3, 1]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[14, 50, 26, 23, 16, 16, 16]","[12, 42, 23, 21, 14, 14, 11]","[11, 32, 15, 16, 10, 13, 10]","[5, 21, 13, 13, 6, 11, 5]","[4, 12, 11, 10, 5, 5, 3]","[2, 4, 6, 5, 3, 2, 2]","[1, 3, 2, 3, 1, 0, 0]"
"[14, 50, 31, 22, 16, 20, 14]","[11, 42, 24, 20, 13, 15, 12]","[6, 33, 16, 15, 10, 13, 11]","[4, 23, 15, 11, 6, 11, 5]","[3, 14, 13, 6, 4, 5, 3]","[2, 11, 12, 2, 1, 3, 1]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[15, 43, 31, 26, 20, 12, 20]","[12, 36, 23, 23, 15, 10, 15]","[10, 31, 16, 16, 14, 4, 13]","[5, 21, 15, 13, 11, 3, 10]","[3, 11, 13, 10, 10, 0, 6]","[0, 2, 12, 4, 6, 0, 4]","[0, 0, 6, 3, 3, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[15, 43, 34, 21, 23, 16, 12]","[14, 35, 30, 14, 20, 14, 10]","[10, 30, 25, 11, 13, 12, 6]","[4, 21, 22, 5, 12, 10, 4]","[2, 14, 14, 4, 6, 5, 3]","[1, 11, 12, 2, 2, 3, 1]","[0, 2, 5, 0, 1, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[15, 44, 31, 20, 24, 14, 16]","[13, 36, 25, 15, 16, 12, 14]","[12, 30, 22, 12, 14, 6, 11]","[10, 21, 14, 10, 12, 5, 6]","[4, 12, 11, 6, 10, 3, 4]","[2, 4, 6, 4, 4, 2, 2]","[1, 3, 2, 3, 0, 1, 0]"
"[16, 42, 35, 20, 22, 16, 13]","[14, 35, 30, 14, 20, 14, 10]","[10, 30, 25, 11, 13, 12, 6]","[4, 21, 22, 5, 12, 10, 4]","[2, 14, 14, 4, 6, 5, 3]","[1, 11, 12, 2, 2, 3, 1]","[0, 2, 5, 0, 1, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
