"[5, 25, 14, 14, 6, 12, 11]","[4, 16, 11, 13, 3, 6, 6]","[3, 11, 10, 10, 1, 5, 2]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[5, 26, 10, 14, 11, 12, 12]","[3, 16, 3, 13, 6, 10, 10]","[0, 11, 2, 6, 5, 6, 4]","[0, 5, 0, 5, 3, 4, 1]","[0, 3, 0, 3, 1, 1, 0]"
"[6, 23, 22, 13, 2, 12, 12]","[5, 16, 12, 10, 1, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[6, 24, 15, 13, 4, 13, 12]","[5, 16, 12, 10, 1, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[6, 24, 16, 12, 4, 12, 13]","[5, 16, 12, 10, 1, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[6, 24, 21, 12, 3, 12, 12]","[5, 16, 12, 10, 1, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[6, 25, 15, 11, 4, 14, 12]","[5, 16, 12, 10, 1, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[6, 30, 6, 14, 12, 11, 11]","[4, 20, 4, 12, 10, 10, 5]","[0, 13, 1, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[6, 30, 10, 14, 10, 12, 11]","[2, 20, 5, 12, 5, 11, 6]","[0, 13, 1, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[10, 20, 22, 14, 13, 6, 5]","[4, 13, 15, 12, 11, 4, 3]","[3, 4, 13, 6, 5, 2, 2]","[2, 2, 10, 3, 3, 0, 0]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 22, 25, 1, 16, 4, 12]","[5, 14, 20, 0, 14, 2, 10]","[2, 10, 14, 0, 11, 0, 6]","[0, 2, 12, 0, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 23, 21, 12, 11, 11, 5]","[5, 12, 14, 10, 10, 6, 4]","[2, 4, 12, 6, 4, 4, 2]","[1, 2, 5, 5, 0, 3, 0]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 24, 14, 12, 12, 10, 11]","[4, 13, 10, 11, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 26, 13, 10, 12, 11, 10]","[5, 14, 10, 5, 11, 10, 5]","[2, 5, 6, 4, 6, 3, 4]","[1, 4, 4, 2, 3, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 30, 14, 13, 2, 11, 11]","[10, 16, 11, 10, 0, 10, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[12, 30, 15, 12, 1, 12, 11]","[10, 16, 11, 10, 0, 10, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
