"[1, 21, 5, 12, 5, 12, 5]","[0, 13, 1, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[1, 21, 5, 13, 5, 11, 5]","[0, 12, 3, 11, 4, 4, 4]","[0, 5, 1, 6, 0, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 16, 13, 11, 4, 6, 6]","[1, 11, 11, 6, 2, 5, 2]","[0, 2, 5, 5, 1, 3, 0]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 20, 5, 12, 5, 11, 6]","[0, 13, 1, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[3, 14, 6, 14, 10, 4, 10]","[0, 6, 5, 12, 3, 3, 5]","[0, 4, 3, 6, 2, 0, 3]","[0, 3, 1, 3, 0, 0, 1]"
"[3, 16, 3, 13, 6, 10, 10]","[0, 11, 2, 6, 5, 6, 4]","[0, 5, 0, 5, 3, 4, 1]","[0, 3, 0, 3, 1, 1, 0]"
"[3, 16, 4, 13, 11, 6, 5]","[2, 11, 3, 10, 6, 4, 2]","[0, 4, 0, 5, 4, 3, 0]","[0, 3, 0, 3, 1, 1, 0]"
"[3, 20, 4, 11, 10, 11, 5]","[0, 11, 2, 6, 5, 6, 4]","[0, 5, 0, 5, 3, 4, 1]","[0, 3, 0, 3, 1, 1, 0]"
"[5, 12, 14, 10, 10, 6, 4]","[2, 4, 12, 6, 4, 4, 2]","[1, 2, 5, 5, 0, 3, 0]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[5, 14, 12, 12, 4, 10, 4]","[3, 6, 6, 11, 0, 5, 3]","[2, 3, 5, 5, 0, 3, 0]","[1, 2, 3, 2, 0, 0, 0]"
"[5, 16, 10, 13, 1, 11, 5]","[3, 6, 6, 11, 0, 5, 3]","[2, 3, 5, 5, 0, 3, 0]","[1, 2, 3, 2, 0, 0, 0]"
"[5, 16, 11, 12, 1, 10, 6]","[3, 6, 6, 11, 0, 5, 3]","[2, 3, 5, 5, 0, 3, 0]","[1, 2, 3, 2, 0, 0, 0]"
"[6, 14, 10, 10, 4, 10, 10]","[1, 5, 6, 6, 1, 6, 5]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[6, 15, 10, 13, 1, 10, 6]","[3, 6, 6, 11, 0, 5, 3]","[2, 3, 5, 5, 0, 3, 0]","[1, 2, 3, 2, 0, 0, 0]"
"[6, 15, 11, 4, 10, 6, 6]","[4, 10, 10, 3, 5, 4, 2]","[1, 4, 5, 1, 2, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 16, 11, 10, 0, 10, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
