"[11, 41, 26, 20, 13, 13, 12]","[6, 31, 22, 14, 11, 12, 10]","[4, 21, 15, 12, 6, 11, 5]","[3, 12, 12, 11, 4, 5, 3]","[2, 4, 6, 5, 2, 3, 2]","[1, 3, 2, 3, 0, 1, 0]"
"[12, 42, 32, 12, 14, 12, 12]","[11, 33, 22, 10, 11, 11, 11]","[6, 20, 16, 4, 10, 10, 10]","[1, 12, 14, 3, 5, 6, 4]","[0, 5, 12, 1, 2, 4, 2]","[0, 2, 5, 0, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[15, 35, 23, 16, 15, 14, 12]","[14, 26, 20, 13, 13, 10, 10]","[10, 20, 14, 10, 11, 6, 5]","[3, 11, 12, 6, 6, 4, 3]","[2, 4, 10, 3, 4, 3, 0]","[0, 2, 5, 0, 1, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[15, 36, 22, 16, 15, 13, 13]","[14, 30, 16, 12, 14, 10, 10]","[10, 20, 14, 10, 11, 6, 5]","[3, 11, 12, 6, 6, 4, 3]","[2, 4, 10, 3, 4, 3, 0]","[0, 2, 5, 0, 1, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[15, 40, 26, 14, 13, 15, 10]","[12, 31, 24, 12, 10, 12, 5]","[10, 22, 16, 10, 5, 10, 4]","[3, 14, 13, 6, 3, 5, 2]","[2, 11, 11, 2, 1, 3, 0]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[16, 35, 24, 14, 20, 12, 12]","[14, 30, 16, 12, 14, 10, 10]","[10, 20, 14, 10, 11, 6, 5]","[3, 11, 12, 6, 6, 4, 3]","[2, 4, 10, 3, 4, 3, 0]","[0, 2, 5, 0, 1, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[20, 35, 24, 14, 20, 12, 11]","[14, 30, 16, 12, 14, 10, 10]","[10, 20, 14, 10, 11, 6, 5]","[3, 11, 12, 6, 6, 4, 3]","[2, 4, 10, 3, 4, 3, 0]","[0, 2, 5, 0, 1, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
