"[0, 25, 16, 16, 7, 13, 11, 11]","[0, 15, 14, 14, 6, 11, 6, 7]","[0, 7, 13, 13, 3, 7, 3, 5]","[0, 4, 12, 6, 2, 5, 2, 2]","[0, 2, 5, 5, 0, 3, 0, 1]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[1, 24, 17, 7, 11, 15, 7, 15]","[0, 15, 15, 6, 7, 12, 6, 11]","[0, 7, 13, 5, 6, 7, 3, 7]","[0, 5, 12, 2, 5, 5, 1, 3]","[0, 2, 7, 0, 4, 1, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 17, 22, 7, 20, 7, 6, 14]","[2, 14, 16, 6, 15, 6, 4, 10]","[0, 7, 14, 5, 12, 4, 0, 7]","[0, 4, 12, 4, 7, 2, 0, 4]","[0, 2, 7, 3, 3, 1, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 25, 7, 14, 14, 11, 12, 12]","[3, 16, 3, 13, 10, 7, 11, 10]","[0, 7, 2, 7, 7, 6, 7, 6]","[0, 6, 0, 6, 6, 5, 4, 1]","[0, 4, 0, 5, 4, 3, 0, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[5, 21, 21, 5, 17, 7, 7, 14]","[4, 14, 16, 4, 15, 4, 6, 10]","[2, 7, 15, 3, 10, 2, 3, 7]","[0, 4, 12, 0, 7, 0, 2, 4]","[0, 2, 7, 0, 4, 0, 1, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 24, 13, 13, 13, 13, 12, 6]","[4, 16, 10, 6, 11, 11, 10, 5]","[1, 6, 7, 5, 7, 7, 5, 4]","[0, 4, 6, 4, 5, 4, 3, 0]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 25, 13, 11, 13, 14, 12, 6]","[4, 16, 10, 6, 11, 11, 10, 5]","[1, 6, 7, 5, 7, 7, 5, 4]","[0, 4, 6, 4, 5, 4, 3, 0]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[7, 25, 15, 7, 11, 12, 11, 11]","[6, 14, 12, 6, 10, 7, 10, 6]","[3, 7, 10, 5, 6, 6, 4, 4]","[1, 5, 7, 3, 3, 4, 1, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[7, 26, 14, 7, 11, 11, 11, 12]","[6, 15, 11, 6, 7, 10, 7, 7]","[4, 10, 10, 5, 6, 6, 4, 3]","[1, 5, 7, 3, 3, 4, 1, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[7, 26, 14, 7, 11, 11, 12, 11]","[6, 15, 11, 6, 7, 10, 10, 6]","[3, 7, 10, 5, 6, 6, 4, 4]","[1, 5, 7, 3, 3, 4, 1, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[7, 26, 14, 11, 11, 7, 13, 10]","[5, 16, 12, 7, 7, 6, 11, 5]","[4, 11, 10, 6, 6, 3, 6, 2]","[2, 5, 6, 4, 4, 2, 2, 1]","[1, 3, 2, 3, 1, 0, 0, 0]"
"[10, 26, 11, 13, 7, 11, 13, 10]","[5, 15, 7, 10, 6, 10, 11, 6]","[2, 7, 6, 7, 5, 5, 6, 4]","[1, 6, 4, 6, 3, 2, 3, 1]","[0, 3, 2, 3, 1, 1, 0, 0]"
"[10, 26, 22, 12, 3, 11, 11, 6]","[6, 17, 15, 10, 2, 10, 6, 5]","[3, 12, 13, 7, 1, 5, 3, 3]","[2, 6, 11, 2, 0, 3, 2, 1]","[1, 2, 5, 0, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
