"[0, 2, 12, 3, 5, 2, 3, 0]","[0, 0, 6, 0, 4, 0, 2, 0]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 6, 11, 2, 1, 3, 2, 2]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 6, 11, 2, 2, 3, 2, 1]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[1, 6, 11, 2, 0, 3, 2, 2]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[1, 6, 11, 2, 2, 3, 2, 0]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 5, 10, 2, 3, 4, 0, 1]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 5, 10, 2, 3, 4, 1, 0]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 5, 10, 3, 2, 4, 0, 1]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 5, 10, 3, 2, 4, 1, 0]","[0, 2, 5, 1, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 6, 11, 2, 0, 3, 2, 1]","[1, 2, 5, 0, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 6, 11, 2, 1, 3, 2, 0]","[1, 2, 5, 0, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 10, 3, 6, 1, 1, 3, 1]","[0, 3, 1, 3, 0, 0, 1, 0]"
"[3, 5, 10, 2, 2, 4, 0, 1]","[1, 2, 5, 0, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 5, 10, 2, 2, 4, 1, 0]","[1, 2, 5, 0, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 10, 2, 6, 1, 1, 3, 1]","[1, 3, 0, 3, 0, 0, 1, 0]"
"[3, 10, 3, 6, 1, 1, 2, 1]","[1, 3, 1, 3, 0, 0, 0, 0]"
