"[0, 6, 14, 11, 5, 2, 6, 3]","[0, 2, 12, 7, 3, 0, 3, 2]","[0, 0, 6, 4, 2, 0, 2, 0]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 11, 2, 7, 7, 7, 6, 5]","[0, 6, 0, 6, 6, 5, 4, 1]","[0, 4, 0, 5, 4, 3, 0, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[1, 12, 13, 6, 3, 5, 4, 3]","[0, 6, 11, 2, 1, 3, 2, 2]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[1, 12, 13, 7, 3, 5, 3, 3]","[0, 6, 11, 2, 2, 3, 2, 1]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 6, 14, 4, 10, 5, 5, 1]","[0, 2, 12, 3, 5, 2, 3, 0]","[0, 0, 6, 0, 4, 0, 2, 0]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 7, 15, 0, 10, 5, 2, 6]","[0, 4, 12, 0, 7, 2, 0, 4]","[0, 2, 7, 0, 4, 1, 0, 2]","[0, 0, 4, 0, 2, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 11, 6, 7, 5, 5, 5, 4]","[1, 6, 4, 6, 3, 1, 3, 2]","[0, 3, 2, 3, 1, 0, 0, 1]"
"[2, 11, 6, 7, 5, 5, 6, 3]","[1, 6, 4, 5, 4, 2, 3, 1]","[0, 3, 2, 3, 1, 0, 1, 0]"
"[2, 11, 6, 7, 5, 6, 5, 3]","[1, 6, 4, 5, 4, 3, 2, 1]","[0, 3, 2, 3, 1, 1, 0, 0]"
"[2, 11, 6, 7, 6, 4, 6, 3]","[1, 6, 4, 5, 4, 3, 2, 1]","[0, 3, 2, 3, 1, 1, 0, 0]"
"[2, 12, 12, 11, 3, 3, 3, 3]","[1, 5, 6, 4, 2, 2, 2, 2]","[0, 3, 1, 3, 0, 0, 0, 1]"
"[3, 7, 10, 5, 6, 6, 4, 4]","[1, 5, 7, 3, 3, 4, 1, 2]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 10, 5, 7, 7, 5, 4, 4]","[1, 6, 4, 5, 4, 2, 3, 1]","[0, 3, 2, 3, 1, 0, 1, 0]"
"[3, 10, 10, 12, 3, 5, 3, 3]","[0, 4, 6, 5, 2, 3, 2, 2]","[0, 3, 2, 3, 0, 1, 0, 1]"
"[3, 12, 10, 11, 4, 3, 3, 3]","[1, 5, 6, 4, 2, 2, 2, 2]","[0, 3, 1, 3, 0, 0, 0, 1]"
"[3, 12, 11, 10, 3, 5, 3, 2]","[1, 5, 6, 4, 2, 3, 2, 1]","[0, 2, 3, 2, 0, 1, 0, 0]"
"[3, 12, 12, 11, 3, 3, 3, 2]","[2, 5, 6, 4, 2, 2, 2, 1]","[1, 3, 1, 3, 0, 0, 0, 0]"
"[3, 12, 13, 6, 3, 5, 4, 1]","[2, 6, 11, 2, 1, 3, 2, 0]","[1, 2, 5, 0, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 12, 13, 7, 1, 5, 3, 3]","[2, 6, 11, 2, 0, 3, 2, 1]","[1, 2, 5, 0, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[3, 13, 5, 13, 4, 3, 4, 2]","[2, 10, 3, 6, 1, 1, 3, 1]","[0, 3, 1, 3, 0, 0, 1, 0]"
"[3, 13, 6, 13, 2, 3, 5, 2]","[2, 10, 3, 6, 1, 1, 3, 1]","[0, 3, 1, 3, 0, 0, 1, 0]"
"[3, 14, 6, 11, 3, 2, 6, 2]","[2, 10, 3, 6, 1, 1, 3, 1]","[0, 3, 1, 3, 0, 0, 1, 0]"
"[4, 7, 7, 6, 10, 3, 4, 4]","[2, 5, 6, 4, 4, 2, 2, 1]","[1, 3, 2, 3, 1, 0, 0, 0]"
"[4, 11, 13, 4, 5, 6, 2, 2]","[3, 5, 10, 2, 2, 4, 0, 1]","[1, 2, 5, 0, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[4, 13, 5, 10, 5, 4, 4, 2]","[2, 10, 3, 6, 1, 1, 3, 1]","[0, 3, 1, 3, 0, 0, 1, 0]"
"[4, 13, 5, 13, 4, 3, 3, 2]","[3, 10, 3, 6, 1, 1, 2, 1]","[1, 3, 1, 3, 0, 0, 0, 0]"
"[4, 13, 6, 10, 4, 2, 6, 2]","[2, 10, 3, 6, 1, 1, 3, 1]","[0, 3, 1, 3, 0, 0, 1, 0]"
"[5, 10, 13, 5, 3, 7, 2, 2]","[3, 5, 10, 2, 2, 4, 1, 0]","[1, 2, 5, 0, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[5, 12, 10, 5, 4, 10, 1, 2]","[2, 5, 5, 4, 2, 5, 0, 1]","[1, 3, 2, 3, 0, 1, 0, 0]"
"[5, 12, 10, 5, 4, 10, 2, 1]","[2, 5, 5, 4, 2, 5, 1, 0]","[1, 3, 2, 3, 0, 1, 0, 0]"
"[5, 13, 4, 10, 5, 4, 4, 2]","[3, 10, 2, 6, 1, 1, 3, 1]","[1, 3, 0, 3, 0, 0, 1, 0]"
