"[0, 3, 7, 7, 2, 5, 0, 4]","[0, 2, 5, 5, 0, 3, 0, 1]","[0, 0, 3, 3, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 4, 7, 5, 3, 4, 2, 3]","[0, 3, 5, 2, 0, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 4, 7, 6, 2, 3, 3, 3]","[0, 3, 5, 2, 0, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 4, 7, 6, 3, 3, 2, 3]","[0, 3, 5, 2, 1, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 4, 7, 6, 3, 3, 3, 2]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 5, 5, 6, 3, 5, 3, 1]","[0, 3, 4, 3, 2, 1, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 5, 6, 4, 4, 5, 3, 1]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[0, 6, 0, 6, 6, 5, 4, 1]","[0, 4, 0, 5, 4, 3, 0, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[0, 6, 1, 6, 6, 5, 4, 0]","[0, 4, 0, 5, 4, 3, 0, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[1, 5, 5, 6, 3, 5, 3, 0]","[0, 3, 4, 3, 2, 1, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[1, 5, 6, 4, 4, 5, 3, 0]","[0, 3, 5, 2, 1, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[1, 6, 0, 6, 6, 5, 4, 0]","[0, 4, 0, 5, 4, 3, 0, 0]","[0, 3, 0, 3, 1, 1, 0, 0]"
"[2, 4, 7, 5, 3, 4, 0, 3]","[1, 3, 5, 2, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 10, 11, 2, 1, 3, 1, 2]","[0, 2, 5, 0, 0, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 10, 11, 2, 1, 3, 2, 1]","[0, 2, 5, 0, 0, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
"[2, 10, 11, 2, 2, 3, 1, 1]","[0, 2, 5, 0, 1, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]"
