"[4, 32, 14, 21, 11]","[3, 22, 11, 14, 3]","[2, 13, 3, 11, 1]","[1, 3, 1, 3, 0]"
"[11, 32, 22, 11, 11]","[10, 20, 13, 4, 10]","[1, 11, 11, 2, 3]","[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[12, 24, 23, 10, 13]","[10, 20, 14, 2, 11]","[2, 10, 11, 1, 4]","[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[13, 30, 20, 13, 11]","[10, 20, 13, 4, 10]","[1, 11, 11, 2, 3]","[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
