"[134, 320, 222, 144, 204]","[131, 312, 211, 141, 144]","[130, 243, 203, 133, 140]","[121, 234, 200, 122, 132]","[113, 224, 133, 114, 130]","[111, 212, 130, 104, 122]","[103, 144, 120, 102, 120]","[43, 133, 111, 100, 112]","[40, 120, 104, 41, 110]","[30, 104, 102, 40, 101]","[14, 44, 100, 33, 43]","[11, 41, 44, 24, 33]","[10, 32, 42, 21, 23]","[3, 24, 32, 13, 21]","[2, 21, 23, 4, 14]","[1, 13, 14, 2, 11]","[0, 2, 12, 0, 4]","[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[140, 320, 222, 144, 203]","[131, 312, 211, 141, 144]","[130, 243, 203, 133, 140]","[121, 234, 200, 122, 132]","[113, 224, 133, 114, 130]","[111, 212, 130, 104, 122]","[103, 144, 120, 102, 120]","[43, 133, 111, 100, 112]","[40, 120, 104, 41, 110]","[30, 104, 102, 40, 101]","[14, 44, 100, 33, 43]","[11, 41, 44, 24, 33]","[10, 32, 42, 21, 23]","[3, 24, 32, 13, 21]","[2, 21, 23, 4, 14]","[1, 13, 14, 2, 11]","[0, 2, 12, 0, 4]","[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
"[141, 312, 224, 200, 202]","[132, 303, 212, 143, 144]","[130, 243, 203, 133, 140]","[121, 234, 200, 122, 132]","[113, 224, 133, 114, 130]","[111, 212, 130, 104, 122]","[103, 144, 120, 102, 120]","[43, 133, 111, 100, 112]","[40, 120, 104, 41, 110]","[30, 104, 102, 40, 101]","[14, 44, 100, 33, 43]","[11, 41, 44, 24, 33]","[10, 32, 42, 21, 23]","[3, 24, 32, 13, 21]","[2, 21, 23, 4, 14]","[1, 13, 14, 2, 11]","[0, 2, 12, 0, 4]","[0, 0, 4, 0, 2]","[0, 0, 2, 0, 0]"
