Input,Output
"[31, 103, 42, 104, 53, 40]","[23, 55, 40, 100, 45, 34]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[10, 25, 11, 13, 10, 12]","[3, 14, 4, 11, 5, 10]"
"[12, 34, 14, 20, 14, 13]","[10, 25, 11, 13, 10, 12]"
"[13, 42, 24, 22, 21, 15]","[12, 34, 14, 20, 14, 13]"
"[14, 44, 33, 25, 25, 22]","[13, 42, 24, 22, 21, 15]"
"[20, 51, 42, 32, 31, 25]","[14, 44, 33, 25, 25, 22]"
"[22, 52, 52, 40, 33, 32]","[20, 51, 42, 32, 31, 25]"
"[23, 55, 55, 42, 41, 41]","[22, 52, 52, 40, 33, 32]"
"[31, 103, 100, 45, 45, 45]","[23, 55, 55, 42, 41, 41]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]"
"[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]"
"[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]"
"[1, 25, 13, 14, 14, 11]","[0, 14, 11, 12, 11, 5]"
"[2, 33, 21, 23, 15, 13]","[1, 25, 13, 14, 14, 11]"
"[3, 41, 24, 31, 23, 14]","[2, 33, 21, 23, 15, 13]"
"[11, 44, 30, 35, 30, 20]","[3, 41, 24, 31, 23, 14]"
"[13, 50, 33, 44, 34, 22]","[11, 44, 30, 35, 30, 20]"
"[15, 53, 34, 53, 41, 30]","[13, 50, 33, 44, 34, 22]"
"[23, 55, 40, 100, 45, 34]","[15, 53, 34, 53, 41, 30]"
"[31, 104, 41, 103, 54, 40]","[23, 55, 40, 100, 45, 34]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]"
"[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]"
"[11, 44, 21, 24, 21, 15]","[10, 34, 13, 23, 13, 13]"
"[12, 52, 32, 31, 22, 21]","[11, 44, 21, 24, 21, 15]"
"[14, 54, 34, 35, 30, 25]","[12, 52, 32, 31, 22, 21]"
"[22, 100, 42, 43, 34, 30]","[14, 54, 34, 35, 30, 25]"
"[25, 102, 50, 45, 42, 34]","[22, 100, 42, 43, 34, 30]"
"[31, 105, 52, 53, 45, 43]","[25, 102, 50, 45, 42, 34]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]"
"[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]"
"[11, 44, 21, 24, 21, 15]","[10, 34, 13, 23, 13, 13]"
"[12, 52, 32, 31, 22, 21]","[11, 44, 21, 24, 21, 15]"
"[14, 54, 34, 35, 30, 25]","[12, 52, 32, 31, 22, 21]"
"[22, 100, 42, 43, 34, 30]","[14, 54, 34, 35, 30, 25]"
"[25, 102, 50, 45, 42, 34]","[22, 100, 42, 43, 34, 30]"
"[31, 110, 53, 52, 45, 42]","[25, 102, 50, 45, 42, 34]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[10, 25, 11, 13, 10, 12]","[3, 14, 4, 11, 5, 10]"
"[12, 34, 14, 20, 14, 13]","[10, 25, 11, 13, 10, 12]"
"[13, 42, 24, 22, 21, 15]","[12, 34, 14, 20, 14, 13]"
"[14, 44, 33, 25, 25, 22]","[13, 42, 24, 22, 21, 15]"
"[20, 51, 42, 32, 31, 25]","[14, 44, 33, 25, 25, 22]"
"[22, 52, 52, 40, 33, 32]","[20, 51, 42, 32, 31, 25]"
"[24, 53, 55, 43, 42, 40]","[22, 52, 52, 40, 33, 32]"
"[32, 101, 102, 50, 45, 43]","[24, 53, 55, 43, 42, 40]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[10, 25, 11, 13, 10, 12]","[3, 14, 4, 11, 5, 10]"
"[12, 34, 14, 20, 14, 13]","[10, 25, 11, 13, 10, 12]"
"[13, 42, 24, 22, 21, 15]","[12, 34, 14, 20, 14, 13]"
"[14, 44, 33, 25, 25, 22]","[13, 42, 24, 22, 21, 15]"
"[20, 45, 42, 32, 34, 24]","[14, 44, 33, 25, 25, 22]"
"[23, 51, 44, 40, 43, 30]","[20, 45, 42, 32, 34, 24]"
"[24, 54, 51, 42, 51, 35]","[23, 51, 44, 40, 43, 30]"
"[32, 102, 54, 44, 100, 41]","[24, 54, 51, 42, 51, 35]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 5, 3, 10, 2, 3]","[0, 3, 0, 3, 1, 1]"
"[4, 14, 4, 11, 10, 5]","[2, 5, 3, 10, 2, 3]"
"[5, 24, 12, 13, 12, 11]","[4, 14, 4, 11, 10, 5]"
"[11, 34, 14, 20, 15, 13]","[5, 24, 12, 13, 12, 11]"
"[12, 42, 24, 21, 24, 14]","[11, 34, 14, 20, 15, 13]"
"[14, 51, 31, 24, 31, 20]","[12, 42, 24, 21, 24, 14]"
"[20, 52, 42, 32, 33, 22]","[14, 51, 31, 24, 31, 20]"
"[22, 54, 45, 35, 41, 30]","[20, 52, 42, 32, 33, 22]"
"[25, 55, 52, 40, 45, 40]","[22, 54, 45, 35, 41, 30]"
"[32, 102, 102, 43, 52, 42]","[25, 55, 52, 40, 45, 40]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[10, 25, 11, 13, 10, 12]","[3, 14, 4, 11, 5, 10]"
"[12, 34, 14, 20, 14, 13]","[10, 25, 11, 13, 10, 12]"
"[13, 42, 24, 22, 21, 15]","[12, 34, 14, 20, 14, 13]"
"[14, 44, 33, 25, 25, 22]","[13, 42, 24, 22, 21, 15]"
"[20, 51, 42, 32, 31, 25]","[14, 44, 33, 25, 25, 22]"
"[23, 53, 44, 40, 40, 31]","[20, 51, 42, 32, 31, 25]"
"[25, 101, 51, 42, 44, 35]","[23, 53, 44, 40, 40, 31]"
"[32, 104, 53, 50, 51, 43]","[25, 101, 51, 42, 44, 35]"
"[1, 11, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0]"
"[2, 13, 3, 4, 4, 0]","[1, 11, 1, 1, 1, 0]"
"[10, 20, 5, 10, 5, 3]","[2, 13, 3, 4, 4, 0]"
"[12, 30, 12, 13, 11, 4]","[10, 20, 5, 10, 5, 3]"
"[20, 34, 15, 20, 13, 10]","[12, 30, 12, 13, 11, 4]"
"[21, 44, 24, 21, 21, 11]","[20, 34, 15, 20, 13, 10]"
"[24, 50, 32, 30, 23, 13]","[21, 44, 24, 21, 21, 11]"
"[25, 52, 42, 33, 25, 21]","[24, 50, 32, 30, 23, 13]"
"[31, 54, 44, 40, 35, 24]","[25, 52, 42, 33, 25, 21]"
"[33, 55, 50, 44, 44, 32]","[31, 54, 44, 40, 35, 24]"
"[41, 103, 52, 50, 51, 40]","[33, 55, 50, 44, 44, 32]"
"[1, 11, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0]"
"[2, 13, 3, 4, 4, 0]","[1, 11, 1, 1, 1, 0]"
"[10, 20, 5, 10, 5, 3]","[2, 13, 3, 4, 4, 0]"
"[12, 30, 12, 13, 11, 4]","[10, 20, 5, 10, 5, 3]"
"[20, 34, 15, 20, 13, 10]","[12, 30, 12, 13, 11, 4]"
"[21, 44, 24, 21, 21, 11]","[20, 34, 15, 20, 13, 10]"
"[24, 50, 32, 30, 23, 13]","[21, 44, 24, 21, 21, 11]"
"[25, 52, 42, 33, 25, 21]","[24, 50, 32, 30, 23, 13]"
"[31, 54, 44, 40, 35, 24]","[25, 52, 42, 33, 25, 21]"
"[33, 55, 50, 45, 42, 33]","[31, 54, 44, 40, 35, 24]"
"[41, 104, 51, 50, 50, 41]","[33, 55, 50, 45, 42, 33]"
"[0, 3, 2, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 5, 4, 10, 3, 3]","[0, 3, 2, 3, 1, 1]"
"[4, 13, 5, 13, 5, 10]","[2, 5, 4, 10, 3, 3]"
"[5, 24, 11, 15, 11, 13]","[4, 13, 5, 13, 5, 10]"
"[11, 33, 20, 22, 12, 15]","[5, 24, 11, 15, 11, 13]"
"[13, 40, 25, 24, 15, 22]","[11, 33, 20, 22, 12, 15]"
"[14, 42, 33, 34, 23, 23]","[13, 40, 25, 24, 15, 22]"
"[21, 44, 40, 40, 34, 24]","[14, 42, 33, 34, 23, 23]"
"[22, 51, 45, 42, 42, 31]","[21, 44, 40, 40, 34, 24]"
"[25, 53, 51, 44, 50, 40]","[22, 51, 45, 42, 42, 31]"
"[31, 101, 53, 52, 53, 44]","[25, 53, 51, 44, 50, 40]"
"[0, 3, 2, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 5, 4, 10, 3, 3]","[0, 3, 2, 3, 1, 1]"
"[4, 13, 5, 13, 5, 10]","[2, 5, 4, 10, 3, 3]"
"[5, 24, 11, 15, 11, 13]","[4, 13, 5, 13, 5, 10]"
"[11, 33, 20, 22, 12, 15]","[5, 24, 11, 15, 11, 13]"
"[13, 40, 25, 24, 15, 22]","[11, 33, 20, 22, 12, 15]"
"[14, 42, 33, 34, 23, 23]","[13, 40, 25, 24, 15, 22]"
"[21, 44, 40, 40, 34, 24]","[14, 42, 33, 34, 23, 23]"
"[22, 51, 45, 42, 42, 31]","[21, 44, 40, 40, 34, 24]"
"[25, 53, 51, 44, 50, 40]","[22, 51, 45, 42, 42, 31]"
"[32, 100, 53, 51, 54, 44]","[25, 53, 51, 44, 50, 40]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]"
"[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]"
"[13, 42, 21, 30, 20, 14]","[10, 34, 13, 23, 13, 13]"
"[14, 45, 25, 33, 24, 21]","[13, 42, 21, 30, 20, 14]"
"[15, 53, 32, 41, 31, 24]","[14, 45, 25, 33, 24, 21]"
"[23, 100, 35, 50, 32, 31]","[15, 53, 32, 41, 31, 24]"
"[30, 102, 42, 54, 35, 35]","[23, 100, 35, 50, 32, 31]"
"[32, 112, 45, 101, 43, 41]","[30, 102, 42, 54, 35, 35]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]"
"[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]"
"[13, 42, 21, 30, 20, 14]","[10, 34, 13, 23, 13, 13]"
"[14, 45, 25, 33, 24, 21]","[13, 42, 21, 30, 20, 14]"
"[15, 53, 32, 41, 31, 24]","[14, 45, 25, 33, 24, 21]"
"[23, 100, 35, 50, 32, 31]","[15, 53, 32, 41, 31, 24]"
"[25, 104, 41, 53, 41, 34]","[23, 100, 35, 50, 32, 31]"
"[32, 113, 43, 101, 45, 40]","[25, 104, 41, 53, 41, 34]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]"
"[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]"
"[13, 42, 21, 30, 20, 14]","[10, 34, 13, 23, 13, 13]"
"[14, 45, 25, 33, 24, 21]","[13, 42, 21, 30, 20, 14]"
"[15, 53, 32, 41, 31, 24]","[14, 45, 25, 33, 24, 21]"
"[23, 100, 35, 50, 32, 31]","[15, 53, 32, 41, 31, 24]"
"[30, 102, 42, 54, 35, 35]","[23, 100, 35, 50, 32, 31]"
"[33, 105, 45, 102, 43, 42]","[30, 102, 42, 54, 35, 35]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]"
"[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]"
"[13, 42, 21, 30, 20, 14]","[10, 34, 13, 23, 13, 13]"
"[14, 45, 25, 33, 24, 21]","[13, 42, 21, 30, 20, 14]"
"[15, 53, 32, 41, 31, 24]","[14, 45, 25, 33, 24, 21]"
"[23, 100, 35, 50, 32, 31]","[15, 53, 32, 41, 31, 24]"
"[30, 102, 42, 54, 35, 35]","[23, 100, 35, 50, 32, 31]"
"[33, 111, 43, 103, 44, 40]","[30, 102, 42, 54, 35, 35]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]"
"[10, 34, 13, 23, 13, 13]","[4, 25, 11, 13, 11, 12]"
"[13, 42, 21, 30, 20, 14]","[10, 34, 13, 23, 13, 13]"
"[14, 45, 25, 33, 24, 21]","[13, 42, 21, 30, 20, 14]"
"[15, 53, 32, 41, 31, 24]","[14, 45, 25, 33, 24, 21]"
"[23, 100, 35, 50, 32, 31]","[15, 53, 32, 41, 31, 24]"
"[30, 102, 42, 54, 35, 35]","[23, 100, 35, 50, 32, 31]"
"[34, 105, 44, 100, 45, 42]","[30, 102, 42, 54, 35, 35]"
"[0, 3, 2, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 4, 4]","[0, 3, 2, 3, 1, 1]"
"[4, 15, 4, 10, 11, 10]","[1, 5, 3, 5, 4, 4]"
"[10, 25, 13, 12, 12, 12]","[4, 15, 4, 10, 11, 10]"
"[12, 33, 22, 20, 14, 13]","[10, 25, 13, 12, 12, 12]"
"[20, 40, 30, 23, 21, 14]","[12, 33, 22, 20, 14, 13]"
"[22, 42, 41, 24, 25, 20]","[20, 40, 30, 23, 21, 14]"
"[23, 43, 45, 34, 33, 22]","[22, 42, 41, 24, 25, 20]"
"[30, 44, 52, 40, 44, 24]","[23, 43, 45, 34, 33, 22]"
"[33, 45, 53, 50, 50, 33]","[30, 44, 52, 40, 44, 24]"
"[35, 50, 55, 52, 54, 44]","[33, 45, 53, 50, 50, 33]"
"[0, 3, 2, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 4, 4]","[0, 3, 2, 3, 1, 1]"
"[4, 15, 4, 10, 11, 10]","[1, 5, 3, 5, 4, 4]"
"[10, 25, 13, 12, 12, 12]","[4, 15, 4, 10, 11, 10]"
"[12, 33, 22, 20, 14, 13]","[10, 25, 13, 12, 12, 12]"
"[20, 40, 30, 23, 21, 14]","[12, 33, 22, 20, 14, 13]"
"[22, 42, 41, 24, 25, 20]","[20, 40, 30, 23, 21, 14]"
"[23, 43, 45, 34, 33, 22]","[22, 42, 41, 24, 25, 20]"
"[30, 44, 52, 40, 44, 24]","[23, 43, 45, 34, 33, 22]"
"[33, 45, 53, 50, 50, 33]","[30, 44, 52, 40, 44, 24]"
"[35, 50, 55, 53, 52, 45]","[33, 45, 53, 50, 50, 33]"
"[0, 3, 2, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 4, 4]","[0, 3, 2, 3, 1, 1]"
"[4, 15, 4, 10, 11, 10]","[1, 5, 3, 5, 4, 4]"
"[10, 25, 13, 12, 12, 12]","[4, 15, 4, 10, 11, 10]"
"[12, 33, 22, 20, 14, 13]","[10, 25, 13, 12, 12, 12]"
"[20, 40, 30, 23, 21, 14]","[12, 33, 22, 20, 14, 13]"
"[22, 42, 41, 24, 25, 20]","[20, 40, 30, 23, 21, 14]"
"[23, 43, 45, 34, 33, 22]","[22, 42, 41, 24, 25, 20]"
"[30, 44, 52, 40, 44, 24]","[23, 43, 45, 34, 33, 22]"
"[33, 45, 53, 50, 50, 33]","[30, 44, 52, 40, 44, 24]"
"[40, 50, 55, 52, 54, 43]","[33, 45, 53, 50, 50, 33]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 11, 11, 3, 2, 3]","[0, 2, 5, 0, 1, 2]"
"[2, 15, 13, 5, 4, 10]","[0, 11, 11, 3, 2, 3]"
"[4, 25, 15, 11, 10, 13]","[2, 15, 13, 5, 4, 10]"
"[10, 34, 22, 14, 13, 15]","[4, 25, 15, 11, 10, 13]"
"[12, 42, 32, 20, 15, 21]","[10, 34, 22, 14, 13, 15]"
"[15, 50, 40, 21, 21, 25]","[12, 42, 32, 20, 15, 21]"
"[21, 53, 43, 30, 24, 31]","[15, 50, 40, 21, 21, 25]"
"[23, 101, 45, 35, 31, 34]","[21, 53, 43, 30, 24, 31]"
"[24, 111, 52, 41, 35, 41]","[23, 101, 45, 35, 31, 34]"
"[25, 115, 55, 43, 42, 51]","[24, 111, 52, 41, 35, 41]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 11, 11, 3, 2, 3]","[0, 2, 5, 0, 1, 2]"
"[2, 15, 13, 5, 4, 10]","[0, 11, 11, 3, 2, 3]"
"[4, 25, 15, 11, 10, 13]","[2, 15, 13, 5, 4, 10]"
"[10, 34, 22, 14, 13, 15]","[4, 25, 15, 11, 10, 13]"
"[12, 42, 32, 20, 15, 21]","[10, 34, 22, 14, 13, 15]"
"[15, 50, 40, 21, 21, 25]","[12, 42, 32, 20, 15, 21]"
"[21, 53, 43, 30, 24, 31]","[15, 50, 40, 21, 21, 25]"
"[23, 101, 45, 35, 31, 34]","[21, 53, 43, 30, 24, 31]"
"[24, 111, 52, 41, 35, 41]","[23, 101, 45, 35, 31, 34]"
"[30, 114, 53, 44, 45, 45]","[24, 111, 52, 41, 35, 41]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 11, 11, 3, 2, 3]","[0, 2, 5, 0, 1, 2]"
"[2, 15, 13, 5, 4, 10]","[0, 11, 11, 3, 2, 3]"
"[4, 25, 15, 11, 10, 13]","[2, 15, 13, 5, 4, 10]"
"[10, 34, 22, 14, 13, 15]","[4, 25, 15, 11, 10, 13]"
"[12, 42, 32, 20, 15, 21]","[10, 34, 22, 14, 13, 15]"
"[15, 50, 40, 21, 21, 25]","[12, 42, 32, 20, 15, 21]"
"[21, 53, 43, 30, 24, 31]","[15, 50, 40, 21, 21, 25]"
"[23, 101, 45, 35, 31, 34]","[21, 53, 43, 30, 24, 31]"
"[30, 104, 52, 42, 35, 41]","[23, 101, 45, 35, 31, 34]"
"[31, 112, 54, 44, 45, 45]","[30, 104, 52, 42, 35, 41]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 11, 11, 3, 2, 3]","[0, 2, 5, 0, 1, 2]"
"[2, 15, 13, 5, 4, 10]","[0, 11, 11, 3, 2, 3]"
"[4, 25, 15, 11, 10, 13]","[2, 15, 13, 5, 4, 10]"
"[10, 34, 22, 14, 13, 15]","[4, 25, 15, 11, 10, 13]"
"[12, 42, 32, 20, 15, 21]","[10, 34, 22, 14, 13, 15]"
"[15, 50, 40, 21, 21, 25]","[12, 42, 32, 20, 15, 21]"
"[21, 53, 43, 30, 24, 31]","[15, 50, 40, 21, 21, 25]"
"[23, 101, 45, 35, 31, 34]","[21, 53, 43, 30, 24, 31]"
"[30, 104, 52, 42, 35, 41]","[23, 101, 45, 35, 31, 34]"
"[31, 113, 53, 51, 43, 44]","[30, 104, 52, 42, 35, 41]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 11, 11, 3, 2, 3]","[0, 2, 5, 0, 1, 2]"
"[2, 15, 13, 5, 4, 10]","[0, 11, 11, 3, 2, 3]"
"[4, 25, 15, 11, 10, 13]","[2, 15, 13, 5, 4, 10]"
"[10, 34, 22, 14, 13, 15]","[4, 25, 15, 11, 10, 13]"
"[12, 43, 30, 21, 15, 21]","[10, 34, 22, 14, 13, 15]"
"[14, 51, 33, 30, 21, 23]","[12, 43, 30, 21, 15, 21]"
"[21, 53, 40, 35, 23, 30]","[14, 51, 33, 30, 21, 23]"
"[24, 100, 44, 42, 32, 31]","[21, 53, 40, 35, 23, 30]"
"[31, 103, 50, 52, 33, 35]","[24, 100, 44, 42, 32, 31]"
"[32, 111, 54, 54, 42, 42]","[31, 103, 50, 52, 33, 35]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 11, 11, 3, 2, 3]","[0, 2, 5, 0, 1, 2]"
"[2, 15, 13, 5, 4, 10]","[0, 11, 11, 3, 2, 3]"
"[4, 25, 15, 11, 10, 13]","[2, 15, 13, 5, 4, 10]"
"[10, 34, 22, 14, 13, 15]","[4, 25, 15, 11, 10, 13]"
"[12, 43, 30, 21, 15, 21]","[10, 34, 22, 14, 13, 15]"
"[14, 51, 33, 30, 21, 23]","[12, 43, 30, 21, 15, 21]"
"[21, 53, 40, 35, 23, 30]","[14, 51, 33, 30, 21, 23]"
"[24, 100, 44, 42, 32, 31]","[21, 53, 40, 35, 23, 30]"
"[31, 103, 50, 52, 33, 35]","[24, 100, 44, 42, 32, 31]"
"[34, 105, 52, 55, 35, 50]","[31, 103, 50, 52, 33, 35]"
"[0, 3, 2, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 4, 4]","[0, 3, 2, 3, 1, 1]"
"[4, 15, 4, 10, 11, 10]","[1, 5, 3, 5, 4, 4]"
"[10, 25, 13, 12, 12, 12]","[4, 15, 4, 10, 11, 10]"
"[12, 33, 22, 20, 14, 13]","[10, 25, 13, 12, 12, 12]"
"[20, 40, 30, 23, 21, 14]","[12, 33, 22, 20, 14, 13]"
"[22, 42, 41, 24, 25, 20]","[20, 40, 30, 23, 21, 14]"
"[23, 43, 45, 34, 33, 22]","[22, 42, 41, 24, 25, 20]"
"[30, 44, 52, 40, 44, 24]","[23, 43, 45, 34, 33, 22]"
"[33, 45, 53, 50, 50, 33]","[30, 44, 52, 40, 44, 24]"
"[35, 52, 101, 53, 52, 42]","[33, 45, 53, 50, 50, 33]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 11, 11, 3, 2, 3]","[0, 2, 5, 0, 1, 2]"
"[2, 15, 13, 5, 4, 10]","[0, 11, 11, 3, 2, 3]"
"[4, 25, 15, 11, 10, 13]","[2, 15, 13, 5, 4, 10]"
"[10, 34, 22, 14, 13, 15]","[4, 25, 15, 11, 10, 13]"
"[12, 43, 30, 21, 15, 21]","[10, 34, 22, 14, 13, 15]"
"[14, 51, 33, 30, 21, 23]","[12, 43, 30, 21, 15, 21]"
"[21, 53, 40, 35, 23, 30]","[14, 51, 33, 30, 21, 23]"
"[24, 100, 44, 42, 32, 31]","[21, 53, 40, 35, 23, 30]"
"[31, 103, 50, 52, 33, 35]","[24, 100, 44, 42, 32, 31]"
"[33, 112, 53, 101, 35, 42]","[31, 103, 50, 52, 33, 35]"
"[0, 3, 2, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 4, 4]","[0, 3, 2, 3, 1, 1]"
"[4, 15, 4, 10, 11, 10]","[1, 5, 3, 5, 4, 4]"
"[10, 25, 13, 12, 12, 12]","[4, 15, 4, 10, 11, 10]"
"[12, 34, 20, 14, 15, 15]","[10, 25, 13, 12, 12, 12]"
"[13, 43, 25, 21, 21, 21]","[12, 34, 20, 14, 15, 15]"
"[14, 45, 33, 24, 25, 25]","[13, 43, 25, 21, 21, 21]"
"[15, 52, 35, 34, 31, 33]","[14, 45, 33, 24, 25, 25]"
"[23, 100, 41, 41, 40, 34]","[15, 52, 35, 34, 31, 33]"
"[25, 102, 45, 43, 45, 42]","[23, 100, 41, 41, 40, 34]"
"[33, 105, 51, 50, 50, 52]","[25, 102, 45, 43, 45, 42]"
"[0, 3, 2, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 4, 4]","[0, 3, 2, 3, 1, 1]"
"[4, 15, 4, 10, 11, 10]","[1, 5, 3, 5, 4, 4]"
"[10, 25, 13, 12, 12, 12]","[4, 15, 4, 10, 11, 10]"
"[12, 34, 20, 14, 15, 15]","[10, 25, 13, 12, 12, 12]"
"[13, 43, 25, 21, 21, 21]","[12, 34, 20, 14, 15, 15]"
"[14, 45, 33, 24, 25, 25]","[13, 43, 25, 21, 21, 21]"
"[15, 52, 35, 34, 31, 33]","[14, 45, 33, 24, 25, 25]"
"[23, 100, 41, 41, 40, 34]","[15, 52, 35, 34, 31, 33]"
"[25, 102, 45, 43, 45, 42]","[23, 100, 41, 41, 40, 34]"
"[33, 111, 50, 50, 50, 51]","[25, 102, 45, 43, 45, 42]"
"[1, 2, 3, 2, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]"
"[5, 20, 15, 13, 0, 12]","[3, 12, 12, 11, 0, 5]"
"[11, 30, 21, 15, 0, 15]","[5, 20, 15, 13, 0, 12]"
"[14, 32, 30, 23, 2, 20]","[11, 30, 21, 15, 0, 15]"
"[20, 33, 35, 32, 4, 22]","[14, 32, 30, 23, 2, 20]"
"[21, 41, 43, 35, 12, 24]","[20, 33, 35, 32, 4, 22]"
"[24, 43, 51, 42, 20, 30]","[21, 41, 43, 35, 12, 24]"
