Input,Output
"[14, 45, 41, 30, 25, 25]","[12, 42, 34, 24, 21, 21]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]"
"[2, 21, 14, 13, 5, 10]","[0, 12, 11, 11, 3, 4]"
"[5, 30, 15, 15, 10, 15]","[2, 21, 14, 13, 5, 10]"
"[11, 34, 24, 22, 13, 20]","[5, 30, 15, 15, 10, 15]"
"[14, 40, 33, 25, 20, 22]","[11, 34, 24, 22, 13, 20]"
"[15, 42, 42, 33, 23, 25]","[14, 40, 33, 25, 20, 22]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]"
"[2, 21, 14, 13, 5, 10]","[0, 12, 11, 11, 3, 4]"
"[5, 30, 15, 15, 10, 15]","[2, 21, 14, 13, 5, 10]"
"[11, 34, 24, 22, 13, 20]","[5, 30, 15, 15, 10, 15]"
"[14, 40, 33, 25, 20, 22]","[11, 34, 24, 22, 13, 20]"
"[15, 43, 41, 32, 24, 25]","[14, 40, 33, 25, 20, 22]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]"
"[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]"
"[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]"
"[12, 35, 24, 24, 13, 13]","[11, 31, 20, 20, 10, 11]"
"[13, 44, 31, 32, 21, 14]","[12, 35, 24, 24, 13, 13]"
"[14, 51, 35, 35, 24, 22]","[13, 44, 31, 32, 21, 14]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]"
"[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]"
"[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]"
"[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]"
"[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]"
"[15, 45, 35, 34, 24, 24]","[14, 43, 32, 31, 15, 20]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]"
"[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]"
"[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]"
"[12, 35, 24, 24, 13, 13]","[11, 31, 20, 20, 10, 11]"
"[14, 43, 31, 32, 20, 15]","[12, 35, 24, 24, 13, 13]"
"[15, 45, 35, 35, 22, 25]","[14, 43, 31, 32, 20, 15]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]"
"[2, 21, 14, 13, 5, 10]","[0, 12, 11, 11, 3, 4]"
"[10, 30, 22, 15, 10, 12]","[2, 21, 14, 13, 5, 10]"
"[11, 41, 25, 21, 13, 14]","[10, 30, 22, 15, 10, 12]"
"[14, 43, 33, 25, 20, 20]","[11, 41, 25, 21, 13, 14]"
"[15, 45, 42, 32, 24, 23]","[14, 43, 33, 25, 20, 20]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]"
"[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]"
"[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]"
"[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]"
"[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]"
"[15, 51, 35, 34, 21, 25]","[14, 43, 32, 31, 15, 20]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]"
"[2, 21, 14, 13, 5, 10]","[0, 12, 11, 11, 3, 4]"
"[10, 30, 22, 15, 10, 12]","[2, 21, 14, 13, 5, 10]"
"[11, 41, 25, 21, 13, 14]","[10, 30, 22, 15, 10, 12]"
"[14, 43, 33, 25, 20, 20]","[11, 41, 25, 21, 13, 14]"
"[15, 51, 41, 33, 22, 23]","[14, 43, 33, 25, 20, 20]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]"
"[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]"
"[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]"
"[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]"
"[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]"
"[20, 45, 41, 34, 23, 22]","[14, 43, 32, 31, 15, 20]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 0, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[3, 14, 0, 11, 5, 10]","[1, 5, 0, 5, 3, 4]"
"[4, 23, 3, 14, 12, 11]","[3, 14, 0, 11, 5, 10]"
"[5, 32, 11, 22, 13, 13]","[4, 23, 3, 14, 12, 11]"
"[13, 40, 13, 30, 20, 14]","[5, 32, 11, 22, 13, 13]"
"[15, 43, 21, 34, 23, 20]","[13, 40, 13, 30, 20, 14]"
"[22, 45, 30, 41, 30, 22]","[15, 43, 21, 34, 23, 20]"
"[1, 2, 3, 2, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]"
"[10, 22, 21, 12, 1, 10]","[3, 12, 12, 11, 0, 5]"
"[13, 30, 24, 20, 3, 11]","[10, 22, 21, 12, 1, 10]"
"[15, 33, 30, 24, 5, 15]","[13, 30, 24, 20, 3, 11]"
"[22, 40, 40, 25, 12, 21]","[15, 33, 30, 24, 5, 15]"
"[23, 42, 45, 32, 15, 25]","[22, 40, 40, 25, 12, 21]"
"[1, 3, 0, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 5, 0, 10, 0, 3]","[1, 3, 0, 3, 0, 1]"
"[4, 14, 1, 11, 4, 5]","[3, 5, 0, 10, 0, 3]"
"[10, 22, 5, 13, 5, 12]","[4, 14, 1, 11, 4, 5]"
"[12, 32, 13, 21, 10, 13]","[10, 22, 5, 13, 5, 12]"
"[14, 40, 22, 22, 14, 15]","[12, 32, 13, 21, 10, 13]"
"[15, 44, 31, 24, 22, 21]","[14, 40, 22, 22, 14, 15]"
"[21, 50, 35, 33, 23, 25]","[15, 44, 31, 24, 22, 21]"
"[1, 3, 0, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 5, 0, 10, 0, 3]","[1, 3, 0, 3, 0, 1]"
"[4, 14, 1, 11, 4, 5]","[3, 5, 0, 10, 0, 3]"
"[10, 22, 5, 13, 5, 12]","[4, 14, 1, 11, 4, 5]"
"[12, 32, 13, 21, 10, 13]","[10, 22, 5, 13, 5, 12]"
"[14, 40, 22, 22, 14, 15]","[12, 32, 13, 21, 10, 13]"
"[15, 44, 31, 24, 22, 21]","[14, 40, 22, 22, 14, 15]"
"[22, 45, 40, 30, 25, 25]","[15, 44, 31, 24, 22, 21]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]"
"[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]"
"[5, 32, 13, 23, 13, 13]","[4, 24, 10, 13, 12, 11]"
"[13, 40, 15, 30, 15, 20]","[5, 32, 13, 23, 13, 13]"
"[14, 43, 23, 34, 24, 21]","[13, 40, 15, 30, 15, 20]"
"[20, 44, 33, 42, 32, 22]","[14, 43, 23, 34, 24, 21]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]"
"[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]"
"[5, 32, 13, 23, 13, 13]","[4, 24, 10, 13, 12, 11]"
"[13, 40, 15, 30, 15, 20]","[5, 32, 13, 23, 13, 13]"
"[14, 43, 23, 34, 24, 21]","[13, 40, 15, 30, 15, 20]"
"[20, 45, 32, 42, 31, 23]","[14, 43, 23, 34, 24, 21]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]"
"[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]"
"[5, 32, 13, 23, 13, 13]","[4, 24, 10, 13, 12, 11]"
"[13, 40, 15, 30, 15, 20]","[5, 32, 13, 23, 13, 13]"
"[14, 43, 23, 34, 24, 21]","[13, 40, 15, 30, 15, 20]"
"[21, 50, 31, 42, 30, 23]","[14, 43, 23, 34, 24, 21]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]"
"[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]"
"[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]"
"[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]"
"[12, 41, 34, 13, 20, 14]","[10, 32, 31, 10, 12, 13]"
"[14, 50, 41, 15, 23, 21]","[12, 41, 34, 13, 20, 14]"
"[15, 53, 44, 23, 31, 24]","[14, 50, 41, 15, 23, 21]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]"
"[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]"
"[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]"
"[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]"
"[12, 41, 34, 13, 20, 14]","[10, 32, 31, 10, 12, 13]"
"[14, 50, 41, 15, 23, 21]","[12, 41, 34, 13, 20, 14]"
"[15, 54, 44, 21, 31, 25]","[14, 50, 41, 15, 23, 21]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]"
"[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]"
"[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]"
"[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]"
"[12, 41, 34, 13, 20, 14]","[10, 32, 31, 10, 12, 13]"
"[13, 45, 42, 15, 24, 21]","[12, 41, 34, 13, 20, 14]"
"[20, 52, 51, 21, 30, 24]","[13, 45, 42, 15, 24, 21]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 10, 3, 10, 0, 2]","[0, 3, 1, 3, 0, 1]"
"[4, 13, 5, 13, 2, 5]","[3, 10, 3, 10, 0, 2]"
"[10, 23, 12, 15, 4, 11]","[4, 13, 5, 13, 2, 5]"
"[11, 32, 21, 22, 5, 13]","[10, 23, 12, 15, 4, 11]"
"[13, 40, 24, 24, 14, 15]","[11, 32, 21, 22, 5, 13]"
"[15, 43, 32, 33, 20, 21]","[13, 40, 24, 24, 14, 15]"
"[21, 45, 40, 35, 24, 25]","[15, 43, 32, 33, 20, 21]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 10, 3, 10, 0, 2]","[0, 3, 1, 3, 0, 1]"
"[4, 13, 5, 13, 2, 5]","[3, 10, 3, 10, 0, 2]"
"[10, 23, 12, 15, 4, 11]","[4, 13, 5, 13, 2, 5]"
"[11, 32, 21, 22, 5, 13]","[10, 23, 12, 15, 4, 11]"
"[13, 40, 24, 24, 14, 15]","[11, 32, 21, 22, 5, 13]"
"[15, 43, 32, 33, 20, 21]","[13, 40, 24, 24, 14, 15]"
"[21, 50, 41, 35, 22, 25]","[15, 43, 32, 33, 20, 21]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]"
"[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]"
"[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]"
"[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]"
"[13, 40, 33, 14, 20, 14]","[10, 32, 31, 10, 12, 13]"
"[15, 43, 42, 21, 23, 20]","[13, 40, 33, 14, 20, 14]"
"[21, 50, 51, 23, 25, 24]","[15, 43, 42, 21, 23, 20]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]"
"[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]"
"[10, 35, 11, 15, 14, 15]","[4, 24, 10, 13, 12, 11]"
"[13, 42, 22, 21, 20, 20]","[10, 35, 11, 15, 14, 15]"
"[15, 44, 30, 25, 23, 23]","[13, 42, 22, 21, 20, 20]"
"[21, 51, 33, 34, 25, 30]","[15, 44, 30, 25, 23, 23]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]"
"[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]"
"[10, 35, 11, 15, 14, 15]","[4, 24, 10, 13, 12, 11]"
"[20, 40, 22, 20, 20, 20]","[10, 35, 11, 15, 14, 15]"
"[21, 44, 31, 23, 24, 21]","[20, 40, 22, 20, 20, 20]"
"[22, 45, 42, 25, 32, 24]","[21, 44, 31, 23, 24, 21]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]"
"[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]"
"[10, 35, 11, 15, 14, 15]","[4, 24, 10, 13, 12, 11]"
"[20, 40, 22, 20, 20, 20]","[10, 35, 11, 15, 14, 15]"
"[21, 44, 31, 23, 24, 21]","[20, 40, 22, 20, 20, 20]"
"[23, 45, 35, 32, 30, 25]","[21, 44, 31, 23, 24, 21]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]"
"[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]"
"[11, 43, 15, 30, 15, 21]","[5, 33, 13, 23, 13, 14]"
"[12, 45, 25, 33, 22, 24]","[11, 43, 15, 30, 15, 21]"
"[13, 54, 31, 41, 25, 31]","[12, 45, 25, 33, 22, 24]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]"
"[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]"
"[11, 43, 15, 30, 15, 21]","[5, 33, 13, 23, 13, 14]"
"[12, 51, 25, 32, 21, 24]","[11, 43, 15, 30, 15, 21]"
"[13, 55, 32, 41, 23, 31]","[12, 51, 25, 32, 21, 24]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 2, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[3, 13, 4, 12, 5, 10]","[1, 5, 2, 5, 3, 4]"
"[4, 23, 12, 14, 12, 11]","[3, 13, 4, 12, 5, 10]"
"[5, 32, 15, 21, 13, 15]","[4, 23, 12, 14, 12, 11]"
"[11, 40, 25, 22, 15, 22]","[5, 32, 15, 21, 13, 15]"
"[12, 42, 35, 24, 24, 24]","[11, 40, 25, 22, 15, 22]"
"[14, 45, 41, 33, 32, 30]","[12, 42, 35, 24, 24, 24]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 2, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[3, 13, 4, 12, 5, 10]","[1, 5, 2, 5, 3, 4]"
"[4, 23, 12, 14, 12, 11]","[3, 13, 4, 12, 5, 10]"
"[5, 32, 15, 21, 13, 15]","[4, 23, 12, 14, 12, 11]"
"[11, 40, 25, 22, 15, 22]","[5, 32, 15, 21, 13, 15]"
"[12, 42, 35, 24, 24, 24]","[11, 40, 25, 22, 15, 22]"
"[14, 51, 41, 32, 31, 30]","[12, 42, 35, 24, 24, 24]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2, 0]","[0, 0, 2, 0, 0, 0]"
"[2, 3, 10, 3, 4, 1]","[0, 0, 4, 0, 2, 0]"
"[3, 11, 12, 5, 5, 5]","[2, 3, 10, 3, 4, 1]"
"[10, 23, 14, 11, 11, 10]","[3, 11, 12, 5, 5, 5]"
"[11, 34, 15, 15, 13, 13]","[10, 23, 14, 11, 11, 10]"
"[12, 43, 24, 21, 21, 14]","[11, 34, 15, 15, 13, 13]"
"[13, 51, 33, 25, 22, 21]","[12, 43, 24, 21, 21, 14]"
"[14, 53, 42, 32, 25, 25]","[13, 51, 33, 25, 22, 21]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 2, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[3, 13, 4, 12, 5, 10]","[1, 5, 2, 5, 3, 4]"
"[4, 23, 12, 14, 12, 11]","[3, 13, 4, 12, 5, 10]"
"[5, 32, 15, 21, 13, 15]","[4, 23, 12, 14, 12, 11]"
"[11, 40, 25, 22, 15, 22]","[5, 32, 15, 21, 13, 15]"
"[12, 43, 33, 33, 21, 23]","[11, 40, 25, 22, 15, 22]"
"[15, 50, 35, 40, 24, 31]","[12, 43, 33, 33, 21, 23]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 2, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[3, 13, 4, 12, 5, 10]","[1, 5, 2, 5, 3, 4]"
"[4, 23, 12, 14, 12, 11]","[3, 13, 4, 12, 5, 10]"
"[5, 32, 15, 21, 13, 15]","[4, 23, 12, 14, 12, 11]"
"[11, 40, 25, 22, 15, 22]","[5, 32, 15, 21, 13, 15]"
"[12, 43, 34, 31, 22, 23]","[11, 40, 25, 22, 15, 22]"
"[15, 50, 40, 34, 25, 31]","[12, 43, 34, 31, 22, 23]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 2, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[3, 13, 4, 12, 5, 10]","[1, 5, 2, 5, 3, 4]"
"[4, 23, 12, 14, 12, 11]","[3, 13, 4, 12, 5, 10]"
"[5, 32, 15, 21, 13, 15]","[4, 23, 12, 14, 12, 11]"
"[11, 40, 25, 22, 15, 22]","[5, 32, 15, 21, 13, 15]"
"[12, 42, 35, 24, 24, 24]","[11, 40, 25, 22, 15, 22]"
"[15, 50, 41, 32, 30, 31]","[12, 42, 35, 24, 24, 24]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2, 0]","[0, 0, 2, 0, 0, 0]"
"[2, 3, 10, 3, 4, 1]","[0, 0, 4, 0, 2, 0]"
"[3, 11, 12, 5, 5, 5]","[2, 3, 10, 3, 4, 1]"
"[10, 23, 14, 11, 11, 10]","[3, 11, 12, 5, 5, 5]"
"[11, 34, 15, 15, 13, 13]","[10, 23, 14, 11, 11, 10]"
"[12, 43, 24, 21, 21, 14]","[11, 34, 15, 15, 13, 13]"
"[13, 51, 33, 25, 22, 21]","[12, 43, 24, 21, 21, 14]"
"[15, 53, 35, 35, 23, 30]","[13, 51, 33, 25, 22, 21]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]"
"[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]"
"[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]"
"[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]"
"[20, 44, 34, 42, 32, 23]","[14, 43, 25, 34, 23, 22]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]"
"[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]"
"[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]"
"[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]"
"[20, 45, 33, 42, 31, 24]","[14, 43, 25, 34, 23, 22]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]"
"[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]"
"[11, 43, 15, 30, 15, 21]","[5, 33, 13, 23, 13, 14]"
"[12, 51, 25, 32, 21, 24]","[11, 43, 15, 30, 15, 21]"
"[20, 52, 33, 40, 24, 30]","[12, 51, 25, 32, 21, 24]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2, 0]","[0, 0, 2, 0, 0, 0]"
"[2, 3, 10, 3, 4, 1]","[0, 0, 4, 0, 2, 0]"
"[3, 11, 12, 5, 5, 5]","[2, 3, 10, 3, 4, 1]"
"[12, 21, 20, 10, 10, 10]","[3, 11, 12, 5, 5, 5]"
"[14, 30, 25, 12, 12, 12]","[12, 21, 20, 10, 10, 10]"
"[20, 33, 33, 22, 14, 13]","[14, 30, 25, 12, 12, 12]"
"[21, 41, 42, 24, 23, 14]","[20, 33, 33, 22, 14, 13]"
"[23, 43, 50, 33, 25, 21]","[21, 41, 42, 24, 23, 14]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]"
"[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]"
"[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]"
"[1, 25, 13, 14, 14, 11]","[0, 14, 11, 12, 11, 5]"
"[2, 33, 21, 23, 15, 13]","[1, 25, 13, 14, 14, 11]"
"[3, 41, 24, 31, 23, 14]","[2, 33, 21, 23, 15, 13]"
"[11, 44, 30, 35, 30, 20]","[3, 41, 24, 31, 23, 14]"
"[12, 51, 34, 43, 34, 22]","[11, 44, 30, 35, 30, 20]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 11, 11, 3, 2, 3]","[0, 2, 5, 0, 1, 2]"
"[2, 15, 13, 5, 4, 10]","[0, 11, 11, 3, 2, 3]"
"[3, 22, 23, 12, 5, 12]","[2, 15, 13, 5, 4, 10]"
"[4, 31, 25, 14, 14, 14]","[3, 22, 23, 12, 5, 12]"
"[10, 35, 33, 22, 15, 21]","[4, 31, 25, 14, 14, 14]"
"[11, 42, 43, 24, 24, 22]","[10, 35, 33, 22, 15, 21]"
"[13, 44, 50, 33, 32, 24]","[11, 42, 43, 24, 24, 22]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]"
"[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]"
"[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]"
"[1, 25, 13, 14, 14, 11]","[0, 14, 11, 12, 11, 5]"
"[2, 33, 21, 23, 15, 13]","[1, 25, 13, 14, 14, 11]"
"[3, 41, 24, 31, 23, 14]","[2, 33, 21, 23, 15, 13]"
"[11, 44, 30, 35, 30, 20]","[3, 41, 24, 31, 23, 14]"
