Input,Output,SUM
"[24, 100, 42, 54, 41, 33]","[21, 53, 35, 51, 32, 31]",1
"[24, 100, 44, 42, 32, 31]","[21, 53, 40, 35, 23, 30]",6
"[24, 100, 44, 45, 41, 32]","[21, 53, 41, 43, 31, 30]",4
"[24, 100, 50, 31, 34, 30]","[15, 53, 44, 23, 31, 24]",1
"[24, 100, 51, 44, 35, 32]","[21, 53, 44, 41, 31, 25]",6
"[24, 101, 43, 44, 45, 34]","[22, 54, 41, 41, 34, 32]",11
"[24, 101, 43, 45, 43, 35]","[22, 54, 41, 41, 34, 32]",1
"[24, 101, 52, 43, 45, 33]","[22, 54, 45, 35, 41, 30]",1
"[24, 101, 54, 50, 54, 45]","[21, 54, 52, 45, 45, 40]",5
"[24, 103, 41, 54, 43, 33]","[22, 100, 35, 45, 34, 31]",1
"[24, 103, 45, 51, 35, 41]","[22, 55, 43, 44, 31, 33]",1
"[24, 103, 45, 51, 42, 33]","[22, 100, 42, 43, 34, 30]",1
"[24, 103, 51, 51, 45, 42]","[22, 55, 44, 45, 41, 34]",3
"[24, 103, 53, 51, 44, 41]","[22, 55, 51, 44, 35, 34]",1
"[24, 103, 54, 44, 51, 40]","[21, 100, 52, 42, 41, 33]",2
"[24, 111, 45, 100, 51, 42]","[21, 101, 42, 55, 43, 35]",1
"[24, 111, 51, 53, 52, 41]","[23, 101, 44, 51, 45, 33]",2
"[24, 111, 52, 41, 35, 41]","[23, 101, 45, 35, 31, 34]",4
"[24, 113, 52, 50, 45, 45]","[22, 110, 45, 44, 41, 40]",5
"[24, 114, 45, 54, 51, 41]","[23, 105, 43, 53, 41, 33]",1
"[24, 114, 51, 45, 50, 45]","[22, 110, 45, 44, 41, 40]",3
"[24, 114, 51, 50, 44, 50]","[21, 110, 45, 45, 35, 42]",1
"[24, 35, 53, 40, 25, 30]","[21, 34, 50, 32, 22, 22]",4
"[24, 42, 35, 31, 23, 20]","[22, 40, 30, 23, 20, 14]",1
"[24, 43, 50, 33, 32, 22]","[22, 42, 41, 24, 25, 20]",1
"[24, 43, 51, 42, 20, 30]","[21, 41, 43, 35, 12, 24]",21
"[24, 44, 50, 31, 34, 30]","[21, 42, 44, 23, 25, 24]",12
"[24, 44, 50, 41, 21, 30]","[21, 41, 43, 35, 12, 24]",1
"[24, 45, 40, 34, 32, 30]","[21, 44, 33, 30, 23, 24]",2
"[24, 45, 53, 41, 33, 25]","[23, 43, 50, 33, 25, 21]",1
"[24, 50, 32, 30, 23, 13]","[21, 44, 24, 21, 21, 11]",11
"[24, 50, 34, 45, 40, 30]","[20, 45, 32, 42, 31, 23]",17
"[24, 50, 50, 31, 31, 31]","[21, 42, 44, 23, 25, 24]",3
"[24, 50, 52, 43, 35, 40]","[21, 45, 45, 40, 31, 32]",2
"[24, 51, 33, 44, 40, 24]","[22, 45, 30, 41, 30, 22]",3
"[24, 51, 53, 41, 35, 35]","[23, 44, 51, 33, 32, 30]",1
"[24, 51, 55, 42, 24, 40]","[22, 45, 51, 41, 15, 32]",8
"[24, 52, 42, 55, 41, 35]","[23, 50, 34, 53, 33, 30]",7
"[24, 52, 50, 40, 35, 33]","[21, 51, 43, 32, 32, 25]",2
"[24, 53, 53, 44, 51, 32]","[23, 51, 50, 40, 43, 24]",8
"[24, 53, 55, 43, 42, 40]","[22, 52, 52, 40, 33, 32]",10
"[24, 54, 41, 32, 31, 20]","[22, 51, 33, 25, 23, 14]",1
"[24, 54, 41, 34, 30, 22]","[22, 52, 33, 31, 21, 20]",1
"[24, 54, 44, 45, 42, 34]","[23, 53, 41, 43, 30, 31]",1
"[24, 54, 45, 44, 41, 35]","[23, 52, 43, 42, 30, 31]",1
"[24, 54, 45, 45, 35, 45]","[23, 53, 43, 43, 25, 35]",1
"[24, 54, 50, 54, 54, 45]","[22, 53, 44, 53, 44, 35]",6
"[24, 54, 51, 42, 51, 35]","[23, 51, 44, 40, 43, 30]",12
"[24, 54, 52, 40, 33, 32]","[22, 53, 44, 32, 25, 25]",1
"[24, 54, 53, 54, 44, 42]","[23, 53, 50, 52, 33, 34]",3
"[24, 54, 53, 55, 42, 43]","[23, 53, 50, 52, 33, 34]",4
"[24, 55, 44, 42, 45, 40]","[22, 54, 41, 41, 34, 32]",5
"[24, 55, 51, 40, 32, 33]","[22, 53, 44, 32, 25, 25]",1
"[24, 55, 51, 41, 45, 41]","[23, 51, 45, 40, 40, 32]",1
"[24, 55, 53, 51, 50, 52]","[22, 53, 50, 45, 44, 41]",1
"[24, 55, 53, 52, 44, 43]","[23, 54, 50, 45, 35, 34]",4
"[25, 100, 41, 31, 25, 21]","[22, 51, 33, 25, 23, 14]",1
"[25, 100, 43, 44, 44, 35]","[22, 54, 41, 41, 34, 32]",10
"[25, 100, 51, 54, 52, 44]","[22, 53, 44, 53, 44, 35]",4
"[25, 101, 102, 42, 33, 33]","[22, 53, 54, 33, 31, 31]",3
"[25, 101, 42, 53, 34, 41]","[23, 53, 35, 50, 30, 34]",2
"[25, 101, 43, 51, 34, 34]","[23, 53, 41, 43, 30, 31]",1
"[25, 101, 45, 55, 50, 44]","[22, 54, 43, 54, 42, 34]",7
"[25, 101, 50, 54, 51, 45]","[22, 53, 44, 53, 44, 35]",5
"[25, 101, 51, 42, 44, 35]","[23, 53, 44, 40, 40, 31]",2
"[25, 101, 53, 54, 41, 42]","[23, 53, 50, 52, 33, 34]",2
"[25, 102, 101, 34, 35, 35]","[22, 54, 54, 30, 33, 31]",10
"[25, 102, 101, 41, 34, 33]","[22, 53, 54, 33, 31, 31]",2
"[25, 102, 45, 43, 45, 42]","[23, 100, 41, 41, 40, 34]",3
"[25, 102, 50, 45, 42, 34]","[22, 100, 42, 43, 34, 30]",5
"[25, 103, 53, 45, 50, 51]","[22, 100, 51, 42, 44, 41]",1
"[25, 104, 41, 53, 41, 34]","[23, 100, 35, 50, 32, 31]",4
"[25, 104, 43, 103, 53, 41]","[22, 100, 41, 55, 45, 34]",4
"[25, 104, 45, 100, 53, 42]","[21, 101, 42, 54, 45, 34]",8
"[25, 110, 44, 100, 53, 41]","[21, 101, 42, 54, 45, 34]",4
"[25, 110, 51, 53, 51, 42]","[23, 101, 44, 51, 45, 33]",1
"[25, 111, 53, 51, 41, 40]","[23, 101, 51, 45, 34, 32]",1
"[25, 115, 55, 43, 42, 51]","[24, 111, 52, 41, 35, 41]",1
"[25, 41, 50, 40, 30, 25]","[21, 35, 43, 34, 23, 21]",2
"[25, 41, 55, 44, 33, 35]","[24, 35, 53, 40, 25, 30]",1
"[25, 43, 54, 50, 34, 31]","[23, 41, 52, 42, 30, 23]",3
"[25, 44, 50, 42, 42, 30]","[22, 43, 42, 40, 33, 23]",1
"[25, 44, 53, 40, 34, 25]","[23, 43, 50, 33, 25, 21]",3
"[25, 44, 53, 42, 35, 40]","[23, 43, 50, 35, 30, 32]",7
"[25, 50, 45, 24, 30, 30]","[21, 45, 42, 21, 23, 22]",1
"[25, 50, 50, 42, 33, 31]","[22, 44, 43, 34, 31, 23]",1
"[25, 50, 52, 41, 35, 31]","[23, 43, 45, 34, 33, 22]",1
"[25, 50, 54, 43, 24, 40]","[22, 45, 51, 41, 15, 32]",12
"[25, 51, 43, 42, 35, 35]","[24, 45, 40, 34, 32, 30]",1
"[25, 52, 41, 53, 43, 35]","[24, 50, 34, 45, 40, 30]",7
"[25, 52, 42, 33, 25, 21]","[24, 50, 32, 30, 23, 13]",10
"[25, 52, 42, 51, 44, 35]","[24, 50, 34, 45, 40, 30]",9
"[25, 52, 53, 44, 50, 33]","[23, 51, 50, 40, 43, 24]",4
"[25, 53, 41, 52, 43, 32]","[24, 51, 33, 44, 40, 24]",2
"[25, 53, 50, 43, 35, 41]","[23, 51, 44, 35, 32, 32]",8
"[25, 53, 51, 44, 50, 40]","[22, 51, 45, 42, 42, 31]",4
"[25, 53, 52, 41, 43, 40]","[23, 51, 45, 34, 35, 32]",5
"[25, 54, 45, 50, 33, 45]","[23, 53, 43, 43, 25, 35]",10
"[25, 54, 52, 41, 50, 41]","[23, 51, 45, 40, 42, 32]",1
"[25, 54, 55, 45, 55, 45]","[24, 53, 53, 44, 51, 32]",2
"[25, 55, 43, 51, 33, 40]","[23, 53, 41, 43, 30, 31]",4
"[25, 55, 50, 54, 50, 51]","[22, 53, 44, 53, 44, 35]",3
"[25, 55, 52, 40, 45, 40]","[22, 54, 45, 35, 41, 30]",10
"[3, 10, 10, 13, 3, 4]","[0, 2, 5, 5, 1, 3]",1
"[3, 10, 3, 10, 0, 2]","[0, 3, 1, 3, 0, 1]",30
"[3, 10, 3, 10, 2, 0]","[0, 3, 1, 3, 1, 0]",2
"[3, 10, 3, 10, 2, 2]","[0, 3, 0, 3, 1, 1]",5
"[3, 10, 4, 10, 3, 2]","[0, 3, 2, 3, 1, 1]",1
"[3, 11, 10, 5, 3, 4]","[1, 3, 5, 2, 1, 2]",1
"[3, 11, 12, 5, 5, 5]","[2, 3, 10, 3, 4, 1]",18
"[3, 11, 5, 10, 4, 3]","[1, 3, 4, 3, 2, 1]",2
"[3, 12, 11, 10, 3, 2]","[1, 3, 4, 3, 2, 1]",2
"[3, 12, 11, 11, 10, 10]","[0, 0, 5, 5, 5, 5]",7
"[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]",83
"[3, 12, 3, 10, 1, 1]","[1, 3, 1, 3, 0, 0]",5
"[3, 13, 11, 11, 5, 3]","[2, 3, 10, 3, 4, 1]",2
"[3, 13, 11, 12, 1, 5]","[2, 3, 5, 5, 0, 3]",1
"[3, 13, 12, 11, 5, 4]","[2, 4, 10, 4, 3, 2]",2
"[3, 13, 13, 10, 10, 4]","[0, 4, 12, 2, 4, 3]",3
"[3, 13, 13, 14, 12, 3]","[2, 4, 11, 5, 10, 2]",12
"[3, 13, 4, 12, 5, 10]","[1, 5, 2, 5, 3, 4]",24
"[3, 13, 5, 12, 4, 10]","[1, 5, 3, 5, 2, 4]",2
"[3, 14, 0, 11, 5, 10]","[1, 5, 0, 5, 3, 4]",11
"[3, 14, 13, 10, 3, 10]","[0, 5, 12, 2, 1, 5]",1
"[3, 14, 2, 11, 5, 10]","[1, 5, 0, 5, 3, 4]",3
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]",208
"[3, 15, 13, 11, 3, 10]","[1, 5, 12, 3, 2, 4]",1
"[3, 20, 10, 12, 3, 5]","[0, 13, 3, 5, 2, 3]",7
"[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]",77
"[3, 21, 15, 12, 5, 11]","[2, 11, 12, 10, 4, 4]",4
"[3, 21, 5, 10, 10, 4]","[0, 13, 3, 4, 4, 2]",5
"[3, 21, 5, 11, 5, 3]","[2, 13, 3, 4, 4, 0]",1
"[3, 22, 11, 11, 2, 4]","[2, 13, 3, 5, 0, 3]",1
"[3, 22, 23, 12, 5, 12]","[2, 15, 13, 5, 4, 10]",7
"[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]",58
"[3, 23, 15, 5, 10, 14]","[1, 15, 13, 2, 4, 11]",1
"[3, 23, 20, 15, 12, 11]","[1, 14, 12, 12, 11, 5]",2
"[3, 23, 21, 13, 5, 12]","[2, 15, 13, 5, 4, 10]",1
"[3, 23, 22, 11, 12, 10]","[1, 14, 13, 4, 11, 5]",1
"[3, 24, 15, 10, 14, 11]","[1, 14, 13, 4, 11, 5]",47
"[3, 4, 10, 4, 3, 3]","[1, 2, 5, 0, 0, 2]",2
"[3, 41, 24, 31, 23, 14]","[2, 33, 21, 23, 15, 13]",43
"[3, 5, 0, 10, 0, 3]","[1, 3, 0, 3, 0, 1]",45
"[3, 5, 10, 3, 1, 5]","[1, 2, 5, 0, 0, 2]",13
"[3, 5, 10, 4, 4, 5]","[1, 3, 5, 2, 1, 2]",5
"[3, 5, 2, 10, 0, 3]","[1, 3, 0, 3, 0, 1]",11
"[3, 5, 3, 10, 0, 2]","[1, 3, 1, 3, 0, 0]",4
"[3, 5, 3, 10, 2, 2]","[1, 3, 0, 3, 1, 0]",2
"[3, 5, 4, 10, 2, 3]","[1, 3, 2, 3, 0, 1]",17
"[3, 5, 4, 10, 3, 2]","[1, 3, 2, 3, 1, 0]",2
"[3, 5, 5, 10, 3, 5]","[1, 3, 4, 3, 2, 1]",57
"[30, 100, 43, 45, 42, 35]","[22, 54, 41, 41, 34, 32]",5
"[30, 100, 45, 44, 40, 31]","[21, 53, 44, 41, 31, 25]",18
"[30, 100, 45, 55, 51, 45]","[22, 53, 44, 53, 44, 35]",4
"[30, 100, 52, 44, 41, 35]","[22, 53, 50, 41, 33, 32]",1
"[30, 100, 55, 41, 34, 35]","[22, 53, 54, 33, 31, 31]",1
"[30, 101, 102, 42, 33, 32]","[22, 53, 54, 33, 31, 31]",14
"[30, 101, 43, 43, 34, 25]","[23, 54, 41, 34, 30, 23]",2
"[30, 101, 55, 34, 40, 35]","[22, 54, 54, 30, 33, 31]",3
"[30, 102, 101, 41, 34, 32]","[22, 53, 54, 33, 31, 31]",1
"[30, 102, 42, 54, 35, 35]","[23, 100, 35, 50, 32, 31]",18
"[30, 102, 54, 42, 35, 33]","[23, 100, 51, 33, 32, 30]",1
"[30, 102, 54, 44, 50, 40]","[21, 100, 52, 42, 41, 33]",10
"[30, 103, 55, 42, 33, 33]","[23, 101, 53, 31, 31, 30]",1
"[30, 104, 43, 103, 53, 40]","[21, 101, 42, 54, 45, 34]",1
"[30, 104, 52, 42, 35, 41]","[23, 101, 45, 35, 31, 34]",5
"[30, 110, 43, 103, 50, 41]","[21, 101, 42, 55, 43, 35]",4
"[30, 111, 44, 51, 53, 41]","[24, 101, 43, 44, 45, 34]",1
"[30, 112, 53, 54, 51, 51]","[24, 103, 51, 51, 45, 42]",2
"[30, 113, 45, 54, 50, 41]","[23, 105, 44, 51, 42, 33]",10
"[30, 114, 53, 44, 45, 45]","[24, 111, 52, 41, 35, 41]",2
"[30, 121, 54, 52, 53, 54]","[24, 114, 51, 45, 50, 45]",2
"[30, 121, 54, 53, 51, 55]","[24, 113, 52, 50, 45, 45]",4
"[30, 40, 50, 42, 30, 23]","[21, 35, 43, 34, 23, 21]",1
"[30, 41, 54, 45, 34, 33]","[24, 35, 53, 40, 25, 30]",2
"[30, 44, 52, 40, 23, 31]","[23, 42, 45, 32, 15, 25]",16
"[30, 44, 52, 40, 44, 24]","[23, 43, 45, 34, 33, 22]",13
"[30, 44, 52, 43, 40, 34]","[23, 43, 50, 35, 30, 32]",3
"[30, 44, 53, 53, 23, 33]","[24, 43, 51, 42, 20, 30]",18
"[30, 45, 53, 42, 40, 33]","[23, 44, 51, 33, 32, 30]",2
"[30, 45, 53, 51, 23, 34]","[24, 43, 51, 42, 20, 30]",1
"[30, 50, 52, 43, 33, 35]","[23, 45, 50, 33, 31, 31]",9
"[30, 51, 43, 34, 40, 30]","[22, 45, 42, 25, 32, 24]",17
"[30, 51, 52, 35, 41, 34]","[24, 44, 50, 31, 34, 30]",1
"[30, 52, 41, 40, 34, 31]","[23, 45, 35, 32, 30, 25]",1
"[30, 52, 42, 102, 35, 33]","[23, 50, 34, 53, 33, 30]",24
"[30, 52, 52, 42, 35, 40]","[23, 51, 44, 35, 32, 32]",3
"[30, 52, 53, 44, 50, 32]","[23, 51, 50, 40, 43, 24]",8
"[30, 53, 51, 41, 33, 35]","[24, 50, 50, 31, 31, 31]",2
"[30, 54, 55, 40, 35, 40]","[22, 53, 54, 33, 31, 31]",1
"[30, 55, 100, 42, 33, 35]","[22, 53, 54, 33, 31, 31]",2
"[30, 55, 51, 43, 44, 41]","[24, 52, 50, 40, 35, 33]",1
"[31, 101, 102, 45, 31, 42]","[24, 51, 55, 42, 24, 40]",5
"[31, 101, 43, 55, 51, 43]","[25, 52, 42, 51, 44, 35]",8
"[31, 101, 45, 41, 32, 23]","[25, 52, 42, 33, 25, 21]",2
"[31, 101, 52, 45, 44, 45]","[25, 53, 50, 43, 35, 41]",5
"[31, 101, 53, 52, 53, 44]","[25, 53, 51, 44, 50, 40]",1
"[31, 101, 54, 44, 52, 43]","[25, 53, 52, 41, 43, 40]",4
"[31, 102, 50, 45, 53, 44]","[24, 55, 44, 42, 45, 40]",4
"[31, 102, 51, 100, 45, 42]","[23, 53, 44, 54, 42, 35]",2
"[31, 102, 55, 42, 54, 44]","[25, 55, 52, 40, 45, 40]",1
"[31, 102, 55, 43, 52, 45]","[25, 55, 52, 40, 45, 40]",6
"[31, 103, 100, 45, 45, 45]","[23, 55, 55, 42, 41, 41]",2
"[31, 103, 42, 104, 53, 40]","[23, 55, 40, 100, 45, 34]",4
"[31, 103, 44, 101, 50, 40]","[22, 54, 43, 54, 42, 34]",1
"[31, 103, 45, 53, 45, 40]","[24, 100, 44, 45, 41, 32]",3
"[31, 103, 50, 52, 33, 35]","[24, 100, 44, 42, 32, 31]",5
"[31, 103, 51, 100, 35, 41]","[23, 53, 50, 52, 33, 34]",1
"[31, 103, 52, 101, 55, 55]","[24, 54, 50, 54, 54, 45]",5
"[31, 103, 54, 103, 45, 51]","[24, 54, 53, 55, 42, 43]",3
"[31, 104, 41, 103, 54, 40]","[23, 55, 40, 100, 45, 34]",2
"[31, 104, 45, 50, 54, 42]","[24, 101, 43, 44, 45, 34]",4
"[31, 104, 45, 51, 52, 43]","[25, 100, 43, 44, 44, 35]",1
"[31, 105, 52, 53, 45, 43]","[25, 102, 50, 45, 42, 34]",1
"[31, 110, 44, 50, 54, 41]","[24, 101, 43, 44, 45, 34]",5
"[31, 110, 53, 52, 45, 42]","[25, 102, 50, 45, 42, 34]",3
"[31, 111, 100, 52, 55, 55]","[24, 101, 54, 50, 54, 45]",2
"[31, 111, 51, 51, 42, 35]","[30, 100, 45, 44, 40, 31]",1
"[31, 111, 53, 101, 54, 52]","[25, 100, 51, 54, 52, 44]",3
"[31, 111, 53, 102, 52, 53]","[25, 101, 50, 54, 51, 45]",1
"[31, 111, 55, 53, 100, 54]","[24, 101, 54, 50, 54, 45]",1
"[31, 112, 100, 53, 53, 43]","[24, 103, 54, 44, 51, 40]",1
"[31, 112, 54, 44, 45, 45]","[30, 104, 52, 42, 35, 41]",3
"[31, 113, 53, 51, 43, 44]","[30, 104, 52, 42, 35, 41]",1
"[31, 114, 52, 102, 55, 51]","[25, 104, 45, 100, 53, 42]",2
"[31, 43, 53, 50, 32, 32]","[25, 41, 50, 40, 30, 25]",1
"[31, 44, 55, 53, 43, 41]","[30, 41, 54, 45, 34, 33]",1
"[31, 50, 52, 35, 40, 35]","[24, 44, 50, 31, 34, 30]",10
"[31, 50, 53, 50, 21, 35]","[24, 43, 51, 42, 20, 30]",1
"[31, 50, 54, 44, 45, 45]","[25, 44, 53, 42, 35, 40]",6
"[31, 50, 55, 44, 42, 33]","[25, 44, 53, 40, 34, 25]",2
"[31, 51, 54, 44, 32, 34]","[30, 44, 52, 40, 23, 31]",5
"[31, 51, 55, 53, 41, 40]","[25, 43, 54, 50, 34, 31]",1
"[31, 51, 55, 55, 25, 45]","[30, 44, 53, 53, 23, 33]",8
"[31, 52, 55, 45, 42, 44]","[30, 50, 52, 43, 33, 35]",7
"[31, 53, 45, 42, 45, 34]","[30, 51, 43, 34, 40, 30]",14
"[31, 54, 40, 100, 41, 32]","[23, 50, 34, 53, 33, 30]",1
"[31, 54, 44, 40, 35, 24]","[25, 52, 42, 33, 25, 21]",7
"[31, 54, 53, 51, 41, 43]","[30, 50, 52, 43, 33, 35]",1
"[31, 55, 100, 45, 31, 45]","[24, 51, 55, 42, 24, 40]",2
"[31, 55, 43, 55, 50, 42]","[25, 53, 41, 52, 43, 32]",1
"[31, 55, 55, 51, 52, 43]","[30, 52, 53, 44, 50, 32]",3
"[32, 100, 44, 40, 40, 24]","[23, 54, 41, 34, 30, 23]",1
"[32, 100, 45, 101, 45, 42]","[24, 52, 42, 55, 41, 35]",6
"[32, 100, 50, 50, 31, 42]","[23, 53, 43, 43, 25, 35]",2
"[32, 100, 52, 100, 45, 42]","[23, 53, 44, 54, 42, 35]",6
"[32, 100, 53, 50, 54, 43]","[24, 54, 51, 42, 51, 35]",2
"[32, 100, 53, 51, 54, 44]","[25, 53, 51, 44, 50, 40]",2
"[32, 100, 55, 50, 54, 41]","[24, 53, 53, 44, 51, 32]",5
"[32, 101, 102, 50, 45, 43]","[24, 53, 55, 43, 42, 40]",9
"[32, 102, 102, 43, 52, 42]","[25, 55, 52, 40, 45, 40]",2
"[32, 102, 50, 54, 41, 43]","[25, 55, 43, 51, 33, 40]",3
"[32, 102, 52, 52, 45, 43]","[30, 100, 43, 45, 42, 35]",4
"[32, 102, 53, 52, 44, 34]","[30, 100, 45, 44, 40, 31]",3
"[32, 102, 53, 53, 42, 35]","[30, 100, 45, 44, 40, 31]",8
"[32, 102, 54, 44, 100, 41]","[24, 54, 51, 42, 51, 35]",9
"[32, 102, 55, 50, 42, 40]","[24, 100, 51, 44, 35, 32]",5
"[32, 103, 51, 53, 44, 34]","[30, 100, 45, 44, 40, 31]",1
"[32, 104, 51, 51, 44, 35]","[30, 100, 45, 44, 40, 31]",4
"[32, 104, 53, 102, 54, 53]","[25, 101, 50, 54, 51, 45]",1
"[32, 104, 53, 103, 52, 52]","[25, 101, 45, 55, 50, 44]",1
"[32, 104, 53, 50, 51, 43]","[25, 101, 51, 42, 44, 35]",1
"[32, 105, 44, 101, 43, 43]","[25, 101, 42, 53, 34, 41]",1
"[32, 105, 45, 51, 41, 33]","[30, 101, 43, 43, 34, 25]",1
"[32, 105, 52, 103, 51, 53]","[25, 101, 45, 55, 50, 44]",2
"[32, 105, 53, 101, 52, 55]","[25, 101, 50, 54, 51, 45]",2
"[32, 110, 53, 102, 51, 52]","[25, 101, 45, 55, 50, 44]",3
"[32, 111, 103, 43, 43, 40]","[25, 102, 101, 34, 35, 35]",4
"[32, 111, 104, 45, 41, 35]","[30, 101, 102, 42, 33, 32]",7
"[32, 111, 54, 51, 51, 54]","[31, 101, 52, 45, 44, 45]",3
"[32, 111, 54, 54, 42, 42]","[31, 103, 50, 52, 33, 35]",2
"[32, 111, 55, 101, 43, 50]","[25, 101, 53, 54, 41, 42]",1
"[32, 112, 45, 101, 43, 41]","[30, 102, 42, 54, 35, 35]",6
"[32, 113, 43, 101, 45, 40]","[25, 104, 41, 53, 41, 34]",3
"[32, 113, 45, 110, 55, 50]","[25, 104, 43, 103, 53, 41]",2
"[32, 114, 45, 105, 101, 45]","[25, 104, 43, 103, 53, 41]",1
"[32, 114, 52, 102, 55, 50]","[25, 110, 44, 100, 53, 41]",2
"[32, 114, 52, 103, 101, 44]","[25, 104, 45, 100, 53, 42]",5
"[32, 114, 55, 55, 51, 53]","[31, 110, 53, 52, 45, 42]",2
"[32, 115, 53, 100, 54, 50]","[24, 111, 51, 53, 52, 41]",1
"[32, 121, 53, 102, 53, 44]","[30, 113, 45, 54, 50, 41]",3
"[32, 45, 100, 54, 43, 34]","[25, 43, 54, 50, 34, 31]",1
"[32, 45, 54, 50, 45, 43]","[30, 44, 52, 43, 40, 34]",2
"[32, 50, 54, 44, 31, 35]","[30, 44, 52, 40, 23, 31]",10
"[32, 51, 102, 55, 25, 42]","[30, 44, 53, 53, 23, 33]",9
"[32, 52, 100, 50, 42, 43]","[24, 50, 52, 43, 35, 40]",1
"[32, 52, 50, 43, 44, 33]","[30, 51, 43, 34, 40, 30]",2
"[32, 52, 55, 41, 45, 44]","[31, 50, 52, 35, 40, 35]",9
"[32, 53, 101, 52, 30, 43]","[25, 50, 54, 43, 24, 40]",4
"[32, 53, 54, 50, 43, 45]","[30, 52, 52, 42, 35, 40]",1
"[32, 53, 55, 45, 42, 50]","[30, 52, 52, 42, 35, 40]",1
"[32, 54, 100, 51, 31, 43]","[25, 50, 54, 43, 24, 40]",2
"[32, 54, 52, 45, 54, 43]","[31, 53, 45, 42, 45, 34]",7
"[32, 54, 53, 50, 42, 50]","[25, 53, 50, 43, 35, 41]",1
"[32, 55, 101, 50, 52, 42]","[25, 52, 53, 44, 50, 33]",3
"[32, 55, 43, 101, 50, 43]","[25, 52, 41, 53, 43, 35]",6
"[32, 55, 44, 104, 45, 41]","[30, 52, 42, 102, 35, 33]",5
"[32, 55, 51, 45, 53, 44]","[31, 53, 45, 42, 45, 34]",1
"[32, 55, 52, 44, 43, 32]","[31, 54, 44, 40, 35, 24]",1
"[33, 100, 43, 113, 43, 34]","[30, 52, 42, 102, 35, 33]",11
"[33, 100, 50, 100, 50, 42]","[22, 53, 44, 53, 44, 35]",5
"[33, 100, 50, 54, 35, 55]","[25, 54, 45, 50, 33, 45]",4
"[33, 100, 51, 50, 44, 44]","[25, 53, 50, 43, 35, 41]",1
"[33, 100, 53, 45, 41, 42]","[30, 53, 51, 41, 33, 35]",1
"[33, 100, 55, 51, 52, 41]","[30, 52, 53, 44, 50, 32]",4
"[33, 101, 50, 54, 40, 53]","[25, 54, 45, 50, 33, 45]",5
"[33, 102, 50, 52, 50, 43]","[25, 100, 43, 44, 44, 35]",8
"[33, 103, 54, 100, 50, 51]","[24, 55, 53, 52, 44, 43]",3
"[33, 104, 101, 53, 101, 52]","[25, 54, 55, 45, 55, 45]",1
"[33, 104, 52, 53, 55, 55]","[31, 102, 50, 45, 53, 44]",1
"[33, 104, 54, 52, 51, 55]","[31, 101, 52, 45, 44, 45]",1
"[33, 104, 55, 51, 55, 54]","[31, 101, 54, 44, 52, 43]",2
"[33, 105, 103, 45, 42, 40]","[25, 102, 101, 41, 34, 33]",1
"[33, 105, 45, 102, 43, 42]","[30, 102, 42, 54, 35, 35]",2
"[33, 105, 51, 50, 50, 52]","[25, 102, 45, 43, 45, 42]",1
"[33, 110, 101, 45, 41, 41]","[30, 55, 100, 42, 33, 35]",1
"[33, 110, 102, 52, 52, 43]","[30, 102, 54, 44, 50, 40]",3
"[33, 110, 103, 42, 44, 40]","[25, 102, 101, 34, 35, 35]",5
"[33, 110, 103, 51, 35, 40]","[25, 101, 102, 42, 33, 33]",2
"[33, 110, 51, 53, 55, 54]","[31, 102, 50, 45, 53, 44]",2
"[33, 111, 100, 53, 52, 43]","[30, 102, 54, 44, 50, 40]",2
"[33, 111, 102, 52, 53, 53]","[31, 102, 55, 43, 52, 45]",1
"[33, 111, 103, 51, 40, 34]","[30, 101, 102, 42, 33, 32]",5
"[33, 111, 43, 103, 44, 40]","[30, 102, 42, 54, 35, 35]",5
"[33, 111, 45, 102, 54, 51]","[31, 101, 43, 55, 51, 43]",1
"[33, 111, 50, 50, 50, 51]","[25, 102, 45, 43, 45, 42]",1
"[33, 112, 101, 51, 54, 53]","[31, 102, 55, 43, 52, 45]",1
"[33, 112, 53, 101, 35, 42]","[31, 103, 50, 52, 33, 35]",1
"[33, 112, 53, 55, 51, 44]","[32, 104, 51, 51, 44, 35]",3
"[33, 113, 101, 54, 51, 53]","[31, 103, 100, 45, 45, 45]",1
"[33, 113, 51, 102, 51, 43]","[31, 103, 45, 53, 45, 40]",2
"[33, 114, 45, 54, 103, 45]","[31, 110, 44, 50, 54, 41]",1
"[33, 115, 44, 111, 101, 42]","[31, 103, 42, 104, 53, 40]",3
"[33, 115, 45, 110, 52, 50]","[30, 110, 43, 103, 50, 41]",1
"[33, 120, 52, 103, 53, 44]","[30, 113, 45, 54, 50, 41]",2
"[33, 120, 53, 102, 52, 45]","[30, 113, 45, 54, 50, 41]",1
"[33, 121, 43, 111, 101, 41]","[31, 104, 41, 103, 54, 40]",1
"[33, 122, 101, 101, 52, 55]","[30, 112, 53, 54, 51, 51]",1
"[33, 122, 101, 52, 50, 53]","[30, 114, 53, 44, 45, 45]",1
"[33, 131, 54, 111, 55, 53]","[32, 121, 53, 102, 53, 44]",1
"[33, 45, 53, 50, 50, 33]","[30, 44, 52, 40, 44, 24]",12
