"[0, 3, 11, 2, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[0, 4, 12, 3, 2, 3, 2]","[0, 2, 5, 0, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[0, 5, 12, 1, 2, 4, 2]","[0, 2, 5, 0, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[0, 5, 12, 2, 2, 4, 1]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[1, 5, 12, 0, 2, 4, 2]","[0, 2, 5, 0, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[1, 5, 12, 2, 2, 4, 0]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 4, 10, 3, 4, 3, 0]","[0, 2, 5, 0, 1, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 4, 10, 4, 3, 3, 0]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 4, 12, 3, 2, 3, 0]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 5, 10, 0, 4, 4, 1]","[0, 2, 5, 0, 1, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 5, 10, 1, 4, 4, 0]","[0, 2, 5, 0, 1, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 5, 10, 3, 0, 5, 1]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 5, 10, 3, 1, 5, 0]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 5, 12, 0, 2, 4, 1]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 5, 12, 1, 2, 4, 0]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 10, 3, 6, 1, 1, 3]","[0, 3, 1, 3, 0, 0, 1]"
"[3, 5, 10, 2, 0, 5, 1]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[3, 5, 10, 2, 1, 5, 0]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[3, 6, 3, 10, 0, 1, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[3, 6, 3, 10, 1, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[3, 10, 2, 6, 1, 1, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[3, 10, 3, 6, 1, 1, 2]","[1, 3, 1, 3, 0, 0, 0]"
