"[0, 11, 14, 0, 11, 2, 5]","[0, 2, 12, 0, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[0, 12, 5, 11, 3, 5, 4]","[0, 5, 3, 6, 1, 2, 3]","[0, 3, 1, 3, 0, 0, 1]"
"[0, 12, 5, 11, 3, 6, 3]","[0, 5, 3, 5, 2, 4, 1]","[0, 3, 1, 3, 0, 1, 0]"
"[0, 12, 6, 11, 2, 3, 6]","[0, 5, 3, 6, 1, 2, 3]","[0, 3, 1, 3, 0, 0, 1]"
"[1, 12, 3, 12, 3, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[1, 12, 3, 13, 3, 4, 4]","[0, 5, 1, 6, 0, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[1, 12, 6, 11, 3, 2, 5]","[0, 4, 3, 6, 2, 0, 3]","[0, 3, 1, 3, 0, 0, 1]"
"[1, 13, 1, 13, 3, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[1, 13, 2, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[1, 13, 4, 11, 6, 1, 4]","[0, 4, 3, 6, 3, 0, 2]","[0, 3, 1, 3, 1, 0, 0]"
"[2, 5, 6, 6, 5, 6, 4]","[1, 4, 4, 5, 3, 3, 0]","[0, 2, 3, 2, 0, 1, 0]"
"[2, 6, 12, 10, 3, 5, 2]","[0, 3, 5, 5, 2, 3, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[2, 10, 11, 5, 6, 4, 2]","[0, 3, 5, 4, 4, 2, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[2, 10, 11, 6, 2, 5, 4]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[2, 10, 11, 6, 4, 5, 2]","[0, 3, 5, 5, 2, 3, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[2, 10, 14, 0, 11, 0, 6]","[0, 2, 12, 0, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 11, 6, 10, 4, 2, 5]","[0, 4, 3, 6, 2, 0, 3]","[0, 3, 1, 3, 0, 0, 1]"
"[2, 11, 6, 10, 5, 2, 4]","[0, 4, 3, 6, 3, 0, 2]","[0, 3, 1, 3, 1, 0, 0]"
"[2, 12, 3, 11, 4, 4, 4]","[1, 5, 0, 6, 0, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 12, 6, 11, 0, 3, 6]","[1, 5, 3, 6, 0, 2, 3]","[0, 3, 1, 3, 0, 0, 1]"
"[3, 5, 12, 6, 5, 3, 3]","[2, 3, 10, 2, 4, 0, 1]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[3, 6, 10, 10, 2, 5, 4]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[3, 6, 10, 10, 4, 5, 2]","[0, 3, 5, 5, 2, 3, 0]","[0, 2, 3, 2, 1, 0, 0]"
"[3, 6, 11, 6, 5, 3, 3]","[2, 3, 10, 2, 4, 1, 0]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[3, 10, 4, 10, 6, 5, 2]","[0, 4, 2, 5, 4, 3, 0]","[0, 3, 0, 3, 1, 1, 0]"
"[3, 10, 5, 10, 6, 4, 2]","[0, 4, 3, 5, 4, 2, 0]","[0, 3, 1, 3, 1, 0, 0]"
"[3, 13, 11, 11, 3, 1, 1]","[2, 2, 10, 4, 2, 0, 0]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 10, 11, 6, 2, 5, 2]","[2, 3, 5, 5, 0, 3, 0]","[1, 2, 3, 2, 0, 0, 0]"
