"[10, 32, 23, 23, 13, 14, 12]","[5, 24, 15, 15, 11, 13, 11]","[4, 13, 13, 13, 6, 6, 10]","[2, 5, 12, 6, 4, 5, 4]","[1, 3, 6, 5, 1, 2, 2]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 34, 16, 23, 13, 10, 21]","[4, 25, 13, 16, 11, 6, 16]","[3, 16, 11, 14, 6, 4, 12]","[2, 10, 6, 12, 3, 3, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[10, 35, 21, 21, 12, 11, 20]","[4, 25, 13, 16, 11, 6, 16]","[3, 16, 11, 14, 6, 4, 12]","[2, 10, 6, 12, 3, 3, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[10, 36, 15, 14, 15, 15, 16]","[5, 26, 14, 12, 13, 11, 13]","[4, 16, 11, 6, 11, 6, 11]","[3, 5, 10, 5, 6, 5, 4]","[1, 3, 6, 3, 4, 1, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 42, 21, 21, 11, 13, 12]","[5, 31, 13, 16, 6, 12, 11]","[4, 21, 11, 13, 5, 10, 5]","[2, 12, 6, 11, 3, 4, 4]","[1, 5, 3, 6, 0, 3, 2]","[0, 3, 1, 3, 0, 1, 0]"
"[11, 32, 26, 20, 13, 11, 14]","[6, 22, 22, 14, 11, 10, 12]","[4, 13, 13, 13, 6, 6, 10]","[2, 5, 12, 6, 4, 5, 4]","[1, 3, 6, 5, 1, 2, 2]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 33, 23, 20, 13, 15, 12]","[6, 24, 16, 12, 12, 13, 11]","[5, 14, 12, 10, 10, 12, 5]","[2, 5, 6, 6, 5, 6, 4]","[1, 4, 4, 5, 3, 3, 0]","[0, 2, 3, 2, 0, 1, 0]"
"[11, 34, 20, 21, 14, 10, 20]","[4, 25, 13, 16, 11, 6, 16]","[3, 16, 11, 14, 6, 4, 12]","[2, 10, 6, 12, 3, 3, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[11, 35, 16, 21, 11, 12, 21]","[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[11, 40, 13, 15, 15, 15, 15]","[6, 26, 12, 13, 13, 10, 14]","[4, 20, 6, 10, 11, 6, 11]","[1, 11, 4, 6, 6, 5, 5]","[0, 4, 3, 5, 4, 2, 2]","[0, 3, 0, 3, 1, 0, 1]"
"[11, 41, 14, 14, 20, 11, 16]","[6, 26, 12, 13, 13, 10, 14]","[4, 20, 6, 10, 11, 6, 11]","[1, 11, 4, 6, 6, 5, 5]","[0, 4, 3, 5, 4, 2, 2]","[0, 3, 0, 3, 1, 0, 1]"
"[11, 41, 16, 12, 16, 11, 20]","[6, 26, 13, 11, 14, 10, 14]","[4, 16, 11, 6, 11, 6, 11]","[3, 5, 10, 5, 6, 5, 4]","[1, 3, 6, 3, 4, 1, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 33, 21, 22, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[13, 32, 20, 23, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[14, 33, 24, 20, 12, 11, 13]","[12, 24, 20, 13, 6, 10, 12]","[6, 16, 12, 11, 4, 6, 10]","[4, 10, 10, 10, 2, 5, 3]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
