"[5, 44, 16, 25, 16, 16, 21]","[4, 36, 13, 24, 13, 13, 14]","[3, 31, 11, 16, 6, 12, 12]","[2, 21, 5, 13, 5, 11, 6]","[1, 13, 2, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[6, 42, 22, 25, 15, 16, 20]","[4, 36, 13, 24, 13, 13, 14]","[3, 31, 11, 16, 6, 12, 12]","[2, 21, 5, 13, 5, 11, 6]","[1, 13, 2, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[6, 43, 20, 26, 16, 14, 21]","[4, 36, 13, 24, 13, 13, 14]","[3, 31, 11, 16, 6, 12, 12]","[2, 21, 5, 13, 5, 11, 6]","[1, 13, 2, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[6, 44, 22, 23, 15, 21, 15]","[5, 40, 14, 21, 12, 15, 13]","[3, 31, 11, 16, 6, 12, 12]","[2, 21, 5, 13, 5, 11, 6]","[1, 13, 2, 11, 4, 5, 4]","[0, 5, 0, 6, 1, 3, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[11, 42, 26, 23, 16, 14, 14]","[10, 33, 22, 21, 12, 13, 11]","[5, 23, 14, 14, 11, 12, 10]","[3, 13, 11, 12, 5, 10, 6]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 43, 24, 24, 16, 15, 13]","[10, 34, 21, 21, 12, 13, 11]","[5, 23, 14, 15, 10, 12, 10]","[2, 14, 11, 13, 5, 6, 6]","[1, 6, 6, 11, 3, 4, 3]","[0, 2, 5, 5, 1, 3, 0]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 42, 24, 16, 16, 16, 20]","[10, 34, 16, 15, 13, 15, 13]","[5, 24, 15, 11, 11, 12, 11]","[4, 12, 12, 10, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 42, 25, 15, 21, 20, 14]","[10, 34, 16, 14, 15, 14, 13]","[5, 24, 15, 11, 11, 12, 11]","[4, 12, 12, 10, 6, 6, 10]","[1, 4, 6, 6, 4, 5, 4]","[0, 2, 5, 5, 0, 3, 1]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 43, 25, 21, 11, 16, 21]","[11, 33, 20, 16, 6, 14, 16]","[6, 24, 15, 13, 4, 13, 12]","[5, 16, 12, 10, 1, 11, 10]","[2, 5, 10, 6, 0, 6, 5]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[12, 46, 16, 21, 21, 13, 20]","[10, 40, 11, 16, 16, 12, 14]","[4, 26, 6, 15, 13, 11, 11]","[3, 16, 4, 13, 11, 6, 5]","[2, 11, 3, 10, 6, 4, 2]","[0, 4, 0, 5, 4, 3, 0]","[0, 3, 0, 3, 1, 1, 0]"
