"[1, 11, 5, 6, 5, 6, 6]","[0, 4, 4, 5, 4, 3, 2]","[0, 3, 2, 3, 0, 1, 1]"
"[2, 5, 15, 2, 10, 3, 6]","[0, 2, 12, 0, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 6, 6, 6, 6, 4, 10]","[0, 4, 4, 5, 4, 3, 2]","[0, 3, 2, 3, 0, 1, 1]"
"[2, 11, 5, 6, 4, 6, 6]","[1, 5, 3, 5, 2, 4, 2]","[0, 3, 0, 3, 0, 1, 1]"
"[2, 11, 5, 6, 6, 6, 4]","[1, 5, 3, 5, 4, 4, 0]","[0, 3, 2, 3, 1, 1, 0]"
"[2, 11, 6, 5, 5, 6, 5]","[1, 5, 4, 4, 4, 2, 2]","[0, 3, 1, 3, 0, 0, 1]"
"[2, 11, 6, 5, 6, 4, 6]","[1, 5, 4, 4, 4, 2, 2]","[0, 3, 1, 3, 0, 0, 1]"
"[2, 11, 6, 6, 4, 5, 6]","[1, 5, 4, 5, 2, 3, 2]","[0, 3, 1, 3, 0, 0, 1]"
"[2, 11, 13, 12, 2, 3, 3]","[1, 3, 6, 5, 1, 2, 2]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[2, 12, 10, 12, 3, 3, 4]","[0, 5, 3, 6, 1, 2, 3]","[0, 3, 1, 3, 0, 0, 1]"
"[2, 12, 10, 12, 3, 4, 3]","[0, 5, 3, 6, 1, 3, 2]","[0, 3, 1, 3, 0, 1, 0]"
"[3, 6, 10, 6, 5, 4, 6]","[1, 4, 6, 4, 3, 2, 2]","[0, 2, 3, 2, 0, 1, 0]"
"[3, 10, 5, 6, 5, 6, 5]","[1, 5, 4, 4, 4, 2, 2]","[0, 3, 1, 3, 0, 0, 1]"
"[3, 10, 5, 6, 6, 4, 6]","[1, 5, 4, 4, 4, 2, 2]","[0, 3, 1, 3, 0, 0, 1]"
"[3, 10, 12, 13, 2, 3, 3]","[1, 3, 6, 5, 1, 2, 2]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[3, 11, 5, 6, 6, 5, 4]","[2, 5, 4, 4, 4, 2, 1]","[1, 3, 1, 3, 0, 0, 0]"
"[3, 12, 10, 12, 2, 3, 4]","[1, 5, 3, 6, 0, 2, 3]","[0, 3, 1, 3, 0, 0, 1]"
"[3, 12, 10, 12, 2, 4, 3]","[1, 5, 3, 6, 0, 3, 2]","[0, 3, 1, 3, 0, 1, 0]"
"[4, 6, 5, 10, 5, 5, 5]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[4, 6, 10, 5, 6, 4, 5]","[2, 4, 6, 4, 3, 1, 2]","[1, 2, 3, 2, 0, 0, 0]"
"[4, 6, 10, 6, 5, 3, 6]","[2, 4, 6, 4, 3, 1, 2]","[1, 2, 3, 2, 0, 0, 0]"
"[4, 10, 5, 6, 5, 6, 4]","[2, 5, 4, 5, 2, 3, 1]","[1, 3, 1, 3, 0, 0, 0]"
"[4, 10, 10, 13, 3, 3, 3]","[1, 3, 6, 5, 1, 2, 2]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 12, 6, 11, 4, 4, 2]","[3, 5, 3, 10, 0, 3, 0]","[1, 3, 2, 3, 0, 1, 0]"
"[4, 12, 6, 12, 3, 0, 6]","[3, 6, 3, 10, 1, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[4, 13, 3, 13, 4, 2, 4]","[3, 10, 1, 6, 0, 1, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[4, 13, 4, 11, 10, 3, 1]","[2, 4, 3, 5, 4, 2, 0]","[1, 3, 0, 3, 1, 0, 0]"
"[4, 14, 2, 11, 5, 3, 4]","[3, 10, 0, 6, 1, 1, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[4, 14, 3, 11, 5, 2, 4]","[3, 10, 1, 6, 1, 0, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[5, 10, 10, 10, 4, 4, 3]","[1, 3, 6, 5, 1, 2, 2]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[5, 14, 1, 10, 5, 4, 4]","[3, 10, 0, 6, 1, 1, 3]","[1, 3, 0, 3, 0, 0, 1]"
