"[11, 43, 23, 26, 16, 11, 24]","[10, 34, 16, 23, 13, 10, 21]","[4, 25, 13, 16, 11, 6, 16]","[3, 16, 11, 14, 6, 4, 12]","[2, 10, 6, 12, 3, 3, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[11, 43, 26, 24, 15, 13, 22]","[10, 35, 21, 21, 12, 11, 20]","[4, 25, 13, 16, 11, 6, 16]","[3, 16, 11, 14, 6, 4, 12]","[2, 10, 6, 12, 3, 3, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[11, 44, 25, 23, 15, 15, 21]","[10, 35, 21, 21, 12, 11, 20]","[4, 25, 13, 16, 11, 6, 16]","[3, 16, 11, 14, 6, 4, 12]","[2, 10, 6, 12, 3, 3, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[12, 45, 26, 14, 22, 13, 22]","[11, 41, 16, 12, 16, 11, 20]","[6, 26, 13, 11, 14, 10, 14]","[4, 16, 11, 6, 11, 6, 11]","[3, 5, 10, 5, 6, 5, 4]","[1, 3, 6, 3, 4, 1, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[12, 50, 25, 23, 14, 16, 14]","[10, 42, 21, 21, 11, 13, 12]","[5, 31, 13, 16, 6, 12, 11]","[4, 21, 11, 13, 5, 10, 5]","[2, 12, 6, 11, 3, 4, 4]","[1, 5, 3, 6, 0, 3, 2]","[0, 3, 1, 3, 0, 1, 0]"
"[12, 50, 26, 23, 12, 16, 15]","[10, 42, 21, 21, 11, 13, 12]","[5, 31, 13, 16, 6, 12, 11]","[4, 21, 11, 13, 5, 10, 5]","[2, 12, 6, 11, 3, 4, 4]","[1, 5, 3, 6, 0, 3, 2]","[0, 3, 1, 3, 0, 1, 0]"
"[13, 41, 26, 25, 14, 13, 22]","[12, 33, 21, 22, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[13, 41, 26, 26, 13, 12, 23]","[12, 33, 21, 22, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[13, 45, 23, 21, 22, 13, 20]","[11, 41, 14, 14, 20, 11, 16]","[6, 26, 12, 13, 13, 10, 14]","[4, 20, 6, 10, 11, 6, 11]","[1, 11, 4, 6, 6, 5, 5]","[0, 4, 3, 5, 4, 2, 2]","[0, 3, 0, 3, 1, 0, 1]"
"[13, 50, 23, 15, 21, 14, 21]","[11, 41, 16, 12, 16, 11, 20]","[6, 26, 13, 11, 14, 10, 14]","[4, 16, 11, 6, 11, 6, 11]","[3, 5, 10, 5, 6, 5, 4]","[1, 3, 6, 3, 4, 1, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[14, 36, 25, 25, 14, 15, 22]","[13, 32, 20, 23, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[14, 40, 26, 24, 15, 13, 22]","[12, 33, 21, 22, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[14, 41, 30, 22, 20, 16, 14]","[11, 33, 23, 20, 13, 15, 12]","[6, 24, 16, 12, 12, 13, 11]","[5, 14, 12, 10, 10, 12, 5]","[2, 5, 6, 6, 5, 6, 4]","[1, 4, 4, 5, 3, 3, 0]","[0, 2, 3, 2, 0, 1, 0]"
"[14, 45, 21, 16, 21, 20, 20]","[11, 40, 13, 15, 15, 15, 15]","[6, 26, 12, 13, 13, 10, 14]","[4, 20, 6, 10, 11, 6, 11]","[1, 11, 4, 6, 6, 5, 5]","[0, 4, 3, 5, 4, 2, 2]","[0, 3, 0, 3, 1, 0, 1]"
"[15, 36, 24, 30, 14, 13, 22]","[13, 32, 20, 23, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[15, 40, 24, 24, 15, 15, 21]","[13, 32, 20, 23, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[15, 40, 30, 22, 16, 20, 14]","[11, 33, 23, 20, 13, 15, 12]","[6, 24, 16, 12, 12, 13, 11]","[5, 14, 12, 10, 10, 12, 5]","[2, 5, 6, 6, 5, 6, 4]","[1, 4, 4, 5, 3, 3, 0]","[0, 2, 3, 2, 0, 1, 0]"
"[15, 41, 23, 30, 14, 13, 21]","[13, 32, 20, 23, 11, 11, 20]","[10, 23, 12, 16, 10, 10, 16]","[3, 13, 6, 14, 6, 6, 13]","[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[15, 42, 31, 22, 15, 15, 14]","[14, 33, 24, 20, 12, 11, 13]","[12, 24, 20, 13, 6, 10, 12]","[6, 16, 12, 11, 4, 6, 10]","[4, 10, 10, 10, 2, 5, 3]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
