"[5, 32, 32, 16, 16, 12, 15]","[4, 24, 25, 13, 15, 6, 12]","[3, 20, 21, 11, 12, 3, 10]","[0, 11, 14, 5, 11, 2, 6]","[0, 2, 12, 4, 6, 0, 4]","[0, 0, 6, 3, 3, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 32, 30, 15, 20, 11, 16]","[3, 23, 24, 12, 16, 6, 14]","[2, 16, 20, 6, 13, 5, 11]","[0, 11, 14, 4, 12, 3, 5]","[0, 3, 12, 2, 6, 1, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 36, 26, 15, 10, 14, 16]","[6, 26, 24, 13, 5, 12, 12]","[5, 22, 16, 11, 3, 10, 6]","[3, 14, 13, 6, 2, 5, 3]","[2, 11, 11, 2, 0, 3, 1]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 40, 25, 14, 13, 15, 13]","[6, 30, 23, 11, 10, 12, 12]","[3, 21, 16, 5, 6, 11, 10]","[1, 12, 14, 3, 5, 6, 4]","[0, 5, 12, 1, 2, 4, 2]","[0, 2, 5, 0, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 41, 25, 11, 16, 16, 11]","[10, 25, 23, 10, 14, 14, 5]","[4, 20, 20, 5, 11, 11, 4]","[1, 12, 14, 4, 5, 6, 3]","[0, 5, 12, 2, 2, 4, 1]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 43, 22, 14, 15, 15, 11]","[10, 32, 16, 12, 12, 12, 10]","[4, 22, 11, 10, 11, 11, 5]","[2, 11, 5, 6, 6, 6, 4]","[1, 5, 3, 5, 4, 4, 0]","[0, 3, 2, 3, 1, 1, 0]"
"[12, 43, 16, 21, 14, 11, 14]","[11, 32, 13, 16, 10, 10, 12]","[5, 21, 10, 13, 6, 6, 10]","[2, 13, 5, 11, 5, 4, 4]","[1, 6, 3, 6, 2, 1, 3]","[0, 3, 1, 3, 1, 0, 0]"
"[12, 43, 21, 20, 14, 12, 12]","[10, 34, 12, 15, 11, 11, 11]","[5, 21, 10, 13, 6, 6, 10]","[2, 13, 5, 11, 5, 4, 4]","[1, 6, 3, 6, 2, 1, 3]","[0, 3, 1, 3, 1, 0, 0]"
"[13, 36, 22, 23, 12, 11, 14]","[12, 30, 14, 16, 10, 10, 12]","[5, 20, 11, 14, 5, 6, 10]","[2, 12, 6, 13, 3, 3, 5]","[1, 6, 3, 6, 2, 1, 3]","[0, 3, 1, 3, 1, 0, 0]"
"[13, 41, 14, 16, 16, 11, 20]","[11, 30, 12, 14, 13, 10, 14]","[5, 16, 10, 11, 10, 6, 13]","[2, 6, 6, 6, 6, 4, 10]","[0, 4, 4, 5, 4, 3, 2]","[0, 3, 2, 3, 0, 1, 1]"
"[13, 41, 16, 23, 13, 11, 14]","[12, 30, 14, 16, 10, 10, 12]","[5, 20, 11, 14, 5, 6, 10]","[2, 12, 6, 13, 3, 3, 5]","[1, 6, 3, 6, 2, 1, 3]","[0, 3, 1, 3, 1, 0, 0]"
"[13, 41, 21, 23, 12, 11, 13]","[12, 30, 14, 16, 10, 10, 12]","[5, 20, 11, 14, 5, 6, 10]","[2, 12, 6, 13, 3, 3, 5]","[1, 6, 3, 6, 2, 1, 3]","[0, 3, 1, 3, 1, 0, 0]"
"[14, 36, 14, 23, 13, 13, 15]","[13, 30, 12, 15, 10, 11, 13]","[10, 16, 10, 11, 6, 6, 12]","[4, 6, 5, 10, 5, 5, 5]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[14, 36, 20, 23, 13, 11, 14]","[12, 30, 14, 16, 10, 10, 12]","[5, 20, 11, 14, 5, 6, 10]","[2, 12, 6, 13, 3, 3, 5]","[1, 6, 3, 6, 2, 1, 3]","[0, 3, 1, 3, 1, 0, 0]"
"[14, 36, 21, 20, 14, 14, 12]","[12, 30, 14, 15, 10, 13, 10]","[5, 20, 12, 12, 5, 11, 6]","[3, 12, 5, 11, 4, 5, 4]","[2, 5, 3, 6, 1, 2, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[14, 36, 21, 22, 13, 10, 15]","[12, 30, 14, 16, 11, 5, 13]","[10, 20, 12, 13, 6, 3, 11]","[4, 11, 6, 10, 5, 2, 6]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[14, 40, 21, 22, 13, 11, 13]","[12, 30, 14, 16, 10, 10, 12]","[5, 20, 11, 14, 5, 6, 10]","[2, 12, 6, 13, 3, 3, 5]","[1, 6, 3, 6, 2, 1, 3]","[0, 3, 1, 3, 1, 0, 0]"
"[14, 41, 16, 20, 15, 10, 15]","[11, 31, 14, 16, 12, 4, 13]","[10, 20, 12, 13, 6, 3, 11]","[4, 11, 6, 10, 5, 2, 6]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[14, 41, 20, 21, 14, 11, 13]","[12, 30, 14, 16, 10, 10, 12]","[5, 20, 11, 14, 5, 6, 10]","[2, 12, 6, 13, 3, 3, 5]","[1, 6, 3, 6, 2, 1, 3]","[0, 3, 1, 3, 1, 0, 0]"
"[15, 34, 23, 15, 13, 23, 5]","[14, 30, 20, 10, 11, 16, 4]","[10, 21, 15, 5, 5, 15, 2]","[5, 13, 12, 4, 4, 10, 1]","[3, 5, 10, 2, 1, 5, 0]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[15, 34, 25, 12, 14, 22, 6]","[14, 30, 20, 10, 11, 16, 4]","[10, 21, 15, 5, 5, 15, 2]","[5, 13, 12, 4, 4, 10, 1]","[3, 5, 10, 2, 1, 5, 0]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[15, 36, 14, 20, 14, 14, 15]","[13, 30, 12, 15, 10, 11, 13]","[10, 16, 10, 11, 6, 6, 12]","[4, 6, 5, 10, 5, 5, 5]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[15, 36, 15, 20, 12, 14, 16]","[13, 30, 12, 15, 10, 11, 13]","[10, 16, 10, 11, 6, 6, 12]","[4, 6, 5, 10, 5, 5, 5]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[15, 40, 16, 20, 14, 11, 15]","[12, 30, 14, 16, 11, 5, 13]","[10, 20, 12, 13, 6, 3, 11]","[4, 11, 6, 10, 5, 2, 6]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[15, 40, 16, 21, 13, 10, 16]","[12, 30, 14, 16, 11, 5, 13]","[10, 20, 12, 13, 6, 3, 11]","[4, 11, 6, 10, 5, 2, 6]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[15, 40, 20, 16, 14, 14, 12]","[12, 31, 14, 15, 10, 12, 10]","[6, 20, 11, 13, 5, 10, 6]","[3, 12, 6, 11, 4, 5, 3]","[2, 5, 4, 5, 2, 3, 1]","[1, 3, 1, 3, 0, 0, 0]"
"[15, 41, 20, 20, 13, 14, 11]","[12, 31, 14, 15, 10, 12, 10]","[6, 20, 11, 13, 5, 10, 6]","[3, 12, 6, 11, 4, 5, 3]","[2, 5, 4, 5, 2, 3, 1]","[1, 3, 1, 3, 0, 0, 0]"
"[16, 36, 16, 20, 11, 12, 20]","[13, 30, 12, 15, 10, 11, 13]","[10, 16, 10, 11, 6, 6, 12]","[4, 6, 5, 10, 5, 5, 5]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[20, 34, 20, 20, 14, 12, 14]","[13, 30, 12, 15, 10, 11, 13]","[10, 16, 10, 11, 6, 6, 12]","[4, 6, 5, 10, 5, 5, 5]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
