"[3, 13, 13, 11, 5, 6, 4]","[2, 5, 12, 4, 3, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 12, 14, 5, 10, 6, 4]","[2, 5, 12, 4, 3, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 12, 15, 11, 10, 2, 4]","[2, 3, 12, 10, 4, 0, 3]","[0, 0, 6, 4, 2, 0, 2]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 13, 11, 6, 10, 6, 5]","[2, 5, 10, 4, 5, 4, 2]","[0, 3, 4, 3, 2, 1, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 13, 11, 12, 6, 4, 5]","[3, 5, 6, 10, 3, 2, 3]","[1, 3, 4, 3, 2, 0, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 13, 11, 12, 6, 5, 4]","[3, 5, 6, 10, 3, 3, 2]","[1, 3, 4, 3, 2, 1, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 14, 10, 5, 11, 10, 4]","[1, 5, 6, 4, 4, 5, 3]","[0, 3, 5, 2, 1, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 14, 11, 5, 11, 6, 4]","[3, 5, 10, 4, 4, 4, 2]","[1, 3, 5, 2, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 15, 2, 10, 11, 10, 6]","[1, 6, 0, 6, 6, 5, 4]","[0, 4, 0, 5, 4, 3, 0]","[0, 3, 0, 3, 1, 1, 0]"
"[4, 16, 1, 10, 11, 6, 10]","[1, 6, 0, 6, 6, 5, 4]","[0, 4, 0, 5, 4, 3, 0]","[0, 3, 0, 3, 1, 1, 0]"
"[10, 20, 10, 10, 3, 5, 3]","[2, 13, 5, 4, 2, 3, 2]","[1, 11, 1, 1, 0, 1, 1]"
