"[3, 21, 16, 5, 6, 11, 10]","[1, 12, 14, 3, 5, 6, 4]","[0, 5, 12, 1, 2, 4, 2]","[0, 2, 5, 0, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 15, 20, 5, 11, 12, 5]","[2, 10, 14, 4, 6, 5, 4]","[0, 4, 12, 3, 2, 3, 2]","[0, 2, 5, 0, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 16, 20, 5, 10, 12, 5]","[1, 12, 14, 4, 5, 6, 3]","[0, 5, 12, 2, 2, 4, 1]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 20, 15, 10, 13, 3, 10]","[0, 12, 13, 4, 11, 1, 6]","[0, 3, 11, 2, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 20, 16, 5, 10, 11, 6]","[1, 12, 14, 4, 5, 6, 3]","[0, 5, 12, 2, 2, 4, 1]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 20, 20, 4, 11, 11, 5]","[1, 12, 14, 3, 5, 6, 4]","[0, 5, 12, 1, 2, 4, 2]","[0, 2, 5, 0, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 20, 20, 5, 11, 11, 4]","[1, 12, 14, 4, 5, 6, 3]","[0, 5, 12, 2, 2, 4, 1]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[6, 15, 16, 5, 10, 12, 5]","[4, 10, 14, 4, 6, 5, 2]","[2, 4, 12, 3, 2, 3, 0]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[6, 16, 15, 5, 10, 11, 6]","[4, 10, 14, 4, 6, 5, 2]","[2, 4, 12, 3, 2, 3, 0]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[6, 20, 14, 6, 6, 11, 6]","[4, 13, 12, 5, 4, 10, 1]","[2, 5, 10, 3, 1, 5, 0]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[6, 21, 11, 14, 5, 5, 10]","[4, 12, 6, 13, 3, 2, 5]","[3, 6, 3, 10, 1, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[10, 20, 10, 14, 11, 4, 6]","[3, 11, 5, 13, 5, 3, 4]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[10, 20, 12, 12, 5, 10, 6]","[3, 12, 5, 11, 4, 5, 4]","[2, 5, 3, 6, 1, 2, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[10, 20, 12, 13, 4, 6, 10]","[3, 12, 6, 11, 2, 5, 5]","[2, 5, 3, 6, 1, 2, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[10, 20, 12, 13, 6, 3, 11]","[4, 11, 6, 10, 5, 2, 6]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[10, 21, 10, 13, 5, 10, 6]","[3, 12, 5, 11, 4, 5, 4]","[2, 5, 3, 6, 1, 2, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[10, 21, 10, 14, 10, 4, 6]","[3, 12, 5, 13, 4, 3, 4]","[2, 6, 3, 6, 1, 1, 3]","[1, 3, 1, 3, 0, 0, 0]"
"[10, 21, 12, 10, 5, 10, 10]","[2, 11, 6, 6, 4, 5, 6]","[1, 5, 4, 5, 2, 3, 2]","[0, 3, 1, 3, 0, 0, 1]"
"[11, 21, 10, 10, 6, 10, 10]","[3, 10, 5, 6, 5, 6, 5]","[1, 5, 4, 4, 4, 2, 2]","[0, 3, 1, 3, 0, 0, 1]"
"[11, 21, 10, 11, 6, 6, 10]","[5, 10, 5, 10, 5, 5, 4]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
