"[14, 41, 33, 20, 20, 22, 15]","[11, 34, 25, 14, 14, 20, 14]","[6, 25, 22, 12, 6, 15, 13]","[5, 21, 14, 10, 5, 12, 10]","[2, 12, 11, 6, 3, 6, 6]","[1, 5, 5, 4, 2, 5, 2]","[0, 3, 2, 3, 0, 1, 1]"
"[14, 41, 33, 23, 13, 21, 20]","[12, 33, 26, 15, 10, 20, 16]","[6, 25, 22, 12, 6, 15, 13]","[5, 21, 14, 10, 5, 12, 10]","[2, 12, 11, 6, 3, 6, 6]","[1, 5, 5, 4, 2, 5, 2]","[0, 3, 2, 3, 0, 1, 1]"
"[15, 40, 34, 21, 13, 22, 20]","[12, 33, 26, 15, 10, 20, 16]","[6, 25, 22, 12, 6, 15, 13]","[5, 21, 14, 10, 5, 12, 10]","[2, 12, 11, 6, 3, 6, 6]","[1, 5, 5, 4, 2, 5, 2]","[0, 3, 2, 3, 0, 1, 1]"
"[15, 45, 31, 21, 15, 22, 13]","[14, 36, 24, 15, 13, 15, 12]","[13, 30, 21, 12, 10, 12, 10]","[6, 20, 14, 6, 6, 11, 6]","[4, 13, 12, 5, 4, 10, 1]","[2, 5, 10, 3, 1, 5, 0]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[15, 51, 24, 23, 16, 16, 14]","[14, 42, 21, 21, 13, 13, 11]","[13, 31, 14, 15, 10, 12, 10]","[10, 20, 12, 12, 5, 10, 6]","[3, 12, 5, 11, 4, 5, 4]","[2, 5, 3, 6, 1, 2, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[16, 50, 26, 15, 16, 21, 15]","[14, 41, 23, 14, 15, 14, 11]","[13, 30, 21, 12, 10, 12, 10]","[6, 20, 14, 6, 6, 11, 6]","[4, 13, 12, 5, 4, 10, 1]","[2, 5, 10, 3, 1, 5, 0]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[16, 51, 25, 22, 13, 16, 16]","[15, 42, 21, 20, 12, 13, 12]","[13, 33, 12, 15, 10, 11, 11]","[11, 21, 10, 11, 6, 6, 10]","[5, 10, 5, 10, 5, 5, 4]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[20, 42, 33, 22, 15, 20, 13]","[14, 36, 24, 15, 13, 15, 12]","[13, 30, 21, 12, 10, 12, 10]","[6, 20, 14, 6, 6, 11, 6]","[4, 13, 12, 5, 4, 10, 1]","[2, 5, 10, 3, 1, 5, 0]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[20, 43, 31, 23, 15, 20, 13]","[14, 36, 24, 15, 13, 15, 12]","[13, 30, 21, 12, 10, 12, 10]","[6, 20, 14, 6, 6, 11, 6]","[4, 13, 12, 5, 4, 10, 1]","[2, 5, 10, 3, 1, 5, 0]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[20, 44, 30, 16, 21, 16, 15]","[14, 36, 24, 14, 15, 14, 12]","[13, 30, 21, 12, 10, 12, 10]","[6, 20, 14, 6, 6, 11, 6]","[4, 13, 12, 5, 4, 10, 1]","[2, 5, 10, 3, 1, 5, 0]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[20, 45, 32, 20, 15, 21, 12]","[14, 41, 23, 15, 13, 15, 11]","[13, 30, 21, 12, 10, 12, 10]","[6, 20, 14, 6, 6, 11, 6]","[4, 13, 12, 5, 4, 10, 1]","[2, 5, 10, 3, 1, 5, 0]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[21, 44, 30, 22, 15, 20, 13]","[15, 40, 22, 16, 12, 15, 12]","[13, 31, 14, 15, 10, 12, 10]","[10, 20, 12, 12, 5, 10, 6]","[3, 12, 5, 11, 4, 5, 4]","[2, 5, 3, 6, 1, 2, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[21, 44, 31, 16, 15, 23, 12]","[20, 35, 24, 13, 12, 21, 10]","[14, 30, 16, 10, 10, 16, 6]","[10, 21, 15, 5, 5, 15, 2]","[5, 13, 12, 4, 4, 10, 1]","[3, 5, 10, 2, 1, 5, 0]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[21, 44, 32, 14, 15, 25, 11]","[20, 35, 25, 12, 11, 22, 10]","[14, 30, 16, 10, 10, 16, 6]","[10, 21, 15, 5, 5, 15, 2]","[5, 13, 12, 4, 4, 10, 1]","[3, 5, 10, 2, 1, 5, 0]","[1, 2, 5, 0, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[21, 45, 30, 20, 20, 16, 13]","[14, 41, 23, 14, 15, 14, 11]","[13, 30, 21, 12, 10, 12, 10]","[6, 20, 14, 6, 6, 11, 6]","[4, 13, 12, 5, 4, 10, 1]","[2, 5, 10, 3, 1, 5, 0]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
