"[4, 32, 31, 15, 21, 12, 15]","[3, 23, 24, 12, 16, 6, 14]","[2, 16, 20, 6, 13, 5, 11]","[0, 11, 14, 4, 12, 3, 5]","[0, 3, 12, 2, 6, 1, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[6, 40, 26, 12, 15, 14, 14]","[4, 32, 23, 11, 11, 12, 11]","[3, 21, 16, 5, 6, 11, 10]","[1, 12, 14, 3, 5, 6, 4]","[0, 5, 12, 1, 2, 4, 2]","[0, 2, 5, 0, 0, 2, 1]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 33, 26, 15, 16, 12, 15]","[5, 24, 23, 12, 15, 6, 12]","[4, 20, 15, 10, 13, 3, 10]","[0, 12, 13, 4, 11, 1, 6]","[0, 3, 11, 2, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[10, 33, 30, 16, 13, 15, 13]","[4, 24, 26, 10, 12, 13, 11]","[2, 15, 22, 5, 6, 12, 6]","[1, 12, 14, 4, 5, 6, 3]","[0, 5, 12, 2, 2, 4, 1]","[0, 2, 5, 1, 0, 2, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 34, 26, 13, 21, 11, 14]","[10, 23, 23, 10, 15, 10, 12]","[3, 14, 16, 4, 14, 5, 11]","[2, 5, 15, 2, 10, 3, 6]","[0, 2, 12, 0, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 35, 22, 20, 14, 13, 15]","[6, 26, 15, 14, 12, 10, 14]","[4, 20, 12, 13, 6, 5, 11]","[2, 12, 6, 11, 4, 3, 6]","[1, 5, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 1, 0, 1]"
"[11, 35, 31, 11, 16, 12, 14]","[10, 23, 26, 5, 14, 10, 12]","[4, 15, 22, 3, 12, 5, 10]","[2, 11, 15, 1, 10, 2, 6]","[0, 2, 12, 0, 6, 0, 4]","[0, 0, 6, 0, 4, 0, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[11, 36, 22, 16, 14, 11, 20]","[6, 26, 15, 14, 12, 10, 14]","[4, 20, 12, 13, 6, 5, 11]","[2, 12, 6, 11, 4, 3, 6]","[1, 5, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 1, 0, 1]"
"[11, 42, 21, 15, 15, 12, 14]","[10, 31, 14, 14, 12, 6, 13]","[5, 21, 12, 11, 6, 5, 11]","[4, 11, 6, 10, 5, 2, 6]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[11, 42, 21, 22, 11, 13, 13]","[10, 31, 13, 16, 6, 12, 12]","[5, 21, 10, 13, 5, 11, 6]","[3, 12, 5, 11, 4, 5, 4]","[2, 5, 3, 6, 1, 2, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[12, 35, 22, 23, 13, 6, 16]","[11, 31, 14, 16, 12, 4, 13]","[10, 20, 12, 13, 6, 3, 11]","[4, 11, 6, 10, 5, 2, 6]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[12, 36, 22, 22, 11, 13, 14]","[11, 30, 13, 16, 6, 12, 12]","[6, 20, 10, 13, 5, 11, 6]","[3, 12, 5, 11, 4, 6, 3]","[2, 5, 3, 5, 2, 4, 1]","[1, 3, 0, 3, 0, 1, 0]"
"[12, 40, 22, 15, 15, 12, 14]","[10, 31, 14, 14, 12, 6, 13]","[5, 21, 12, 11, 6, 5, 11]","[4, 11, 6, 10, 5, 2, 6]","[2, 4, 4, 6, 3, 0, 3]","[1, 3, 2, 3, 0, 0, 1]"
"[12, 40, 22, 22, 11, 13, 13]","[10, 31, 13, 16, 6, 12, 12]","[5, 21, 10, 13, 5, 11, 6]","[3, 12, 5, 11, 4, 5, 4]","[2, 5, 3, 6, 1, 2, 3]","[1, 3, 0, 3, 0, 0, 1]"
"[12, 41, 20, 21, 13, 11, 15]","[10, 30, 13, 16, 11, 6, 14]","[4, 20, 12, 13, 6, 5, 11]","[2, 12, 6, 11, 4, 3, 6]","[1, 5, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 1, 0, 1]"
