"[3, 13, 15, 12, 5, 12, 5]","[2, 5, 12, 6, 4, 5, 4]","[1, 3, 6, 5, 1, 2, 2]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[3, 14, 12, 12, 6, 6, 12]","[2, 6, 5, 10, 4, 5, 6]","[0, 4, 3, 6, 2, 2, 3]","[0, 3, 0, 3, 0, 1, 1]"
"[3, 21, 6, 11, 10, 6, 11]","[1, 11, 4, 6, 6, 5, 5]","[0, 4, 3, 5, 4, 2, 2]","[0, 3, 0, 3, 1, 0, 1]"
"[4, 13, 13, 13, 6, 6, 10]","[2, 5, 12, 6, 4, 5, 4]","[1, 3, 6, 5, 1, 2, 2]","[0, 0, 3, 3, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 16, 11, 6, 11, 6, 11]","[3, 5, 10, 5, 6, 5, 4]","[1, 3, 6, 3, 4, 1, 2]","[0, 0, 4, 0, 2, 0, 0]","[0, 0, 2, 0, 0, 0, 0]"
"[4, 20, 6, 10, 11, 6, 11]","[1, 11, 4, 6, 6, 5, 5]","[0, 4, 3, 5, 4, 2, 2]","[0, 3, 0, 3, 1, 0, 1]"
"[5, 14, 12, 10, 10, 12, 5]","[2, 5, 6, 6, 5, 6, 4]","[1, 4, 4, 5, 3, 3, 0]","[0, 2, 3, 2, 0, 1, 0]"
"[5, 16, 12, 13, 3, 11, 5]","[4, 10, 10, 10, 2, 5, 3]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[5, 21, 10, 12, 11, 6, 3]","[3, 12, 4, 10, 10, 4, 1]","[0, 4, 2, 5, 4, 3, 0]","[0, 3, 0, 3, 1, 1, 0]"
"[6, 15, 10, 10, 6, 11, 10]","[2, 5, 6, 6, 5, 6, 4]","[1, 4, 4, 5, 3, 3, 0]","[0, 2, 3, 2, 0, 1, 0]"
"[6, 15, 12, 13, 3, 10, 6]","[4, 10, 10, 10, 2, 5, 3]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[6, 16, 11, 13, 3, 6, 10]","[4, 10, 10, 10, 2, 5, 3]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[6, 16, 12, 11, 4, 6, 10]","[4, 10, 10, 10, 2, 5, 3]","[0, 3, 5, 5, 0, 3, 2]","[0, 2, 3, 2, 0, 0, 1]"
"[12, 20, 10, 11, 10, 1, 10]","[4, 6, 4, 10, 6, 0, 6]","[2, 4, 3, 6, 3, 0, 2]","[1, 3, 0, 3, 1, 0, 0]"
