Source,Target,Type,ID,Label,timeset,Weight
We have: 2 2's.,We have no digits.,Directed,1,,,2118
"We have: 3 2's, 3 3's.",We have: 2 2's.,Directed,2,,,10
"We have: 11 1's, 1 2, 1 3.",We have no digits.,Directed,3,,,42
"We have: 1 0, 11 1's, 1 3.",We have no digits.,Directed,4,,,1
"We have: 1 0, 11 1's, 1 2.",We have no digits.,Directed,5,,,1
"We have: 1 0, 11 1's, 2 2's, 1 3.",We have no digits.,Directed,6,,,110
"We have: 1 0, 2 1's, 3 2's, 2 3's.",We have no digits.,Directed,7,,,4
"We have: 1 0, 3 1's, 1 2, 3 3's.",We have no digits.,Directed,8,,,1
"We have: 10 0's, 20 1's, 10 2's, 2 3's.","We have: 11 1's, 1 2, 1 3.",Directed,9,,,39
"We have: 10 0's, 20 1's, 12 2's, 2 3's.","We have: 1 0, 11 1's, 2 2's, 1 3.",Directed,10,,,17
"We have: 10 0's, 21 1's, 10 2's, 3 3's.","We have: 1 0, 11 1's, 2 2's, 1 3.",Directed,11,,,90
"We have: 100 0's, 130 1's, 31 2's, 100 3's.","We have: 22 0's, 113 1's, 30 2's, 31 3's.",Directed,12,,,1
"We have: 1000 0's, 1103 1's, 1030 2's, 1013 3's.","We have: 320 0's, 1030 1's, 1023 2's, 1003 3's.",Directed,13,,,1
"We have: 1000 0's, 1123 1's, 1022 2's, 1033 3's.","We have: 322 0's, 1111 1's, 1012 2's, 1023 3's.",Directed,14,,,10
"We have: 1000 0's, 1131 1's, 1021 2's, 1032 3's.","We have: 322 0's, 1111 1's, 1012 2's, 1023 3's.",Directed,15,,,6
"We have: 1000 0's, 1231 1's, 1111 2's, 1023 3's.","We have: 323 0's, 1210 1's, 1102 2's, 1020 3's.",Directed,16,,,582
"We have: 1001 0's, 1130 1's, 1020 2's, 1033 3's.","We have: 322 0's, 1111 1's, 1012 2's, 1023 3's.",Directed,17,,,1
"We have: 1001 0's, 1311 1's, 1113 2's, 1103 3's.","We have: 331 0's, 1222 1's, 1112 2's, 1033 3's.",Directed,18,,,1
"We have: 1002 0's, 1112 1's, 1031 2's, 1002 3's.","We have: 330 0's, 1032 1's, 1021 2's, 1000 3's.",Directed,19,,,1
"We have: 1002 0's, 1122 1's, 1103 2's, 1022 3's.","We have: 331 0's, 1103 1's, 1031 2's, 1020 3's.",Directed,20,,,1
"We have: 1002 0's, 1123 1's, 1101 2's, 1023 3's.","We have: 331 0's, 1103 1's, 1031 2's, 1020 3's.",Directed,21,,,9
"We have: 1002 0's, 1200 1's, 1100 2's, 1020 3's.","We have: 321 0's, 1122 1's, 1030 2's, 1013 3's.",Directed,22,,,6
"We have: 1002 0's, 1223 1's, 1103 2's, 1031 3's.","We have: 331 0's, 1210 1's, 1033 2's, 1021 3's.",Directed,23,,,797
"We have: 1002 0's, 1230 1's, 1110 2's, 1023 3's.","We have: 330 0's, 1211 1's, 1100 2's, 1020 3's.",Directed,24,,,10
"We have: 1002 0's, 1310 1's, 1121 2's, 1101 3's.","We have: 331 0's, 1222 1's, 1112 2's, 1033 3's.",Directed,25,,,1
"We have: 1002 0's, 1311 1's, 1113 2's, 1102 3's.","We have: 332 0's, 1223 1's, 1110 2's, 1033 3's.",Directed,26,,,1
"We have: 1002 0's, 1331 1's, 1123 2's, 1121 3's.","We have: 333 0's, 1310 1's, 1113 2's, 1111 3's.",Directed,27,,,274
"We have: 1003 0's, 1212 1's, 1013 2's, 1113 3's.","We have: 333 0's, 1131 1's, 1010 2's, 1103 3's.",Directed,28,,,3
"We have: 1003 0's, 1221 1's, 1110 2's, 1031 3's.","We have: 332 0's, 1200 1's, 1101 2's, 1022 3's.",Directed,29,,,130
