Source_String,Target_String,weight
We have: 2 2's.,We have no digits.,2118
"We have: 3 2's, 3 3's.",We have: 2 2's.,10
"We have: 11 1's, 1 2, 1 3.",We have no digits.,42
"We have: 1 0, 11 1's, 1 3.",We have no digits.,1
"We have: 1 0, 11 1's, 1 2.",We have no digits.,1
"We have: 1 0, 11 1's, 2 2's, 1 3.",We have no digits.,110
"We have: 1 0, 2 1's, 3 2's, 2 3's.",We have no digits.,4
"We have: 1 0, 3 1's, 1 2, 3 3's.",We have no digits.,1
"We have: 10 0's, 20 1's, 10 2's, 2 3's.","We have: 11 1's, 1 2, 1 3.",39
"We have: 10 0's, 20 1's, 12 2's, 2 3's.","We have: 1 0, 11 1's, 2 2's, 1 3.",17
"We have: 10 0's, 21 1's, 10 2's, 3 3's.","We have: 1 0, 11 1's, 2 2's, 1 3.",90
"We have: 100 0's, 130 1's, 31 2's, 100 3's.","We have: 22 0's, 113 1's, 30 2's, 31 3's.",1
"We have: 1000 0's, 1103 1's, 1030 2's, 1013 3's.","We have: 320 0's, 1030 1's, 1023 2's, 1003 3's.",1
"We have: 1000 0's, 1123 1's, 1022 2's, 1033 3's.","We have: 322 0's, 1111 1's, 1012 2's, 1023 3's.",10
"We have: 1000 0's, 1131 1's, 1021 2's, 1032 3's.","We have: 322 0's, 1111 1's, 1012 2's, 1023 3's.",6
"We have: 1000 0's, 1231 1's, 1111 2's, 1023 3's.","We have: 323 0's, 1210 1's, 1102 2's, 1020 3's.",582
"We have: 1001 0's, 1130 1's, 1020 2's, 1033 3's.","We have: 322 0's, 1111 1's, 1012 2's, 1023 3's.",1
"We have: 1001 0's, 1311 1's, 1113 2's, 1103 3's.","We have: 331 0's, 1222 1's, 1112 2's, 1033 3's.",1
"We have: 1002 0's, 1112 1's, 1031 2's, 1002 3's.","We have: 330 0's, 1032 1's, 1021 2's, 1000 3's.",1
"We have: 1002 0's, 1122 1's, 1103 2's, 1022 3's.","We have: 331 0's, 1103 1's, 1031 2's, 1020 3's.",1
"We have: 1002 0's, 1123 1's, 1101 2's, 1023 3's.","We have: 331 0's, 1103 1's, 1031 2's, 1020 3's.",9
"We have: 1002 0's, 1200 1's, 1100 2's, 1020 3's.","We have: 321 0's, 1122 1's, 1030 2's, 1013 3's.",6
"We have: 1002 0's, 1223 1's, 1103 2's, 1031 3's.","We have: 331 0's, 1210 1's, 1033 2's, 1021 3's.",797
"We have: 1002 0's, 1230 1's, 1110 2's, 1023 3's.","We have: 330 0's, 1211 1's, 1100 2's, 1020 3's.",10
"We have: 1002 0's, 1310 1's, 1121 2's, 1101 3's.","We have: 331 0's, 1222 1's, 1112 2's, 1033 3's.",1
"We have: 1002 0's, 1311 1's, 1113 2's, 1102 3's.","We have: 332 0's, 1223 1's, 1110 2's, 1033 3's.",1
"We have: 1002 0's, 1331 1's, 1123 2's, 1121 3's.","We have: 333 0's, 1310 1's, 1113 2's, 1111 3's.",274
"We have: 1003 0's, 1212 1's, 1013 2's, 1113 3's.","We have: 333 0's, 1131 1's, 1010 2's, 1103 3's.",3
"We have: 1003 0's, 1221 1's, 1110 2's, 1031 3's.","We have: 332 0's, 1200 1's, 1101 2's, 1022 3's.",130
"We have: 1003 0's, 1222 1's, 1111 2's, 1023 3's.","We have: 333 0's, 1202 1's, 1100 2's, 1020 3's.",166
"We have: 1003 0's, 1230 1's, 1101 2's, 1031 3's.","We have: 331 0's, 1210 1's, 1033 2's, 1021 3's.",2
"We have: 1003 0's, 1310 1's, 1112 2's, 1103 3's.","We have: 332 0's, 1223 1's, 1110 2's, 1033 3's.",5
"We have: 101 0's, 120 1's, 102 2's, 32 3's.","We have: 31 0's, 103 1's, 32 2's, 30 3's.",1
"We have: 101 0's, 120 1's, 33 2's, 100 3's.","We have: 30 0's, 103 1's, 31 2's, 31 3's.",2
"We have: 101 0's, 121 1's, 100 2's, 33 3's.","We have: 31 0's, 103 1's, 32 2's, 30 3's.",1
"We have: 101 0's, 133 1's, 101 2's, 112 3's.","We have: 32 0's, 113 1's, 33 2's, 103 3's.",1
"We have: 101 0's, 201 1's, 102 2's, 110 3's.","We have: 30 0's, 122 1's, 33 2's, 103 3's.",4
"We have: 101 0's, 201 1's, 110 2's, 100 3's.","We have: 23 0's, 122 1's, 102 2's, 33 3's.",2
"We have: 101 0's, 201 1's, 112 2's, 110 3's.","We have: 31 0's, 121 1's, 103 2's, 103 3's.",1
"We have: 101 0's, 201 1's, 121 2's, 101 3's.","We have: 31 0's, 121 1's, 112 2's, 100 3's.",1
"We have: 101 0's, 212 1's, 131 2's, 113 3's.","We have: 33 0's, 132 1's, 122 2's, 110 3's.",3
"We have: 101 0's, 213 1's, 111 2's, 122 3's.","We have: 33 0's, 133 1's, 101 2's, 120 3's.",10
"We have: 101 0's, 213 1's, 112 2's, 113 3's.","We have: 33 0's, 133 1's, 103 2's, 110 3's.",18
"We have: 101 0's, 213 1's, 121 2's, 110 3's.","We have: 32 0's, 133 1's, 112 2's, 102 3's.",1
"We have: 101 0's, 231 1's, 123 2's, 123 3's.","We have: 33 0's, 213 1's, 113 2's, 113 3's.",1
"We have: 1010 0's, 1221 1's, 1110 2's, 1030 3's.","We have: 332 0's, 1200 1's, 1101 2's, 1022 3's.",1
"We have: 1010 0's, 1230 1's, 1101 2's, 1030 3's.","We have: 331 0's, 1210 1's, 1033 2's, 1021 3's.",1
"We have: 1010 0's, 1312 1's, 1121 2's, 1032 3's.","We have: 1000 0's, 1231 1's, 1111 2's, 1023 3's.",581
"We have: 1011 0's, 1203 1's, 1032 2's, 1102 3's.","We have: 1000 0's, 1123 1's, 1022 2's, 1033 3's.",9
"We have: 1011 0's, 1222 1's, 1112 2's, 1021 3's.","We have: 1002 0's, 1200 1's, 1100 2's, 1020 3's.",3
"We have: 1011 0's, 1332 1's, 1122 2's, 1113 3's.","We have: 1003 0's, 1310 1's, 1112 2's, 1103 3's.",4
"We have: 1011 0's, 2013 1's, 1132 2's, 1131 3's.","We have: 1002 0's, 1331 1's, 1123 2's, 1121 3's.",38
"We have: 1012 0's, 1203 1's, 1112 2's, 1032 3's.","We have: 1002 0's, 1123 1's, 1101 2's, 1023 3's.",1
"We have: 1012 0's, 1232 1's, 1031 2's, 1122 3's.","We have: 1003 0's, 1212 1's, 1013 2's, 1113 3's.",1
"We have: 1012 0's, 1311 1's, 1120 2's, 1032 3's.","We have: 1002 0's, 1230 1's, 1110 2's, 1023 3's.",8
"We have: 1012 0's, 2011 1's, 1202 2's, 1122 3's.","We have: 1002 0's, 1331 1's, 1123 2's, 1121 3's.",104
"We have: 1013 0's, 1210 1's, 1110 2's, 1032 3's.","We have: 1002 0's, 1123 1's, 1101 2's, 1023 3's.",6
"We have: 1013 0's, 1220 1's, 1110 2's, 1023 3's.","We have: 1002 0's, 1200 1's, 1100 2's, 1020 3's.",1
"We have: 1013 0's, 1303 1's, 1112 2's, 1101 3's.","We have: 1003 0's, 1221 1's, 1110 2's, 1031 3's.",128
"We have: 1013 0's, 1311 1's, 1111 2's, 1100 3's.","We have: 1003 0's, 1221 1's, 1110 2's, 1031 3's.",1
"We have: 1013 0's, 1312 1's, 1103 2's, 1101 3's.","We have: 1003 0's, 1230 1's, 1101 2's, 1031 3's.",1
"We have: 1013 0's, 1333 1's, 1123 2's, 1110 3's.","We have: 1010 0's, 1312 1's, 1121 2's, 1032 3's.",561
"We have: 102 0's, 120 1's, 103 2's, 31 3's.","We have: 32 0's, 103 1's, 100 2's, 22 3's.",1
"We have: 102 0's, 201 1's, 102 2's, 103 3's.","We have: 31 0's, 130 1's, 32 2's, 101 3's.",1
"We have: 102 0's, 210 1's, 123 2's, 122 3's.","We have: 33 0's, 133 1's, 111 2's, 120 3's.",2
"We have: 102 0's, 210 1's, 132 2's, 113 3's.","We have: 33 0's, 132 1's, 122 2's, 110 3's.",2056
"We have: 102 0's, 212 1's, 120 2's, 111 3's.","We have: 33 0's, 133 1's, 103 2's, 110 3's.",1
"We have: 102 0's, 223 1's, 130 2's, 123 3's.","We have: 33 0's, 213 1's, 113 2's, 113 3's.",1
"We have: 1020 0's, 1210 1's, 1030 2's, 1100 3's.","We have: 1000 0's, 1131 1's, 1021 2's, 1032 3's.",5
"We have: 1020 0's, 1210 1's, 1110 2's, 1031 3's.","We have: 1002 0's, 1123 1's, 1101 2's, 1023 3's.",1
"We have: 1020 0's, 1213 1's, 1103 2's, 1030 3's.","We have: 1002 0's, 1200 1's, 1100 2's, 1020 3's.",1
"We have: 1020 0's, 1231 1's, 1030 2's, 1122 3's.","We have: 1003 0's, 1212 1's, 1013 2's, 1113 3's.",1
"We have: 1020 0's, 1301 1's, 1122 2's, 1032 3's.","We have: 1003 0's, 1222 1's, 1111 2's, 1023 3's.",165
"We have: 1020 0's, 1302 1's, 1120 2's, 1033 3's.","We have: 1002 0's, 1230 1's, 1110 2's, 1023 3's.",1
"We have: 1020 0's, 1303 1's, 1112 2's, 1100 3's.","We have: 1002 0's, 1223 1's, 1103 2's, 1031 3's.",796
"We have: 1020 0's, 1332 1's, 1131 2's, 1102 3's.","We have: 1010 0's, 1312 1's, 1121 2's, 1032 3's.",19
"We have: 1020 0's, 2002 1's, 1202 2's, 1123 3's.","We have: 1002 0's, 1331 1's, 1123 2's, 1121 3's.",22
"We have: 1020 0's, 2010 1's, 1201 2's, 1122 3's.","We have: 1002 0's, 1331 1's, 1123 2's, 1121 3's.",109
"We have: 1021 0's, 1231 1's, 1102 2's, 1110 3's.","We have: 1011 0's, 1203 1's, 1032 2's, 1102 3's.",8
"We have: 1021 0's, 1303 1's, 1121 2's, 1031 3's.","We have: 1011 0's, 1222 1's, 1112 2's, 1021 3's.",2
"We have: 1021 0's, 2031 1's, 1213 2's, 1132 3's.","We have: 1012 0's, 2011 1's, 1202 2's, 1122 3's.",103
"We have: 1022 0's, 1331 1's, 1130 2's, 1102 3's.","We have: 1012 0's, 1311 1's, 1120 2's, 1032 3's.",7
"We have: 1023 0's, 1230 1's, 1113 2's, 1103 3's.","We have: 1013 0's, 1210 1's, 1110 2's, 1032 3's.",1
"We have: 1023 0's, 1231 1's, 1033 2's, 1111 3's.","We have: 1020 0's, 1210 1's, 1030 2's, 1100 3's.",4
"We have: 1023 0's, 1231 1's, 1120 2's, 1101 3's.","We have: 1013 0's, 1210 1's, 1110 2's, 1032 3's.",3
"We have: 1023 0's, 1321 1's, 1132 2's, 1103 3's.","We have: 1020 0's, 1301 1's, 1122 2's, 1032 3's.",1
"We have: 1023 0's, 1331 1's, 1121 2's, 1110 3's.","We have: 1020 0's, 1303 1's, 1112 2's, 1100 3's.",785
"We have: 1023 0's, 2003 1's, 1200 2's, 1122 3's.","We have: 1011 0's, 1332 1's, 1122 2's, 1113 3's.",3
"We have: 1023 0's, 2012 1's, 1202 2's, 1112 3's.","We have: 1013 0's, 1333 1's, 1123 2's, 1110 3's.",46
"We have: 1023 0's, 2021 1's, 1221 2's, 1132 3's.","We have: 1020 0's, 2002 1's, 1202 2's, 1123 3's.",18
"We have: 1023 0's, 2022 1's, 1213 2's, 1133 3's.","We have: 1020 0's, 2010 1's, 1201 2's, 1122 3's.",1
"We have: 1023 0's, 2030 1's, 1203 2's, 1201 3's.","We have: 1011 0's, 2013 1's, 1132 2's, 1131 3's.",37
"We have: 103 0's, 203 1's, 131 2's, 120 3's.","We have: 33 0's, 132 1's, 122 2's, 110 3's.",29
"We have: 103 0's, 211 1's, 103 2's, 130 3's.","We have: 33 0's, 133 1's, 101 2's, 120 3's.",1
"We have: 103 0's, 220 1's, 203 2's, 121 3's.","We have: 33 0's, 210 1's, 132 2's, 112 3's.",2
"We have: 103 0's, 221 1's, 111 2's, 113 3's.","We have: 101 0's, 201 1's, 102 2's, 110 3's.",3
"We have: 103 0's, 223 1's, 122 2's, 133 3's.","We have: 101 0's, 213 1's, 111 2's, 122 3's.",7
"We have: 103 0's, 231 1's, 121 2's, 132 3's.","We have: 101 0's, 213 1's, 111 2's, 122 3's.",2
"We have: 1030 0's, 1230 1's, 1113 2's, 1102 3's.","We have: 1013 0's, 1210 1's, 1110 2's, 1032 3's.",1
"We have: 1030 0's, 1321 1's, 1132 2's, 1102 3's.","We have: 1020 0's, 1301 1's, 1122 2's, 1032 3's.",163
