"[1, 13, 3, 11, 2]","[0, 3, 1, 3, 1]"
"[2, 11, 10, 4, 3]","[0, 2, 3, 2, 1]"
"[2, 13, 3, 4, 3]","[1, 11, 1, 0, 1]"
"[2, 13, 3, 11, 1]","[1, 3, 1, 3, 0]"
"[2, 13, 4, 2, 4]","[1, 11, 1, 0, 1]"
"[3, 10, 4, 10, 3]","[0, 2, 3, 2, 1]"
"[3, 11, 10, 4, 2]","[1, 2, 3, 2, 0]"
