"[15, 32, 35, 25, 20, 20]","[12, 30, 30, 22, 15, 12]","[5, 22, 21, 15, 14, 10]","[3, 13, 13, 14, 12, 3]","[2, 4, 11, 5, 10, 2]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[20, 32, 35, 25, 20, 15]","[13, 30, 30, 22, 15, 11]","[10, 21, 23, 14, 14, 5]","[4, 12, 20, 12, 11, 3]","[2, 3, 12, 10, 5, 2]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[20, 32, 35, 31, 21, 12]","[14, 24, 30, 23, 20, 10]","[10, 21, 22, 20, 13, 5]","[3, 13, 13, 14, 12, 3]","[2, 4, 11, 5, 10, 2]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
