"[33, 122, 101, 101, 52, 55]","[30, 112, 53, 54, 51, 51]","[24, 103, 51, 51, 45, 42]","[22, 55, 44, 45, 41, 34]","[21, 53, 41, 43, 31, 30]","[15, 45, 35, 34, 24, 24]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[35, 114, 103, 55, 55, 54]","[33, 110, 102, 52, 52, 43]","[30, 102, 54, 44, 50, 40]","[21, 100, 52, 42, 41, 33]","[14, 52, 44, 35, 34, 31]","[13, 45, 42, 31, 25, 24]","[12, 42, 34, 24, 21, 21]","[11, 34, 24, 22, 13, 20]","[5, 30, 15, 15, 10, 15]","[2, 21, 14, 13, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[35, 115, 102, 55, 54, 55]","[33, 111, 100, 53, 52, 43]","[30, 102, 54, 44, 50, 40]","[21, 100, 52, 42, 41, 33]","[14, 52, 44, 35, 34, 31]","[13, 45, 42, 31, 25, 24]","[12, 42, 34, 24, 21, 21]","[11, 34, 24, 22, 13, 20]","[5, 30, 15, 15, 10, 15]","[2, 21, 14, 13, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[35, 121, 55, 101, 54, 54]","[33, 112, 53, 55, 51, 44]","[32, 104, 51, 51, 44, 35]","[30, 100, 45, 44, 40, 31]","[21, 53, 44, 41, 31, 25]","[20, 45, 41, 34, 23, 22]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[40, 112, 100, 104, 54, 54]","[31, 103, 54, 103, 45, 51]","[24, 54, 53, 55, 42, 43]","[23, 53, 50, 52, 33, 34]","[21, 52, 43, 42, 31, 30]","[15, 45, 35, 34, 24, 24]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[40, 113, 55, 105, 51, 100]","[31, 103, 54, 103, 45, 51]","[24, 54, 53, 55, 42, 43]","[23, 53, 50, 52, 33, 34]","[21, 52, 43, 42, 31, 30]","[15, 45, 35, 34, 24, 24]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[40, 114, 103, 55, 55, 53]","[33, 110, 102, 52, 52, 43]","[30, 102, 54, 44, 50, 40]","[21, 100, 52, 42, 41, 33]","[14, 52, 44, 35, 34, 31]","[13, 45, 42, 31, 25, 24]","[12, 42, 34, 24, 21, 21]","[11, 34, 24, 22, 13, 20]","[5, 30, 15, 15, 10, 15]","[2, 21, 14, 13, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[40, 121, 55, 101, 54, 53]","[33, 112, 53, 55, 51, 44]","[32, 104, 51, 51, 44, 35]","[30, 100, 45, 44, 40, 31]","[21, 53, 44, 41, 31, 25]","[20, 45, 41, 34, 23, 22]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[41, 113, 100, 102, 54, 54]","[33, 103, 54, 100, 50, 51]","[24, 55, 53, 52, 44, 43]","[23, 54, 50, 45, 35, 34]","[21, 53, 44, 41, 31, 25]","[20, 45, 41, 34, 23, 22]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[41, 113, 100, 103, 52, 55]","[33, 103, 54, 100, 50, 51]","[24, 55, 53, 52, 44, 43]","[23, 54, 50, 45, 35, 34]","[21, 53, 44, 41, 31, 25]","[20, 45, 41, 34, 23, 22]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[41, 115, 55, 100, 54, 55]","[34, 110, 54, 55, 51, 44]","[32, 102, 53, 53, 42, 35]","[30, 100, 45, 44, 40, 31]","[21, 53, 44, 41, 31, 25]","[20, 45, 41, 34, 23, 22]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[42, 115, 101, 51, 100, 55]","[34, 104, 55, 50, 54, 50]","[30, 102, 54, 44, 50, 40]","[21, 100, 52, 42, 41, 33]","[14, 52, 44, 35, 34, 31]","[13, 45, 42, 31, 25, 24]","[12, 42, 34, 24, 21, 21]","[11, 34, 24, 22, 13, 20]","[5, 30, 15, 15, 10, 15]","[2, 21, 14, 13, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
