"[34, 123, 53, 111, 53, 51]","[33, 113, 51, 102, 51, 43]","[31, 103, 45, 53, 45, 40]","[24, 100, 44, 45, 41, 32]","[21, 53, 41, 43, 31, 30]","[15, 45, 35, 34, 24, 24]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[41, 115, 103, 54, 54, 54]","[35, 110, 102, 52, 45, 45]","[32, 102, 55, 50, 42, 40]","[24, 100, 51, 44, 35, 32]","[21, 53, 44, 41, 31, 25]","[20, 45, 41, 34, 23, 22]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[41, 122, 101, 101, 53, 51]","[34, 110, 54, 55, 51, 44]","[32, 102, 53, 53, 42, 35]","[30, 100, 45, 44, 40, 31]","[21, 53, 44, 41, 31, 25]","[20, 45, 41, 34, 23, 22]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[42, 115, 102, 100, 54, 52]","[34, 110, 54, 55, 51, 44]","[32, 102, 53, 53, 42, 35]","[30, 100, 45, 44, 40, 31]","[21, 53, 44, 41, 31, 25]","[20, 45, 41, 34, 23, 22]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[42, 120, 102, 101, 53, 51]","[34, 110, 54, 55, 51, 44]","[32, 102, 53, 53, 42, 35]","[30, 100, 45, 44, 40, 31]","[21, 53, 44, 41, 31, 25]","[20, 45, 41, 34, 23, 22]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[42, 121, 101, 100, 54, 51]","[34, 110, 54, 55, 51, 44]","[32, 102, 53, 53, 42, 35]","[30, 100, 45, 44, 40, 31]","[21, 53, 44, 41, 31, 25]","[20, 45, 41, 34, 23, 22]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[43, 120, 100, 101, 54, 51]","[34, 110, 54, 55, 51, 44]","[32, 102, 53, 53, 42, 35]","[30, 100, 45, 44, 40, 31]","[21, 53, 44, 41, 31, 25]","[20, 45, 41, 34, 23, 22]","[14, 43, 32, 31, 15, 20]","[12, 35, 25, 23, 12, 14]","[11, 31, 20, 20, 10, 11]","[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[50, 105, 112, 52, 45, 101]","[42, 55, 105, 51, 43, 52]","[40, 52, 102, 45, 40, 42]","[32, 50, 54, 44, 31, 35]","[30, 44, 52, 40, 23, 31]","[23, 42, 45, 32, 15, 25]","[22, 40, 40, 25, 12, 21]","[15, 33, 30, 24, 5, 15]","[13, 30, 24, 20, 3, 11]","[10, 22, 21, 12, 1, 10]","[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[50, 111, 111, 52, 45, 100]","[42, 55, 105, 51, 43, 52]","[40, 52, 102, 45, 40, 42]","[32, 50, 54, 44, 31, 35]","[30, 44, 52, 40, 23, 31]","[23, 42, 45, 32, 15, 25]","[22, 40, 40, 25, 12, 21]","[15, 33, 30, 24, 5, 15]","[13, 30, 24, 20, 3, 11]","[10, 22, 21, 12, 1, 10]","[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[51, 110, 110, 53, 45, 100]","[42, 55, 105, 51, 43, 52]","[40, 52, 102, 45, 40, 42]","[32, 50, 54, 44, 31, 35]","[30, 44, 52, 40, 23, 31]","[23, 42, 45, 32, 15, 25]","[22, 40, 40, 25, 12, 21]","[15, 33, 30, 24, 5, 15]","[13, 30, 24, 20, 3, 11]","[10, 22, 21, 12, 1, 10]","[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
