"[25, 54, 55, 45, 55, 45]","[24, 53, 53, 44, 51, 32]","[23, 51, 50, 40, 43, 24]","[20, 45, 43, 33, 35, 21]","[14, 43, 40, 24, 32, 14]","[12, 40, 33, 21, 22, 13]","[10, 32, 24, 13, 20, 12]","[3, 24, 15, 10, 14, 11]","[1, 14, 13, 4, 11, 5]","[0, 4, 12, 2, 4, 3]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[25, 103, 53, 45, 50, 51]","[22, 100, 51, 42, 44, 41]","[15, 52, 43, 41, 35, 35]","[14, 45, 41, 33, 32, 30]","[12, 42, 35, 24, 24, 24]","[11, 40, 25, 22, 15, 22]","[5, 32, 15, 21, 13, 15]","[4, 23, 12, 14, 12, 11]","[3, 13, 4, 12, 5, 10]","[1, 5, 2, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[31, 55, 55, 51, 52, 43]","[30, 52, 53, 44, 50, 32]","[23, 51, 50, 40, 43, 24]","[20, 45, 43, 33, 35, 21]","[14, 43, 40, 24, 32, 14]","[12, 40, 33, 21, 22, 13]","[10, 32, 24, 13, 20, 12]","[3, 24, 15, 10, 14, 11]","[1, 14, 13, 4, 11, 5]","[0, 4, 12, 2, 4, 3]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[31, 102, 51, 100, 45, 42]","[23, 53, 44, 54, 42, 35]","[22, 52, 41, 50, 33, 31]","[20, 45, 33, 42, 31, 24]","[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[32, 100, 52, 100, 45, 42]","[23, 53, 44, 54, 42, 35]","[22, 52, 41, 50, 33, 31]","[20, 45, 33, 42, 31, 24]","[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[33, 100, 50, 54, 35, 55]","[25, 54, 45, 50, 33, 45]","[23, 53, 43, 43, 25, 35]","[22, 52, 40, 33, 22, 31]","[20, 50, 30, 25, 20, 25]","[11, 45, 21, 23, 15, 21]","[10, 35, 13, 21, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[33, 100, 50, 100, 50, 42]","[22, 53, 44, 53, 44, 35]","[21, 52, 41, 45, 35, 31]","[20, 44, 34, 42, 32, 23]","[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[33, 101, 50, 54, 40, 53]","[25, 54, 45, 50, 33, 45]","[23, 53, 43, 43, 25, 35]","[22, 52, 40, 33, 22, 31]","[20, 50, 30, 25, 20, 25]","[11, 45, 21, 23, 15, 21]","[10, 35, 13, 21, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[33, 110, 101, 45, 41, 41]","[30, 55, 100, 42, 33, 35]","[22, 53, 54, 33, 31, 31]","[21, 50, 51, 23, 25, 24]","[15, 43, 42, 21, 23, 20]","[13, 40, 33, 14, 20, 14]","[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[34, 105, 101, 40, 45, 42]","[30, 101, 55, 34, 40, 35]","[22, 54, 54, 30, 33, 31]","[20, 52, 51, 21, 30, 24]","[13, 45, 42, 15, 24, 21]","[12, 41, 34, 13, 20, 14]","[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[34, 111, 100, 40, 45, 41]","[30, 101, 55, 34, 40, 35]","[22, 54, 54, 30, 33, 31]","[20, 52, 51, 21, 30, 24]","[13, 45, 42, 15, 24, 21]","[12, 41, 34, 13, 20, 14]","[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
