"[0, 4, 12, 2, 4, 3]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 5, 11, 2, 3, 4]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 5, 11, 3, 2, 4]","[0, 2, 5, 1, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 5, 12, 1, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 5, 12, 2, 1, 5]","[0, 2, 5, 1, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[1, 5, 12, 2, 0, 5]","[0, 2, 5, 1, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[2, 4, 10, 4, 3, 2]","[0, 2, 3, 2, 0, 1]"
"[2, 5, 3, 10, 2, 3]","[0, 3, 0, 3, 1, 1]"
"[2, 5, 12, 0, 1, 5]","[1, 2, 5, 0, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[2, 5, 12, 1, 0, 5]","[1, 2, 5, 0, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[3, 5, 3, 10, 2, 2]","[1, 3, 0, 3, 1, 0]"
