"[25, 102, 45, 43, 45, 42]","[23, 100, 41, 41, 40, 34]","[15, 52, 35, 34, 31, 33]","[14, 45, 33, 24, 25, 25]","[13, 43, 25, 21, 21, 21]","[12, 34, 20, 14, 15, 15]","[10, 25, 13, 12, 12, 12]","[4, 15, 4, 10, 11, 10]","[1, 5, 3, 5, 4, 4]","[0, 3, 2, 3, 1, 1]"
"[31, 51, 55, 55, 25, 45]","[30, 44, 53, 53, 23, 33]","[24, 43, 51, 42, 20, 30]","[21, 41, 43, 35, 12, 24]","[20, 33, 35, 32, 4, 22]","[14, 32, 30, 23, 2, 20]","[11, 30, 21, 15, 0, 15]","[5, 20, 15, 13, 0, 12]","[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
